date,decision_byd_weight,decision_etf_weight,decision_cash_weight,position_byd_weight,position_etf_weight,position_cash_weight,common_open_eligible,byd_return,etf_return,gross_return,turnover_units,cost,financing_cost,borrowed_weight,net_return
2020-02-26,0.75000000,0.25000000,0.00000000,0.75000000,0.25000000,0.00000000,True,0.02722847,0.01010103,0.02294661,0.00000000,0.00000000,0.00000000,0.00000000,0.02294661
2020-02-27,0.75000000,0.25000000,0.00000000,0.75000000,0.25000000,0.00000000,True,-0.07003353,-0.00400006,-0.05352517,0.00000000,0.00000000,0.00000000,0.00000000,-0.05352517
2020-02-28,0.75000000,0.25000000,0.00000000,0.75000000,0.25000000,0.00000000,True,-0.01590138,-0.02309230,-0.01769911,0.00000000,0.00000000,0.00000000,0.00000000,-0.01769911
2020-03-02,0.75000000,0.25000000,0.00000000,0.75000000,0.25000000,0.00000000,True,0.06402414,0.04830420,0.06009416,0.00000000,0.00000000,0.00000000,0.00000000,0.06009416
2020-03-03,0.75000000,0.25000000,0.00000000,0.75000000,0.25000000,0.00000000,True,-0.04083087,-0.01078437,-0.03331924,0.00000000,0.00000000,0.00000000,0.00000000,-0.03331924
2020-03-04,0.75000000,0.25000000,0.00000000,0.75000000,0.25000000,0.00000000,True,0.00104554,0.01883059,0.00549180,0.00000000,0.00000000,0.00000000,0.00000000,0.00549180
2020-03-05,0.75000000,0.25000000,0.00000000,0.75000000,0.25000000,0.00000000,True,-0.02267978,0.00000004,-0.01700983,0.00000000,0.00000000,0.00000000,0.00000000,-0.01700983
2020-03-06,0.75000000,0.25000000,0.00000000,0.75000000,0.25000000,0.00000000,True,-0.03374052,-0.01750980,-0.02968284,0.00000000,0.00000000,0.00000000,0.00000000,-0.02968284
2020-03-09,0.75000000,0.25000000,0.00000000,0.75000000,0.25000000,0.00000000,True,-0.08990354,-0.01881184,-0.07213062,0.00000000,0.00000000,0.00000000,0.00000000,-0.07213062
2020-03-10,0.75000000,0.25000000,0.00000000,0.75000000,0.25000000,0.00000000,True,0.05503466,0.01917245,0.04606911,0.00000000,0.00000000,0.00000000,0.00000000,0.04606911
2020-03-11,0.75000000,0.25000000,0.00000000,0.75000000,0.25000000,0.00000000,True,-0.05693591,-0.01188120,-0.04567223,0.00000000,0.00000000,0.00000000,0.00000000,-0.04567223
2020-03-12,0.75000000,0.25000000,0.00000000,0.75000000,0.25000000,0.00000000,True,-0.06124591,-0.03206408,-0.05395045,0.00000000,0.00000000,0.00000000,0.00000000,-0.05395045
2020-03-13,0.75000000,0.25000000,0.00000000,0.75000000,0.25000000,0.00000000,True,0.05185884,0.00724641,0.04070573,0.00000000,0.00000000,0.00000000,0.00000000,0.04070573
