symbol,fiscal_period_end,filed_date,revenue,gross_profit,currency,form_type,accession_id,cik,fiscal_year,fiscal_period,frame,revenue_concept,gross_profit_concept,derivation,source_url
AAOI,2012-09-30,2013-11-14,16416000.0,4673000.0,USD,10-Q,0001019687-13-004306,0001158114,2013,Q3,,SalesRevenueNet,GrossProfit,direct_quarter,https://data.sec.gov/api/xbrl/companyfacts/CIK0001158114.json
AAOI,2013-03-31,2014-05-12,14317000.0,4585000.0,USD,10-Q,0001019687-14-001770,0001158114,2014,Q1,,SalesRevenueNet,GrossProfit,direct_quarter,https://data.sec.gov/api/xbrl/companyfacts/CIK0001158114.json
AAOI,2013-06-30,2014-08-12,19597000.0,5447000.0,USD,10-Q,0001019687-14-003067,0001158114,2014,Q2,,SalesRevenueNet,GrossProfit,direct_quarter,https://data.sec.gov/api/xbrl/companyfacts/CIK0001158114.json
AAOI,2013-09-30,2013-11-14,20766000.0,6321000.0,USD,10-Q,0001019687-13-004306,0001158114,2013,Q3,,SalesRevenueNet,GrossProfit,direct_quarter,https://data.sec.gov/api/xbrl/companyfacts/CIK0001158114.json
AAOI,2013-09-30,2014-11-12,20766000.0,6321000.0,USD,10-Q,0001019687-14-004202,0001158114,2014,Q3,,SalesRevenueNet,GrossProfit,direct_quarter,https://data.sec.gov/api/xbrl/companyfacts/CIK0001158114.json
AAOI,2014-03-31,2014-05-12,24859000.0,8653000.0,USD,10-Q,0001019687-14-001770,0001158114,2014,Q1,,SalesRevenueNet,GrossProfit,direct_quarter,https://data.sec.gov/api/xbrl/companyfacts/CIK0001158114.json
AAOI,2014-03-31,2015-05-11,24859000.0,8653000.0,USD,10-Q,0001019687-15-001844,0001158114,2015,Q1,,SalesRevenueNet,GrossProfit,direct_quarter,https://data.sec.gov/api/xbrl/companyfacts/CIK0001158114.json
AAOI,2014-06-30,2014-08-12,32650000.0,11188000.0,USD,10-Q,0001019687-14-003067,0001158114,2014,Q2,,SalesRevenueNet,GrossProfit,direct_quarter,https://data.sec.gov/api/xbrl/companyfacts/CIK0001158114.json
AAOI,2014-06-30,2015-08-07,32650000.0,11188000.0,USD,10-Q,0001019687-15-002994,0001158114,2015,Q2,,SalesRevenueNet,GrossProfit,direct_quarter,https://data.sec.gov/api/xbrl/companyfacts/CIK0001158114.json
AAOI,2014-09-30,2014-11-12,36549000.0,12146000.0,USD,10-Q,0001019687-14-004202,0001158114,2014,Q3,,SalesRevenueNet,GrossProfit,direct_quarter,https://data.sec.gov/api/xbrl/companyfacts/CIK0001158114.json
AAOI,2014-09-30,2015-11-09,36549000.0,12146000.0,USD,10-Q,0001019687-15-003957,0001158114,2015,Q3,,SalesRevenueNet,GrossProfit,direct_quarter,https://data.sec.gov/api/xbrl/companyfacts/CIK0001158114.json
AAOI,2014-12-31,2015-03-05,36391000.0,12259000.0,USD,10-K,0001019687-15-000833,0001158114,2014,Q4,,SalesRevenueNet,GrossProfit,fy_minus_q1_q2_q3,https://data.sec.gov/api/xbrl/companyfacts/CIK0001158114.json
AAOI,2015-03-31,2015-05-11,30234000.0,10051000.0,USD,10-Q,0001019687-15-001844,0001158114,2015,Q1,,SalesRevenueNet,GrossProfit,direct_quarter,https://data.sec.gov/api/xbrl/companyfacts/CIK0001158114.json
AAOI,2015-03-31,2016-05-10,30234000.0,10051000.0,USD,10-Q,0001019687-16-006189,0001158114,2016,Q1,,SalesRevenueNet,GrossProfit,direct_quarter,https://data.sec.gov/api/xbrl/companyfacts/CIK0001158114.json
AAOI,2015-06-30,2015-08-07,49632000.0,16731000.0,USD,10-Q,0001019687-15-002994,0001158114,2015,Q2,,SalesRevenueNet,GrossProfit,direct_quarter,https://data.sec.gov/api/xbrl/companyfacts/CIK0001158114.json
AAOI,2015-06-30,2016-08-08,49632000.0,16731000.0,USD,10-Q,0001019687-16-007108,0001158114,2016,Q2,,SalesRevenueNet,GrossProfit,direct_quarter,https://data.sec.gov/api/xbrl/companyfacts/CIK0001158114.json
AAOI,2015-09-30,2015-11-09,57085000.0,18053000.0,USD,10-Q,0001019687-15-003957,0001158114,2015,Q3,,SalesRevenueNet,GrossProfit,direct_quarter,https://data.sec.gov/api/xbrl/companyfacts/CIK0001158114.json
AAOI,2015-09-30,2016-11-08,57085000.0,18053000.0,USD,10-Q,0001683168-16-000516,0001158114,2016,Q3,,SalesRevenueNet,GrossProfit,direct_quarter,https://data.sec.gov/api/xbrl/companyfacts/CIK0001158114.json
AAOI,2015-12-31,2016-03-14,52952000.0,15618000.0,USD,10-K,0001019687-16-005442,0001158114,2015,Q4,,SalesRevenueNet,GrossProfit,fy_minus_q1_q2_q3,https://data.sec.gov/api/xbrl/companyfacts/CIK0001158114.json
AAOI,2015-12-31,2017-03-09,14090000.0,5737000.0,USD,10-K,0001558370-17-001556,0001158114,2016,Q4,,SalesRevenueNet,GrossProfit,fy_minus_q1_q2_q3,https://data.sec.gov/api/xbrl/companyfacts/CIK0001158114.json
AAOI,2016-03-31,2016-05-10,50422000.0,14253000.0,USD,10-Q,0001019687-16-006189,0001158114,2016,Q1,,SalesRevenueNet,GrossProfit,direct_quarter,https://data.sec.gov/api/xbrl/companyfacts/CIK0001158114.json
AAOI,2016-03-31,2017-05-09,50422000.0,14253000.0,USD,10-Q,0001558370-17-003970,0001158114,2017,Q1,,SalesRevenueNet,GrossProfit,direct_quarter,https://data.sec.gov/api/xbrl/companyfacts/CIK0001158114.json
AAOI,2016-06-30,2016-08-08,55254000.0,17302000.0,USD,10-Q,0001019687-16-007108,0001158114,2016,Q2,,SalesRevenueNet,GrossProfit,direct_quarter,https://data.sec.gov/api/xbrl/companyfacts/CIK0001158114.json
AAOI,2016-06-30,2017-08-08,55254000.0,17302000.0,USD,10-Q,0001558370-17-006285,0001158114,2017,Q2,,SalesRevenueNet,GrossProfit,direct_quarter,https://data.sec.gov/api/xbrl/companyfacts/CIK0001158114.json
AAOI,2016-09-30,2016-11-08,70137000.0,23161000.0,USD,10-Q,0001683168-16-000516,0001158114,2016,Q3,,SalesRevenueNet,GrossProfit,direct_quarter,https://data.sec.gov/api/xbrl/companyfacts/CIK0001158114.json
AAOI,2016-09-30,2017-11-08,70137000.0,23161000.0,USD,10-Q,0001558370-17-008536,0001158114,2017,Q3,,SalesRevenueNet,GrossProfit,direct_quarter,https://data.sec.gov/api/xbrl/companyfacts/CIK0001158114.json
AAOI,2016-12-31,2017-03-09,84900000.0,32238000.0,USD,10-K,0001558370-17-001556,0001158114,2016,Q4,,SalesRevenueNet,GrossProfit,fy_minus_q1_q2_q3,https://data.sec.gov/api/xbrl/companyfacts/CIK0001158114.json
AAOI,2016-12-31,2019-02-26,21717000.0,9718000.0,USD,10-K,0001558370-19-001078,0001158114,2018,Q4,CY2016,RevenueFromContractWithCustomerExcludingAssessedTax,GrossProfit,fy_minus_q1_q2_q3,https://data.sec.gov/api/xbrl/companyfacts/CIK0001158114.json
AAOI,2017-03-31,2017-05-09,96224000.0,41472000.0,USD,10-Q,0001558370-17-003970,0001158114,2017,Q1,,SalesRevenueNet,GrossProfit,direct_quarter,https://data.sec.gov/api/xbrl/companyfacts/CIK0001158114.json
AAOI,2017-03-31,2018-05-08,96224000.0,41472000.0,USD,10-Q,0001558370-18-004322,0001158114,2018,Q1,CY2017Q1,Revenues,GrossProfit,direct_quarter,https://data.sec.gov/api/xbrl/companyfacts/CIK0001158114.json
AAOI,2017-06-30,2017-08-08,117371000.0,53282000.0,USD,10-Q,0001558370-17-006285,0001158114,2017,Q2,,SalesRevenueNet,GrossProfit,direct_quarter,https://data.sec.gov/api/xbrl/companyfacts/CIK0001158114.json
AAOI,2017-06-30,2018-08-08,117371000.0,53282000.0,USD,10-Q,0001558370-18-006752,0001158114,2018,Q2,CY2017Q2,Revenues,GrossProfit,direct_quarter,https://data.sec.gov/api/xbrl/companyfacts/CIK0001158114.json
AAOI,2017-09-30,2017-11-08,88879000.0,39372000.0,USD,10-Q,0001558370-17-008536,0001158114,2017,Q3,,SalesRevenueNet,GrossProfit,direct_quarter,https://data.sec.gov/api/xbrl/companyfacts/CIK0001158114.json
AAOI,2017-09-30,2018-11-08,88879000.0,39372000.0,USD,10-Q,0001558370-18-009020,0001158114,2018,Q3,,RevenueFromContractWithCustomerExcludingAssessedTax,GrossProfit,direct_quarter,https://data.sec.gov/api/xbrl/companyfacts/CIK0001158114.json
AAOI,2017-12-31,2018-02-28,79855000.0,32154000.0,USD,10-K,0001558370-18-001271,0001158114,2017,Q4,CY2017,SalesRevenueNet,GrossProfit,fy_minus_q1_q2_q3,https://data.sec.gov/api/xbrl/companyfacts/CIK0001158114.json
AAOI,2017-12-31,2019-02-26,143333000.0,89044000.0,USD,10-K,0001558370-19-001078,0001158114,2018,Q4,,RevenueFromContractWithCustomerExcludingAssessedTax,GrossProfit,fy_minus_q1_q2_q3,https://data.sec.gov/api/xbrl/companyfacts/CIK0001158114.json
AAOI,2017-12-31,2020-02-28,240115000.0,131415000.0,USD,10-K,0001437749-20-003909,0001158114,2019,Q4,CY2017,RevenueFromContractWithCustomerExcludingAssessedTax,GrossProfit,fy_minus_q1_q2_q3,https://data.sec.gov/api/xbrl/companyfacts/CIK0001158114.json
AAOI,2018-03-31,2018-05-08,65239000.0,25836000.0,USD,10-Q,0001558370-18-004322,0001158114,2018,Q1,CY2018Q1,Revenues,GrossProfit,direct_quarter,https://data.sec.gov/api/xbrl/companyfacts/CIK0001158114.json
AAOI,2018-03-31,2019-05-09,65239000.0,25836000.0,USD,10-Q,0001558370-19-004668,0001158114,2019,Q1,,RevenueFromContractWithCustomerExcludingAssessedTax,GrossProfit,direct_quarter,https://data.sec.gov/api/xbrl/companyfacts/CIK0001158114.json
AAOI,2018-06-30,2018-08-08,87822000.0,33863000.0,USD,10-Q,0001558370-18-006752,0001158114,2018,Q2,,RevenueFromContractWithCustomerExcludingAssessedTax,GrossProfit,direct_quarter,https://data.sec.gov/api/xbrl/companyfacts/CIK0001158114.json
AAOI,2018-06-30,2019-08-08,87822000.0,33863000.0,USD,10-Q,0001558370-19-007685,0001158114,2019,Q2,,RevenueFromContractWithCustomerExcludingAssessedTax,GrossProfit,direct_quarter,https://data.sec.gov/api/xbrl/companyfacts/CIK0001158114.json
AAOI,2018-09-30,2018-11-08,56386000.0,17537000.0,USD,10-Q,0001558370-18-009020,0001158114,2018,Q3,,RevenueFromContractWithCustomerExcludingAssessedTax,GrossProfit,direct_quarter,https://data.sec.gov/api/xbrl/companyfacts/CIK0001158114.json
AAOI,2018-09-30,2019-11-07,56386000.0,17537000.0,USD,10-Q,0001558370-19-010362,0001158114,2019,Q3,,RevenueFromContractWithCustomerExcludingAssessedTax,GrossProfit,direct_quarter,https://data.sec.gov/api/xbrl/companyfacts/CIK0001158114.json
AAOI,2018-12-31,2019-02-26,28469000.0,10537000.0,USD,10-K,0001558370-19-001078,0001158114,2018,Q4,,RevenueFromContractWithCustomerExcludingAssessedTax,GrossProfit,fy_minus_q1_q2_q3,https://data.sec.gov/api/xbrl/companyfacts/CIK0001158114.json
AAOI,2018-12-31,2020-02-28,125251000.0,52908000.0,USD,10-K,0001437749-20-003909,0001158114,2019,Q4,,RevenueFromContractWithCustomerExcludingAssessedTax,GrossProfit,fy_minus_q1_q2_q3,https://data.sec.gov/api/xbrl/companyfacts/CIK0001158114.json
AAOI,2018-12-31,2021-02-25,85168000.0,48509000.0,USD,10-K,0001437749-21-004108,0001158114,2020,Q4,CY2018,RevenueFromContractWithCustomerExcludingAssessedTax,GrossProfit,fy_minus_q1_q2_q3,https://data.sec.gov/api/xbrl/companyfacts/CIK0001158114.json
AAOI,2019-03-31,2019-05-09,52719000.0,12351000.0,USD,10-Q,0001558370-19-004668,0001158114,2019,Q1,,RevenueFromContractWithCustomerExcludingAssessedTax,GrossProfit,direct_quarter,https://data.sec.gov/api/xbrl/companyfacts/CIK0001158114.json
AAOI,2019-03-31,2020-05-08,52719000.0,12351000.0,USD,10-Q,0001437749-20-010051,0001158114,2020,Q1,,RevenueFromContractWithCustomerExcludingAssessedTax,GrossProfit,direct_quarter,https://data.sec.gov/api/xbrl/companyfacts/CIK0001158114.json
AAOI,2019-06-30,2019-08-08,43411000.0,10538000.0,USD,10-Q,0001558370-19-007685,0001158114,2019,Q2,,RevenueFromContractWithCustomerExcludingAssessedTax,GrossProfit,direct_quarter,https://data.sec.gov/api/xbrl/companyfacts/CIK0001158114.json
AAOI,2019-06-30,2020-08-06,43411000.0,10538000.0,USD,10-Q,0001437749-20-016891,0001158114,2020,Q2,,RevenueFromContractWithCustomerExcludingAssessedTax,GrossProfit,direct_quarter,https://data.sec.gov/api/xbrl/companyfacts/CIK0001158114.json
AAOI,2019-09-30,2019-11-07,46084000.0,11976000.0,USD,10-Q,0001558370-19-010362,0001158114,2019,Q3,,RevenueFromContractWithCustomerExcludingAssessedTax,GrossProfit,direct_quarter,https://data.sec.gov/api/xbrl/companyfacts/CIK0001158114.json
AAOI,2019-09-30,2020-11-05,46084000.0,11976000.0,USD,10-Q,0001437749-20-022811,0001158114,2020,Q3,,RevenueFromContractWithCustomerExcludingAssessedTax,GrossProfit,direct_quarter,https://data.sec.gov/api/xbrl/companyfacts/CIK0001158114.json
AAOI,2019-12-31,2020-02-28,48658000.0,11336000.0,USD,10-K,0001437749-20-003909,0001158114,2019,Q4,,RevenueFromContractWithCustomerExcludingAssessedTax,GrossProfit,fy_minus_q1_q2_q3,https://data.sec.gov/api/xbrl/companyfacts/CIK0001158114.json
AAOI,2019-12-31,2021-02-25,8575000.0,6937000.0,USD,10-K,0001437749-21-004108,0001158114,2020,Q4,,RevenueFromContractWithCustomerExcludingAssessedTax,GrossProfit,fy_minus_q1_q2_q3,https://data.sec.gov/api/xbrl/companyfacts/CIK0001158114.json
AAOI,2019-12-31,2022-02-24,33715000.0,16580000.0,USD,10-K,0001437749-22-004349,0001158114,2021,Q4,CY2019,RevenueFromContractWithCustomerExcludingAssessedTax,GrossProfit,fy_minus_q1_q2_q3,https://data.sec.gov/api/xbrl/companyfacts/CIK0001158114.json
AAOI,2020-03-31,2020-05-08,40467000.0,6338000.0,USD,10-Q,0001437749-20-010051,0001158114,2020,Q1,,RevenueFromContractWithCustomerExcludingAssessedTax,GrossProfit,direct_quarter,https://data.sec.gov/api/xbrl/companyfacts/CIK0001158114.json
AAOI,2020-03-31,2021-05-06,40467000.0,6338000.0,USD,10-Q,0001437749-21-011175,0001158114,2021,Q1,CY2020Q1,RevenueFromContractWithCustomerExcludingAssessedTax,GrossProfit,direct_quarter,https://data.sec.gov/api/xbrl/companyfacts/CIK0001158114.json
AAOI,2020-06-30,2020-08-06,65222000.0,13736000.0,USD,10-Q,0001437749-20-016891,0001158114,2020,Q2,,RevenueFromContractWithCustomerExcludingAssessedTax,GrossProfit,direct_quarter,https://data.sec.gov/api/xbrl/companyfacts/CIK0001158114.json
AAOI,2020-06-30,2021-08-05,65222000.0,13736000.0,USD,10-Q,0001437749-21-018786,0001158114,2021,Q2,CY2020Q2,RevenueFromContractWithCustomerExcludingAssessedTax,GrossProfit,direct_quarter,https://data.sec.gov/api/xbrl/companyfacts/CIK0001158114.json
AAOI,2020-09-30,2020-11-05,76608000.0,19190000.0,USD,10-Q,0001437749-20-022811,0001158114,2020,Q3,,RevenueFromContractWithCustomerExcludingAssessedTax,GrossProfit,direct_quarter,https://data.sec.gov/api/xbrl/companyfacts/CIK0001158114.json
AAOI,2020-09-30,2021-11-04,76608000.0,19190000.0,USD,10-Q,0001437749-21-025322,0001158114,2021,Q3,CY2020Q3,RevenueFromContractWithCustomerExcludingAssessedTax,GrossProfit,direct_quarter,https://data.sec.gov/api/xbrl/companyfacts/CIK0001158114.json
AAOI,2020-12-31,2021-02-25,52326000.0,11277000.0,USD,10-K,0001437749-21-004108,0001158114,2020,Q4,,RevenueFromContractWithCustomerExcludingAssessedTax,GrossProfit,fy_minus_q1_q2_q3,https://data.sec.gov/api/xbrl/companyfacts/CIK0001158114.json
AAOI,2020-12-31,2022-02-24,77466000.0,20920000.0,USD,10-K,0001437749-22-004349,0001158114,2021,Q4,,RevenueFromContractWithCustomerExcludingAssessedTax,GrossProfit,fy_minus_q1_q2_q3,https://data.sec.gov/api/xbrl/companyfacts/CIK0001158114.json
AAOI,2020-12-31,2023-02-27,73389000.0,23139000.0,USD,10-K,0001437749-23-004648,0001158114,2022,Q4,CY2020,RevenueFromContractWithCustomerExcludingAssessedTax,GrossProfit,fy_minus_q1_q2_q3,https://data.sec.gov/api/xbrl/companyfacts/CIK0001158114.json
AAOI,2021-03-31,2021-05-06,49701000.0,10719000.0,USD,10-Q,0001437749-21-011175,0001158114,2021,Q1,,RevenueFromContractWithCustomerExcludingAssessedTax,GrossProfit,direct_quarter,https://data.sec.gov/api/xbrl/companyfacts/CIK0001158114.json
AAOI,2021-03-31,2022-05-05,49701000.0,10719000.0,USD,10-Q,0001437749-22-011149,0001158114,2022,Q1,CY2021Q1,RevenueFromContractWithCustomerExcludingAssessedTax,GrossProfit,direct_quarter,https://data.sec.gov/api/xbrl/companyfacts/CIK0001158114.json
AAOI,2021-06-30,2021-08-05,54189000.0,10778000.0,USD,10-Q,0001437749-21-018786,0001158114,2021,Q2,,RevenueFromContractWithCustomerExcludingAssessedTax,GrossProfit,direct_quarter,https://data.sec.gov/api/xbrl/companyfacts/CIK0001158114.json
AAOI,2021-06-30,2022-08-04,54189000.0,10778000.0,USD,10-Q,0001437749-22-018915,0001158114,2022,Q2,CY2021Q2,RevenueFromContractWithCustomerExcludingAssessedTax,GrossProfit,direct_quarter,https://data.sec.gov/api/xbrl/companyfacts/CIK0001158114.json
AAOI,2021-09-30,2021-11-04,53267000.0,8124000.0,USD,10-Q,0001437749-21-025322,0001158114,2021,Q3,,RevenueFromContractWithCustomerExcludingAssessedTax,GrossProfit,direct_quarter,https://data.sec.gov/api/xbrl/companyfacts/CIK0001158114.json
AAOI,2021-09-30,2022-11-03,53267000.0,8124000.0,USD,10-Q,0001437749-22-025784,0001158114,2022,Q3,CY2021Q3,RevenueFromContractWithCustomerExcludingAssessedTax,GrossProfit,direct_quarter,https://data.sec.gov/api/xbrl/companyfacts/CIK0001158114.json
AAOI,2021-12-31,2022-02-24,54408000.0,8094000.0,USD,10-K,0001437749-22-004349,0001158114,2021,Q4,,RevenueFromContractWithCustomerExcludingAssessedTax,GrossProfit,fy_minus_q1_q2_q3,https://data.sec.gov/api/xbrl/companyfacts/CIK0001158114.json
AAOI,2021-12-31,2023-02-27,50331000.0,10313000.0,USD,10-K,0001437749-23-004648,0001158114,2022,Q4,,RevenueFromContractWithCustomerExcludingAssessedTax,GrossProfit,fy_minus_q1_q2_q3,https://data.sec.gov/api/xbrl/companyfacts/CIK0001158114.json
AAOI,2021-12-31,2024-02-23,54373000.0,399000.0,USD,10-K,0001437749-24-005367,0001158114,2023,Q4,CY2021,RevenueFromContractWithCustomerExcludingAssessedTax,GrossProfit,fy_minus_q1_q2_q3,https://data.sec.gov/api/xbrl/companyfacts/CIK0001158114.json
AAOI,2022-03-31,2022-05-05,52242000.0,9025000.0,USD,10-Q,0001437749-22-011149,0001158114,2022,Q1,,RevenueFromContractWithCustomerExcludingAssessedTax,GrossProfit,direct_quarter,https://data.sec.gov/api/xbrl/companyfacts/CIK0001158114.json
AAOI,2022-03-31,2023-05-04,52242000.0,9025000.0,USD,10-Q,0001437749-23-012594,0001158114,2023,Q1,CY2022Q1,RevenueFromContractWithCustomerExcludingAssessedTax,GrossProfit,direct_quarter,https://data.sec.gov/api/xbrl/companyfacts/CIK0001158114.json
AAOI,2022-06-30,2022-08-04,52299000.0,8628000.0,USD,10-Q,0001437749-22-018915,0001158114,2022,Q2,,RevenueFromContractWithCustomerExcludingAssessedTax,GrossProfit,direct_quarter,https://data.sec.gov/api/xbrl/companyfacts/CIK0001158114.json
AAOI,2022-06-30,2023-08-03,52299000.0,8628000.0,USD,10-Q,0001437749-23-021971,0001158114,2023,Q2,CY2022Q2,RevenueFromContractWithCustomerExcludingAssessedTax,GrossProfit,direct_quarter,https://data.sec.gov/api/xbrl/companyfacts/CIK0001158114.json
AAOI,2022-09-30,2022-11-03,56693000.0,9749000.0,USD,10-Q,0001437749-22-025784,0001158114,2022,Q3,,RevenueFromContractWithCustomerExcludingAssessedTax,GrossProfit,direct_quarter,https://data.sec.gov/api/xbrl/companyfacts/CIK0001158114.json
AAOI,2022-09-30,2023-11-09,56693000.0,9749000.0,USD,10-Q,0001437749-23-031255,0001158114,2023,Q3,CY2022Q3,RevenueFromContractWithCustomerExcludingAssessedTax,GrossProfit,direct_quarter,https://data.sec.gov/api/xbrl/companyfacts/CIK0001158114.json
AAOI,2022-12-31,2023-02-27,61584000.0,6225000.0,USD,10-K,0001437749-23-004648,0001158114,2022,Q4,,RevenueFromContractWithCustomerExcludingAssessedTax,GrossProfit,fy_minus_q1_q2_q3,https://data.sec.gov/api/xbrl/companyfacts/CIK0001158114.json
AAOI,2022-12-31,2024-02-23,65626000.0,-3689000.0,USD,10-K,0001437749-24-005367,0001158114,2023,Q4,,RevenueFromContractWithCustomerExcludingAssessedTax,GrossProfit,fy_minus_q1_q2_q3,https://data.sec.gov/api/xbrl/companyfacts/CIK0001158114.json
AAOI,2022-12-31,2025-02-28,73724000.0,557000.0,USD,10-K,0001437749-25-005575,0001158114,2024,Q4,CY2022,RevenueFromContractWithCustomerExcludingAssessedTax,GrossProfit,fy_minus_q1_q2_q3,https://data.sec.gov/api/xbrl/companyfacts/CIK0001158114.json
AAOI,2023-03-31,2023-05-04,53030000.0,9244000.0,USD,10-Q,0001437749-23-012594,0001158114,2023,Q1,,RevenueFromContractWithCustomerExcludingAssessedTax,GrossProfit,direct_quarter,https://data.sec.gov/api/xbrl/companyfacts/CIK0001158114.json
AAOI,2023-03-31,2024-05-09,53030000.0,9244000.0,USD,10-Q,0001437749-24-015696,0001158114,2024,Q1,CY2023Q1,RevenueFromContractWithCustomerExcludingAssessedTax,GrossProfit,direct_quarter,https://data.sec.gov/api/xbrl/companyfacts/CIK0001158114.json
AAOI,2023-06-30,2023-08-03,41615000.0,7898000.0,USD,10-Q,0001437749-23-021971,0001158114,2023,Q2,,RevenueFromContractWithCustomerExcludingAssessedTax,GrossProfit,direct_quarter,https://data.sec.gov/api/xbrl/companyfacts/CIK0001158114.json
AAOI,2023-06-30,2024-08-06,41615000.0,7898000.0,USD,10-Q,0001437749-24-024888,0001158114,2024,Q2,CY2023Q2,RevenueFromContractWithCustomerExcludingAssessedTax,GrossProfit,direct_quarter,https://data.sec.gov/api/xbrl/companyfacts/CIK0001158114.json
AAOI,2023-09-30,2023-11-09,62547000.0,20174000.0,USD,10-Q,0001437749-23-031255,0001158114,2023,Q3,,RevenueFromContractWithCustomerExcludingAssessedTax,GrossProfit,direct_quarter,https://data.sec.gov/api/xbrl/companyfacts/CIK0001158114.json
AAOI,2023-09-30,2024-11-07,62547000.0,20174000.0,USD,10-Q,0001437749-24-033913,0001158114,2024,Q3,CY2023Q3,RevenueFromContractWithCustomerExcludingAssessedTax,GrossProfit,direct_quarter,https://data.sec.gov/api/xbrl/companyfacts/CIK0001158114.json
AAOI,2023-12-31,2024-02-23,60454000.0,21605000.0,USD,10-K,0001437749-24-005367,0001158114,2023,Q4,,RevenueFromContractWithCustomerExcludingAssessedTax,GrossProfit,fy_minus_q1_q2_q3,https://data.sec.gov/api/xbrl/companyfacts/CIK0001158114.json
AAOI,2023-12-31,2025-02-28,68552000.0,25851000.0,USD,10-K,0001437749-25-005575,0001158114,2024,Q4,,RevenueFromContractWithCustomerExcludingAssessedTax,GrossProfit,fy_minus_q1_q2_q3,https://data.sec.gov/api/xbrl/companyfacts/CIK0001158114.json
AAOI,2024-03-31,2024-05-09,40673000.0,7591000.0,USD,10-Q,0001437749-24-015696,0001158114,2024,Q1,,RevenueFromContractWithCustomerExcludingAssessedTax,GrossProfit,direct_quarter,https://data.sec.gov/api/xbrl/companyfacts/CIK0001158114.json
AAOI,2024-03-31,2025-05-08,40673000.0,7591000.0,USD,10-Q,0001437749-25-015518,0001158114,2025,Q1,CY2024Q1,RevenueFromContractWithCustomerExcludingAssessedTax,GrossProfit,direct_quarter,https://data.sec.gov/api/xbrl/companyfacts/CIK0001158114.json
AAOI,2024-06-30,2024-08-06,43270000.0,9562000.0,USD,10-Q,0001437749-24-024888,0001158114,2024,Q2,,RevenueFromContractWithCustomerExcludingAssessedTax,GrossProfit,direct_quarter,https://data.sec.gov/api/xbrl/companyfacts/CIK0001158114.json
AAOI,2024-06-30,2025-08-07,43270000.0,9562000.0,USD,10-Q,0001437749-25-025450,0001158114,2025,Q2,CY2024Q2,RevenueFromContractWithCustomerExcludingAssessedTax,GrossProfit,direct_quarter,https://data.sec.gov/api/xbrl/companyfacts/CIK0001158114.json
AAOI,2024-09-30,2024-11-07,65151000.0,15917000.0,USD,10-Q,0001437749-24-033913,0001158114,2024,Q3,,RevenueFromContractWithCustomerExcludingAssessedTax,GrossProfit,direct_quarter,https://data.sec.gov/api/xbrl/companyfacts/CIK0001158114.json
AAOI,2024-09-30,2025-11-06,65151000.0,15917000.0,USD,10-Q,0001437749-25-033627,0001158114,2025,Q3,CY2024Q3,RevenueFromContractWithCustomerExcludingAssessedTax,GrossProfit,direct_quarter,https://data.sec.gov/api/xbrl/companyfacts/CIK0001158114.json
AAOI,2024-12-31,2025-02-28,100271000.0,28730000.0,USD,10-K,0001437749-25-005575,0001158114,2024,Q4,,RevenueFromContractWithCustomerExcludingAssessedTax,GrossProfit,fy_minus_q1_q2_q3,https://data.sec.gov/api/xbrl/companyfacts/CIK0001158114.json
AAOI,2025-03-31,2025-05-08,99859000.0,30544000.0,USD,10-Q,0001437749-25-015518,0001158114,2025,Q1,,RevenueFromContractWithCustomerExcludingAssessedTax,GrossProfit,direct_quarter,https://data.sec.gov/api/xbrl/companyfacts/CIK0001158114.json
AAOI,2025-03-31,2026-05-07,99859000.0,30544000.0,USD,10-Q,0001437749-26-015620,0001158114,2026,Q1,CY2025Q1,RevenueFromContractWithCustomerExcludingAssessedTax,GrossProfit,direct_quarter,https://data.sec.gov/api/xbrl/companyfacts/CIK0001158114.json
AAOI,2025-06-30,2025-08-07,102952000.0,31162000.0,USD,10-Q,0001437749-25-025450,0001158114,2025,Q2,,RevenueFromContractWithCustomerExcludingAssessedTax,GrossProfit,direct_quarter,https://data.sec.gov/api/xbrl/companyfacts/CIK0001158114.json
AAOI,2025-06-30,2026-08-06,102952000.0,31162000.0,USD,10-Q,0001437749-26-026278,0001158114,2026,Q2,CY2025Q2,RevenueFromContractWithCustomerExcludingAssessedTax,GrossProfit,direct_quarter,https://data.sec.gov/api/xbrl/companyfacts/CIK0001158114.json
AAOI,2025-09-30,2025-11-06,118630000.0,33263000.0,USD,10-Q,0001437749-25-033627,0001158114,2025,Q3,CY2025Q3,RevenueFromContractWithCustomerExcludingAssessedTax,GrossProfit,direct_quarter,https://data.sec.gov/api/xbrl/companyfacts/CIK0001158114.json
AAOI,2025-12-31,2026-02-26,134274000.0,41944000.0,USD,10-K,0001437749-26-005875,0001158114,2025,Q4,CY2025,RevenueFromContractWithCustomerExcludingAssessedTax,GrossProfit,fy_minus_q1_q2_q3,https://data.sec.gov/api/xbrl/companyfacts/CIK0001158114.json
AAOI,2026-03-31,2026-05-07,151144000.0,43916000.0,USD,10-Q,0001437749-26-015620,0001158114,2026,Q1,CY2026Q1,RevenueFromContractWithCustomerExcludingAssessedTax,GrossProfit,direct_quarter,https://data.sec.gov/api/xbrl/companyfacts/CIK0001158114.json
