window,datetime,instrument,entity,sector,score,weight,raw_return,benchmark_return,net_contribution,precision_hit,evaluation
2025H1,2025-03-07,300548,长芯博创,Technology,0.5383525491,0.25,-0.1229616946,0.001539176354,-0.03111542365,False,historical
2025H1,2025-03-07,000001,平安银行,Financials,0.4754519761,0.25,-0.01876170845,0.001539176354,-0.005065427113,False,historical
2025H1,2025-03-07,601766,中国中车,Industrials,0.2362080961,0.25,-0.01963539146,0.001539176354,-0.005283847865,False,historical
2025H1,2025-03-07,000895,双汇发展,Consumer Staples,0.02882034145,0.25,-0.02881489862,0.001539176354,-0.007578724655,False,historical
2025H1,2025-03-21,603629,利通电子,Technology,0.5582361817,0.25,-0.2254077889,-0.07219847042,-0.05685194722,False,historical
2025H1,2025-03-21,002352,顺丰控股,Industrials,0.2017298192,0.25,-0.03109057168,-0.07219847042,-0.00827264292,True,historical
2025H1,2025-03-21,601857,中国石油,Energy,0.1518440545,0.25,-0.03668477935,-0.07219847042,-0.009671194838,True,historical
2025H1,2025-03-21,000999,华润三九,Health Care,0.1493223011,0.25,0.0186555137,-0.07219847042,0.004163878425,True,historical
2025H1,2025-04-07,000300,CSI300 fallback,CSI300,,1,0.03648361064,0.03648361064,0.03448361064,False,historical
2025H1,2025-04-21,000300,CSI300 fallback,CSI300,,1,0.01643918308,0.01643918308,0.01643918308,False,historical
2025H1,2025-05-08,000300,CSI300 fallback,CSI300,,1,0.009390397616,0.009390397616,0.009390397616,False,historical
2025H1,2025-05-22,000300,CSI300 fallback,CSI300,,1,0.0007655739975,0.0007655739975,0.0007655739975,False,historical
2025H1,2025-06-06,000300,CSI300 fallback,CSI300,,1,-0.007037905317,-0.007037905317,-0.007037905317,False,historical
2025H1,2025-06-20,000300,CSI300 fallback,CSI300,,1,0.027806032,0.027806032,0.027806032,False,historical
2025H2,2025-07-01,600690,海尔智家,Consumer Discretionary,0.5636469722,0.25,0.004091668547,0.01610596302,0.0005229171367,False,historical
2025H2,2025-07-01,000725,京东方A,Technology,0.7438793778,0.25,-0.007594929374,0.01610596302,-0.002398732343,False,historical
2025H2,2025-07-01,600406,国电南瑞,Industrials,0.2990632057,0.25,-0.02084301805,0.01610596302,-0.005710754512,False,historical
2025H2,2025-07-01,002601,龙佰集团,Materials,0.2554601431,0.25,-0.0182703554,0.01610596302,-0.00506758885,False,historical
2025H2,2025-07-15,000858,五粮液,Consumer Staples,0.6981636882,0.25,0.01959765992,0.0359442554,0.00439941498,False,historical
2025H2,2025-07-15,002049,紫光国微,Technology,0.3104821146,0.25,0.07848181849,0.0359442554,0.01912045462,True,historical
2025H2,2025-07-15,000333,美的集团,Consumer Discretionary,0.4663728774,0.25,-0.01072460672,0.0359442554,-0.00318115168,False,historical
2025H2,2025-07-15,601877,正泰电器,Industrials,0.2807406187,0.25,0.02804156105,0.0359442554,0.006510390263,False,historical
2025H2,2025-07-29,600026,中远海能,Industrials,0.4130038917,0.25,-0.009036159864,0.00610428342,-0.002759039966,False,historical
2025H2,2025-07-29,002415,海康威视,Technology,0.3545886874,0.25,0.0363372087,0.00610428342,0.008584302175,True,historical
2025H2,2025-07-29,603658,安图生物,Health Care,0.3518933356,0.25,0.04568912149,0.00610428342,0.01092228037,True,historical
2025H2,2025-07-29,000895,双汇发展,Consumer Staples,0.3901126087,0.25,0.005478342631,0.00610428342,0.0008695856578,False,historical
2025H2,2025-08-12,601872,招商轮船,Industrials,0.4943479598,0.25,0.05843078378,0.05017237122,0.01410769595,True,historical
2025H2,2025-08-12,603288,海天味业,Consumer Staples,0.3901620507,0.25,0.04679929665,0.05017237122,0.01119982416,False,historical
2025H2,2025-08-12,600436,片仔癀,Health Care,0.2114435434,0.25,0.03723459214,0.05017237122,0.008808648035,False,historical
2025H2,2025-08-12,600036,招商银行,Financials,0.1108702421,0.25,-0.01258776181,0.05017237122,-0.003646940453,False,historical
2025H2,2025-08-26,600519,贵州茅台,Consumer Staples,0.4824098051,0.25,0.05111306091,0.01350582915,0.01227826523,True,historical
2025H2,2025-08-26,300548,长芯博创,Technology,0.3695402443,0.25,-0.124702537,0.01350582915,-0.03167563425,False,historical
2025H2,2025-08-26,601985,中国核电,Utilities,0.3166193366,0.25,-0.03374580193,0.01350582915,-0.008936450483,False,historical
2025H2,2025-08-26,600406,国电南瑞,Industrials,0.2746952474,0.25,0.009337103745,0.01350582915,0.001834275936,False,historical
2025H2,2025-09-09,600184,光电股份,Industrials,0.474719137,0.25,-0.003335156571,0.02715312692,-0.001333789143,False,historical
2025H2,2025-09-09,000538,云南白药,Health Care,0.06063594297,0.25,-0.01181863089,0.02715312692,-0.003454657722,False,historical
2025H2,2025-09-09,002709,天赐材料,Materials,0.5114407539,0.25,0.2003623409,0.02715312692,0.04959058522,True,historical
2025H2,2025-09-09,601138,工业富联,Technology,0.05065156892,0.25,0.2785673799,0.02715312692,0.06914184498,True,historical
2025H2,2025-09-23,002222,福晶科技,Technology,0.4264551401,0.25,-0.1494035789,0.01146523488,-0.03785089473,False,historical
2025H2,2025-09-23,688676,金盘科技,Industrials,0.3863370121,0.25,0.2667378843,0.01146523488,0.06618447108,True,historical
2025H2,2025-09-23,002602,世纪华通,Communication Services,0.1786619574,0.25,-0.08349327056,0.01146523488,-0.02137331764,False,historical
2025H2,2025-09-23,002460,赣锋锂业,Materials,0.02571049146,0.25,0.1827976375,0.01146523488,0.04519940937,True,historical
2025H2,2025-10-15,600406,国电南瑞,Industrials,0.2688731849,0.25,0.01836038872,0.01980963634,0.00409009718,False,historical
2025H2,2025-10-15,300548,长芯博创,Technology,0.4137860537,0.25,0.08248168056,0.01980963634,0.02012042014,True,historical
2025H2,2025-10-15,002007,华兰生物,Health Care,0.1767222285,0.25,-0.003924160874,0.01980963634,-0.001481040219,False,historical
2025H2,2025-10-15,600019,宝钢股份,Materials,0.07959779352,0.25,0.01300580225,0.01980963634,0.002751450563,False,historical
2025H2,2025-10-29,601138,工业富联,Technology,0.6122103333,0.25,-0.1279677109,-0.00166391973,-0.03249192773,False,historical
2025H2,2025-10-29,000338,潍柴动力,Industrials,0.3229647577,0.25,0.2465374323,-0.00166391973,0.06113435807,True,historical
2025H2,2025-10-29,000651,格力电器,Consumer Discretionary,0.3342666328,0.25,0.01317123768,-0.00166391973,0.00279280942,True,historical
2025H2,2025-10-29,002142,宁波银行,Financials,0.2646006048,0.25,0.07461566425,-0.00166391973,0.01815391606,True,historical
2025H2,2025-11-12,002142,宁波银行,Financials,0.4583314955,0.25,-0.04256801535,-0.03969979588,-0.01089200384,False,historical
2025H2,2025-11-12,601919,中远海控,Industrials,0.7450442314,0.25,-0.05647842995,-0.03969979588,-0.01436960749,False,historical
2025H2,2025-11-12,000651,格力电器,Consumer Discretionary,0.4361858964,0.25,-0.01625003815,-0.03969979588,-0.004312509538,True,historical
2025H2,2025-11-12,000063,中兴通讯,Technology,0.7939003706,0.25,0.0481565597,-0.03969979588,0.01178913992,True,historical
2025H2,2025-11-26,688525,佰维存储,Technology,0.8033189774,0.25,0.1229555793,0.008145945762,0.03023889483,True,historical
2025H2,2025-11-26,301291,明阳电气,Industrials,0.7355573773,0.25,0.0442151628,0.008145945762,0.0105537907,True,historical
2025H2,2025-11-26,600519,贵州茅台,Consumer Staples,0.4386772513,0.25,-0.02439992438,0.008145945762,-0.006599981095,False,historical
2025H2,2025-11-26,002460,赣锋锂业,Materials,0.2039560378,0.25,0.02798695486,0.008145945762,0.006496738715,True,historical
2025H2,2025-12-10,601138,工业富联,Technology,0.4533875883,0.25,0.07102038325,0.01984784736,0.01725509581,True,historical
2025H2,2025-12-10,002466,天齐锂业,Materials,0.3963400126,0.25,0.04576271893,0.01984784736,0.01094067973,True,historical
2025H2,2025-12-10,000333,美的集团,Consumer Discretionary,0.2075392008,0.25,-0.00886944878,0.01984784736,-0.002717362195,False,historical
2025H2,2025-12-10,601872,招商轮船,Industrials,0.1064220816,0.25,0.08674111393,0.01984784736,0.02118527848,True,historical
2025H2,2025-12-24,002837,英维克,Industrials,0.4878331423,0.25,-0.09685008599,0.03174555428,-0.0247125215,False,historical
2025H2,2025-12-24,600030,中信证券,Financials,0.5699121356,0.25,-0.006028371337,0.03174555428,-0.002007092834,False,historical
2025H2,2025-12-24,601985,中国核电,Utilities,0.4220104218,0.25,0.0523255569,0.03174555428,0.01258138922,True,historical
2025H2,2025-12-24,000538,云南白药,Health Care,0.3211047053,0.25,0.00235850999,0.03174555428,8.96274975e-05,False,historical
2026H1,2026-01-05,688521,芯原股份,Technology,0.3080888689,0.25,0.2518816866,-0.0149907133,0.06247042165,True,reporting
2026H1,2026-01-05,002050,三花智控,Industrials,0.1229178384,0.25,0.02023428091,-0.0149907133,0.004558570227,True,reporting
2026H1,2026-01-05,002001,新和成,Materials,0.1090657488,0.25,0.07717042368,-0.0149907133,0.01879260592,True,reporting
2026H1,2026-01-05,600030,中信证券,Financials,0.1421185136,0.25,-0.07074829764,-0.0149907133,-0.01818707441,False,reporting
2026H1,2026-01-19,688521,芯原股份,Technology,0.3730767965,0.25,0.217414646,-0.01245444298,0.0539786615,True,reporting
2026H1,2026-01-19,002202,金风科技,Industrials,0.4658450782,0.25,0.04221029946,-0.01245444298,0.01017757487,True,reporting
2026H1,2026-01-19,603993,洛阳钼业,Materials,0.1436014473,0.25,0.002637339162,-0.01245444298,0.0002843347905,True,reporting
2026H1,2026-01-19,601698,中国卫通,Communication Services,0.1032808945,0.25,0.09253252349,-0.01245444298,0.02275813087,True,reporting
2026H1,2026-02-02,000300,CSI300 fallback,CSI300,,1,0.01626127854,0.01626127854,0.01426127854,False,reporting
2026H1,2026-02-24,601872,招商轮船,Industrials,0.3737108111,0.25,0.1053718134,-0.006628144172,0.02584295335,True,reporting
2026H1,2026-02-24,603629,利通电子,Technology,0.2483046949,0.25,0.1761022614,-0.006628144172,0.04352556535,True,reporting
2026H1,2026-02-24,601600,中国铝业,Materials,0.0790669471,0.25,0.03178125009,-0.006628144172,0.007445312522,True,reporting
2026H1,2026-02-24,002007,华兰生物,Health Care,0.1370822042,0.25,-0.01274309741,-0.006628144172,-0.003685774352,False,reporting
2026H1,2026-03-10,301308,江波龙,Technology,0.4071347713,0.25,0.04182740325,-0.03550439199,0.009956850812,True,reporting
2026H1,2026-03-10,600026,中远海能,Industrials,0.378359437,0.25,0.1131650223,-0.03550439199,0.02779125557,True,reporting
