date,open,high,low,close,volume,amount,factor
2021-04-06,129.39748026792492,129.66382604437783,126.16621846759234,126.2012710571289,6364047,803150820.467308,1.0
2021-04-07,125.3671702782852,127.86947006375398,122.7457201338292,127.7222671508789,8688348,1109695504.3558044,1.0
2021-04-08,126.39752307468908,128.9278527998825,125.75967377110416,127.70824432373048,5794770,740039902.9598236,1.0
2021-04-09,127.70823459606618,129.82503046048805,127.14749803533778,127.56805419921876,6296094,803180460.635376,1.0
2021-04-12,125.24100052648328,131.1217499520486,123.51673055986248,128.8998260498047,10529552,1357257421.182373,1.0
2021-04-13,128.4722692710451,130.35774232051529,125.69660115052218,126.3765106201172,6947383,877986021.4815216,1.0
2021-04-14,125.4653071019688,130.00729815096605,125.36017178234884,128.06573486328125,5792140,741774665.5310059,1.0
2021-04-15,127.7082401607866,128.6895329281545,123.88821188020124,126.9372329711914,6313802,801456555.4079742,1.0
2021-04-16,126.95827040871562,127.90451069949664,121.94667068271136,121.96068572998048,8655270,1055602664.378128,1.0
2021-04-19,117.40468874634344,121.61022865130636,111.797299710836,119.57754516601562,19730806,2359361345.626892,1.0
2021-04-20,119.15698664673268,123.08215790110346,118.49110724131764,120.41864776611328,11048458,1330440372.2606964,1.0
2021-04-21,119.6195951169819,121.13358695838237,118.28082878700674,119.40931701660156,6848479,817772199.9925385,1.0
2021-04-22,119.43735830666056,121.51208682242336,118.80652398591964,119.64763641357422,6337991,758325642.7605057,1.0
2021-04-23,120.55883678810164,122.91394120630105,119.85791971689508,122.71067810058594,7668047,940951247.0771636,1.0
2021-04-26,123.97934442370028,132.8250027389535,123.36253262155957,129.0049591064453,14386867,1855977189.004868,1.0
2021-04-27,129.32038581663477,130.7993326177694,126.86013119034769,130.36476135253906,8623305,1124175098.3951569,1.0
2021-04-28,135.27822430555742,137.71742625570866,129.11009179389552,137.2197723388672,17978032,2466941458.140869,1.0
2021-04-29,137.731469554078,141.7127162459936,135.55859818691343,135.83897399902344,11595256,1575087678.2960205,1.0
2021-04-30,135.83897151950725,138.08191808208167,135.28524240237084,135.43943786621094,7724129,1046151689.766098,1.0
2021-05-06,134.82262774101312,136.5889579136806,131.07268924423005,131.3390350341797,9040421,1187360170.4427338,1.0
2021-05-07,132.87405031312815,134.28290687116703,124.62418903221194,124.72932434082033,12011496,1498185780.4024658,1.0
2021-05-10,124.72932797732838,124.72932797732838,117.7971953035446,118.77848815917967,14060851,1670126624.01149,1.0
2021-05-11,118.77148584690217,119.29016987792428,114.96547210260312,116.38834381103516,10319379,1201055430.9683762,1.0
2021-05-12,116.21311532027474,119.16400146484376,115.65237118770132,119.16400146484376,11523881,1373231772.364685,1.0
2021-05-13,117.4046771580512,119.1009094973828,116.36029419361056,117.33457946777344,8027276,941877053.7317504,1.0
2021-05-14,118.45606684027544,120.90929897162238,114.53790295354246,120.4817352294922,11614373,1399319812.6425629,1.0
2021-05-17,121.25975462322664,123.90223474438577,120.5307925245151,122.03076934814452,10198718,1244557403.90477,1.0
2021-05-18,120.60089312902524,121.4209755098768,119.2481116944601,121.23171997070312,5981675,725168748.5557556,1.0
2021-05-19,120.79714261134306,123.4256076168622,120.5307893545873,122.80178833007812,6961976,854943103.111084,1.0
2021-05-20,122.66160216550604,122.68263222168788,119.36726520163393,121.9326400756836,10419318,1270454951.5280914,1.0
2021-05-21,121.94530667638962,126.0111319002015,119.21834281903652,119.907470703125,8418417,1009431089.7941896,1.0
2021-05-24,117.18050583181136,118.4603093834382,113.2623514392685,117.85978698730467,14822506,1746977399.7780457,1.0
2021-05-25,118.59812703856936,129.11217298609793,118.59812703856936,128.32461547851562,22781346,2923407465.53302,1.0
2021-05-26,129.85053139854656,129.85053139854656,127.0349694861952,127.5862808227539,10939966,1395789574.2673798,1.0
2021-05-27,128.22617238966214,134.4381250555093,127.97021768368202,131.79977416992188,18266203,2407481430.341949,1.0
2021-05-28,131.23862425865053,134.9402109203923,128.96451948644517,131.42567443847656,15960335,2097597791.6390228,1.0
2021-05-31,133.98527230426285,138.72053170006956,131.71115266808908,133.1681671142578,16603595,2211070313.6574554,1.0
2021-06-01,133.1681796101592,136.50550520593387,129.17126627369905,133.96559143066406,14109153,1890141026.230728,1.0
2021-06-02,137.43088912225258,139.79359170578434,135.58009591807814,136.1806182861328,18607191,2533938774.948166,1.0
2021-06-03,135.6785627139287,137.67701941142468,130.65780040668662,135.8557586669922,14243200,1935020741.8457031,1.0
2021-06-04,135.83605824733093,141.65423208807704,134.8811289358705,140.40396118164062,18849869,2646596275.355011,1.0
2021-06-07,143.47549653901785,144.59778261229278,140.03971876913778,141.65423583984375,20697636,2931907811.27124,1.0
2021-06-08,142.62884755096928,142.72728472979554,137.24383965535017,138.01171875,12918768,1782941375.8125,1.0
2021-06-09,137.24384195141445,140.44334323988136,136.79098285180785,138.5039520263672,9742605,1349389295.531845,1.0
2021-06-10,138.20862041306995,139.89205705277476,137.33244982865114,139.3998260498047,10899841,1519435939.3705292,1.0
2021-06-11,139.99047908249167,140.58116223077712,137.82466590827238,138.8091278076172,11319651,1571270882.3966217,1.0
2021-06-15,138.80912313368412,142.9930860650186,134.87127566889876,135.72775268554688,15391913,2089109761.0214536,1.0
2021-06-16,137.20445194262038,141.3293497596003,132.88266474747346,133.1681671142578,17999126,2396910619.078583,1.0
2021-06-17,134.23139691597916,146.48794555664062,134.21170347031347,146.48794555664062,25491527,3734201419.3316345,1.0
2021-06-18,150.62267332439183,157.4942133000439,150.24857298893076,155.54498291015625,37680848,5861066858.200195,1.0
2021-06-21,155.544984614439,159.3647017017872,152.49314662914782,156.41131591796875,21885455,3423132816.013489,1.0
2021-06-22,157.50406576008143,164.4051383138271,153.95999688954785,162.69216918945312,25665039,4175500867.241913,1.0
2021-06-23,160.55589472199225,176.71091881618935,159.51236746560218,170.45957946777344,32887631,5606011749.951309,1.0
2021-06-24,168.83522577078324,172.17255120701714,165.5372722033164,170.2528533935547,18493493,3148569952.46373,1.0
2021-06-25,169.32744897318165,171.7886037547686,162.44605479605374,168.34298706054688,18334077,3086413287.17807,1.0
2021-06-28,168.34299797349817,180.05808948461225,168.215013109616,175.8052215576172,19982326,3512997249.6665344,1.0
2021-06-29,176.21867674034894,177.20313862157994,170.21345325616136,172.0347137451172,14128090,2430521918.9152527,1.0
2021-06-30,174.54510490852917,185.5021560823461,174.25960253387336,184.9803924560547,22523636,4166431026.817322,1.0
2021-07-01,184.0451576260664,188.76073875509107,180.32389267544627,181.8104248046875,17919062,3257872274.321533,1.0
2021-07-02,177.7249145300173,181.7907471881328,174.05287566469474,175.51971435546875,20871304,3663325316.306152,1.0
2021-07-05,179.0342615252053,189.5581628029824,177.20316158792878,188.30789184570312,23374111,4401529566.17746,1.0
2021-07-06,187.04777596752712,187.04777596752712,170.3119223283273,176.0218048095703,28846274,5077573211.511383,1.0
2021-07-07,171.69014882673926,181.4757024863119,168.33314517448557,180.05807495117188,21712264,3909468458.671631,1.0
2021-07-08,180.1565382222326,192.6001367641462,179.7135333456977,188.2192840576172,22741250,4280341793.575287,1.0
2021-07-09,187.0477706666977,190.97577925850933,180.7964312699476,186.0633087158203,15303078,2847341326.216278,1.0
2021-07-12,190.19804444286515,192.65919930113645,183.46432835584224,189.0166931152344,20250109,3827608638.4030457,1.0
2021-07-13,187.047775746954,189.4104784845522,172.28084608272076,175.91351318359375,25137392,4422006938.993164,1.0
2021-07-14,175.82490952235324,178.7586019146585,171.2963785631542,172.18238830566406,14845049,2556055991.33461,1.0
2021-07-15,172.2906862499246,173.0684196287036,164.4051511733151,171.1290283203125,16488983,2821743638.7801514,1.0
2021-07-16,171.2471602269974,177.518193320646,164.28702176610122,164.9466094970703,18339032,3024961149.8582764,1.0
2021-07-19,162.43623451791746,170.1839458664649,161.45177249053611,168.52020263671875,12403019,2090159275.1870728,1.0
2021-07-20,167.2305545495243,171.95597513737508,164.40515342632656,170.1150360107422,11004849,1872090283.92778,1.0
2021-07-21,171.2963681609983,183.0409912503583,169.38650969872035,181.18035888671875,23431613,4245348052.6347046,1.0
2021-07-22,181.12130004913928,189.88302016049093,177.5772461459775,186.7425842285156,18759083,3503119637.177216,1.0
2021-07-23,186.0436195154921,197.3846256544305,185.07885098769543,192.96438598632807,20610099,3977015098.6524353,1.0
2021-07-26,193.1809579033445,201.3224621687627,188.77057271814303,197.4436798095703,24868625,4910152831.804276,1.0
2021-07-27,201.81468726383085,217.19197716450284,200.8991449173897,202.425048828125,40414880,8180984057.3828125,1.0
2021-07-28,198.74319728664068,208.7157873285697,187.0280902425716,198.75303649902344,28403181,5645218469.981369,1.0
2021-07-29,204.2758429893281,216.58161666338407,198.8613025727436,211.5707092285156,26577599,5623041470.021088,1.0
2021-07-30,208.80438977481344,231.47654773448292,206.9339030194297,226.47547912597656,27219543,6164559042.515121,1.0
2021-08-02,224.4573303222656,225.14645070049448,205.7427135834703,216.5816345214844,26807946,5806108762.843689,1.0
2021-08-03,211.6593147046638,211.6593147046638,194.9234619140625,194.9234619140625,21650585,4220206980.664673,1.0
2021-08-04,193.9390047829312,201.8048611969128,189.026534228588,198.221420288086,31034851,6151772243.649124,1.0
2021-08-05,195.90792762341897,202.7991612584136,191.97991904366103,195.47476196289065,18586320,3633156477.766113,1.0
2021-08-06,199.22557769732893,203.5276870154277,188.04208835184204,192.95455932617188,19567584,3775654547.797852,1.0
2021-08-09,189.0265268125279,189.0265268125279,177.69537558341304,186.79180908203125,20334161,3798254719.3552856,1.0
2021-08-10,186.801642144894,188.17988277127665,175.2440542402135,180.04823303222656,23441260,4220557443.049011,1.0
2021-08-11,180.4518827000103,185.0493183124572,178.68968735575243,183.1197662353516,16640168,3047143674.276977,1.0
2021-08-12,181.64306382779816,191.47784383678908,181.0327022430763,185.3446502685547,16897073,3131782085.747238,1.0
2021-08-13,179.664312179188,181.13116594396897,168.81553690344327,169.73109436035156,33027063,5605719546.498276,1.0
2021-08-16,169.32744994067872,176.83889918394365,165.22224554413913,171.78860473632812,26008377,4467942796.286407,1.0
2021-08-17,171.79845512279428,172.81244976282412,160.6937251642228,161.17611694335938,25256203,4070696728.273224,1.0
2021-08-18,164.85800042827347,165.3896032577697,160.46729363700274,164.208251953125,14653350,2406200988.757324,1.0
2021-08-19,164.20826761815627,168.04766347994388,161.45177096322496,164.4248504638672,15174496,2495064235.664551,1.0
2021-08-20,165.38959722569447,168.52017881990946,160.61495105901227,165.4781951904297,15447953,2556299381.826584,1.0
2021-08-23,167.2600870796003,168.4414534919318,162.1704203638615,163.17457580566406,18975459,3096312473.0427704,1.0
2021-08-24,164.18856723112984,176.66169867018823,163.37146198806994,175.8052215576172,25335388,4454093500.588196,1.0
2021-08-25,175.80521672310746,175.90365390502726,163.9129145719783,168.68756103515625,24827446,4188081312.472046,1.0
2021-08-26,166.3740645817348,173.64923757411557,164.47406028538742,165.3896026611328,16892288,2793808800.357422,1.0
2021-08-27,165.29115450091425,173.7575332337295,164.07043130341333,172.7730712890625,17659586,3051100910.91333,1.0
2021-08-30,180.15654301119457,180.35343240358856,166.05904019465774,167.4176025390625,26518420,4439650299.523926,1.0
2021-08-31,150.67190551757812,156.51961194541192,150.67190551757812,150.67190551757812,32987921,4970352916.133331,1.0
2021-09-01,149.29364933394322,152.5817636772011,143.54439512707728,151.2625732421875,32292937,4884712748.167847,1.0
2021-09-02,149.14598563867702,151.80402990314568,143.61331427869365,144.21383666992188,24118021,3478152341.295746,1.0
2021-09-03,145.7003572870291,149.08690853555035,143.82988573594162,145.57237243652344,15064793,2193017657.275131,1.0
2021-09-06,145.58223939942667,152.78849313275438,144.08585301468915,150.18951416015625,15998089,2402745214.40094,1.0
2021-09-07,150.24859377500624,155.08230606215193,150.24859377500624,153.57608032226562,11375874,1747062139.1599731,1.0
2021-09-08,153.6449998764154,156.55899914217372,152.59161826891776,153.57608032226562,9666434,1484533044.4138794,1.0
2021-09-09,153.5760646430561,154.56052659589622,150.1895131218146,151.85325622558594,9904168,1503980161.005249,1.0
2021-09-10,152.59159377151283,160.05381674049104,151.29209685930246,157.4154510498047,17133337,2697051971.8433075,1.0
2021-09-13,157.41546370115145,158.49837788169302,149.63822011190894,152.88694763183594,14970675,2288820804.7382355,1.0
2021-09-14,151.6859015782904,156.62790485545833,150.42579146309424,152.23719787597656,10662965,1623299912.6496124,1.0
2021-09-15,151.597310660409,153.0444710200208,148.16153283015746,149.19522094726562,11094351,1655224148.711517,1.0
2021-09-16,149.04754582735845,151.0558567873664,145.01126050399873,145.6019287109375,14755485,2148427075.065308,1.0
2021-09-17,146.87186753595296,149.73665515842333,146.83248064933915,148.8998565673828,8022325,1194523041.836929,1.0
2021-09-22,146.05477922883196,149.4413308266969,145.70037231692288,146.97032165527344,7626833,1120918099.221054,1.0
2021-09-23,146.68482166385337,151.59729190456758,144.1842950718817,148.26980590820312,12637164,1873709853.510132,1.0
2021-09-24,147.6692757977416,150.918002869631,145.70035212043837,147.8661651611328,9218252,1363067572.7289429,1.0
2021-09-27,150.16982274298604,150.5045512302764,142.74698607655228,142.9340362548828,15884394,2270420547.882843,1.0
2021-09-28,140.7780661024577,154.80664961266766,140.63040281102943,150.53408813476562,19719236,2968417209.974243,1.0
2021-09-29,149.63821745705584,149.63821745705584,142.0578633928471,144.75527954101562,17178949,2486743564.715851,1.0
2021-09-30,144.70607611770438,146.59624137247184,142.15630809778077,142.73715209960938,12542575,1790291435.495758,1.0
2021-10-08,145.64129956365483,153.47760807319622,144.2039785438482,147.3739471435547,16662947,2455684270.433853,1.0
2021-10-11,146.68482674777073,150.0319912823297,144.71590289880734,145.0604705810547,12175384,1766166932.545044,1.0
2021-10-12,143.7314536737133,146.04494540933248,138.80914361639435,139.94126892089844,14492695,2028126128.38356,1.0
2021-10-13,140.7386943599408,143.62316081424774,138.55318751462724,143.00294494628906,8695223,1243442495.9647064,1.0
2021-10-14,142.7469862533051,145.6905329638568,141.959413669637,143.84957885742188,7015624,1009194557.8220216,1.0
2021-10-15,143.73143941478608,153.438234485721,142.7469775009862,153.12319946289062,24228909,3710008065.575226,1.0
2021-10-18,148.6537485258319,149.8350998144131,145.7298954491179,146.99000549316406,22414963,3294775534.499069,1.0
2021-10-19,145.89725609771605,147.96463217464262,144.066156293543,146.14337158203125,11533702,1685574097.102417,1.0
2021-10-20,145.41487218484866,148.31903175208305,144.16460138016404,144.55838012695312,10901354,1575882075.430481,1.0
2021-10-21,142.8552842901391,146.4879515465735,142.58947533872487,144.41073608398438,9501857,1372170163.5347595,1.0
2021-10-22,145.70036520292314,153.27087982538436,144.77496858802766,152.00091552734375,21608309,3284482750.9977417,1.0
2021-10-25,153.93048419247077,154.33411723150138,147.8366618003061,150.22891235351562,13945109,2094958557.721222,1.0
2021-10-26,149.5889879107853,158.183336391048,149.1755157009878,155.55482482910156,20057868,3120098143.1852417,1.0
2021-10-27,155.5745147064915,155.6139015951102,151.114903448161,155.11181640625,15100540,2342272188.1152344,1.0
2021-10-28,169.32745481452864,169.32745481452864,159.08905657860808,161.74710083007812,41154185,6656570110.774689,1.0
2021-10-29,163.32223606930324,174.20054392573263,161.75694513018283,166.8761444091797,31970400,5335097087.219238,1.0
2021-11-01,166.37407293646032,171.7196942233531,164.36577712712926,168.4315948486328,21310186,3589308614.501007,1.0
2021-11-02,169.32745361328125,172.16270880630717,166.39376123931237,169.32745361328125,20835609,3528040616.4519653,1.0
2021-11-03,170.45958565420077,171.7886153345223,165.3206929221142,166.17718505859375,17581047,2921568900.8428345,1.0
2021-11-04,167.35853731989147,168.93368250334603,162.92845839083552,164.4051513671875,15654761,2573723351.822144,1.0
2021-11-05,166.57094420978947,167.66369747855143,163.12532768940267,164.71031188964844,13672547,2252009480.695877,1.0
2021-11-08,162.43623245919883,163.4108552617654,157.06106324827448,159.47300720214844,16762338,2673140448.5988464,1.0
2021-11-09,159.67972473354743,164.03104473489853,157.1201326854159,161.74710083007812,16200385,2620365306.081085,1.0
2021-11-10,160.46730877831172,163.94245849674422,157.6025207035036,163.61758422851562,12947333,2118411347.66214,1.0
2021-11-11,162.2393280273073,166.55126103828525,158.6263545699941,162.0030517578125,19608437,3176626634.2008057,1.0
2021-11-12,159.9160009991793,162.23933179387794,158.9610717093012,160.24087524414062,13058279,2092470056.1421807,1.0
2021-11-15,160.47714223794557,166.3543814707541,160.4673030259392,164.18856811523438,19036137,3125516076.4754333,1.0
2021-11-16,162.92844428980143,164.51342854811088,160.486982986277,160.6444854736328,12068992,1938817010.0253904,1.0
2021-11-17,160.37869067554126,160.92998693243072,156.47037575660448,159.40406799316406,14492985,2310240766.363907,1.0
2021-11-18,158.70512461284034,160.45746575987854,156.1159847624837,156.12582397460938,10898782,1701581320.069641,1.0
2021-11-19,156.18488927512905,157.80926057757912,154.59006565244886,156.82479858398438,11557095,1812439095.590973,1.0
2021-11-22,156.52945293840497,163.30255608633072,155.21027750626985,162.8890838623047,20478549,3335732085.439316,1.0
2021-11-23,162.43623414675275,164.01137939564302,159.23673256507428,159.64036560058594,14711524,2348553069.9017944,1.0
2021-11-24,159.07919383942988,161.08750451525373,153.57605545741305,153.5957489013672,19600320,3010525829.1064453,1.0
2021-11-25,153.5859049039307,154.57036686349574,150.47501652819517,153.90093994140625,14300491,2200859006.5236206,1.0
2021-11-26,153.9107882143791,154.56053675115203,148.44702101278534,149.62838745117188,14399375,2154555261.554718,1.0
2021-11-29,147.3838120133098,150.50455473765768,146.9014202275155,147.89572143554688,10942530,1618353368.6801147,1.0
2021-11-30,149.41179795467332,150.9573954421011,147.33458258929633,148.25997924804688,10353673,1535035344.1210632,1.0
2021-12-01,151.11490726366608,163.08596801757812,151.11490726366608,163.08596801757812,22869362,3729672039.714417,1.0
2021-12-02,167.35852278308317,169.44557720143524,164.08026285772863,167.1517791748047,36239228,6057451436.121399,1.0
2021-12-03,168.32330093450852,178.59124694099694,168.05750702216264,173.74769592285156,30229632,5252328908.595703,1.0
2021-12-06,177.91196839931618,178.0399532623444,169.9378204345703,169.9378204345703,18003760,3059519734.0271,1.0
2021-12-07,174.1808389920567,175.39173796021907,167.05334435846677,168.34298706054688,14600082,2457821415.208924,1.0
2021-12-08,172.28083185964113,182.785038490994,172.28083185964113,177.74459838867188,26639626,4735049624.594421,1.0
2021-12-09,177.2031557252991,178.67000947772522,174.3777546604001,177.3114471435547,13885848,2462119803.6954346,1.0
2021-12-10,176.22853758030067,176.22853758030067,171.59172996276604,172.1627197265625,15091916,2598265304.444824,1.0
2021-12-13,172.16270757254617,173.56064171417376,170.44973840208573,171.69015502929688,10565654,1814018773.2459104,1.0
2021-12-14,170.80414758728529,173.4031265231922,169.32745466866322,169.86891174316406,9307658,1581081735.337555,1.0
2021-12-15,170.41038322935816,171.78862406128508,167.65388654380587,167.8212432861328,7551329,1267273421.24263,1.0
2021-12-16,169.80984893826565,173.846133962437,167.78184468184207,168.2642364501953,13091264,2202791541.1279297,1.0
2021-12-17,167.50619379418205,168.83522342750894,164.40514467868218,164.54296875,11549503,1900389511.2070312,1.0
2021-12-20,164.6020342325951,165.2616219332734,160.47713627874822,160.93983459472656,10634034,1711439673.0346985,1.0
2021-12-21,163.11550712811533,167.06319424215715,162.43622596153185,163.64710998535156,10451909,1710424701.679886,1.0
2021-12-22,165.3699148629424,172.2808419876062,165.3699148629424,168.4217529296875,15862196,2671538855.6342773,1.0
2021-12-23,168.31345941675366,170.4497400281793,166.8466057154387,168.84506225585938,8278923,1397855269.346466,1.0
2021-12-24,169.62280413157177,173.56065209738097,168.88445763798254,171.18809509277344,9993805,1710820440.6786346,1.0
2021-12-27,171.7590646441786,172.16269761839698,163.75538478830447,165.09425354003906,11418962,1885205007.5920715,1.0
2021-12-28,166.37408389942618,169.08135449542277,163.96215491824165,168.36270141601562,10959384,1845151496.095459,1.0
2021-12-29,167.35852790601325,168.14610045343974,160.27040502256855,162.43621826171875,12086019,1963207220.19928,1.0
2021-12-30,162.3771663127999,178.26638255136788,161.82586999073976,173.72801208496094,22836351,3967313862.50441,1.0
2021-12-31,175.49017175206063,175.49017175206063,169.49480242501366,173.1176300048828,11216088,1941702572.486206,1.0
2022-01-04,173.81659793009106,176.12023526722936,168.3528311522397,173.1471710205078,10874197,1882836447.669693,1.0
2022-01-05,172.0544049467864,172.0544049467864,155.83046253989147,155.84031677246094,25663497,3999407501.969101,1.0
2022-01-06,152.5916086776213,165.192725172758,152.19782988971303,160.4279327392578,16493526,2646022279.7612,1.0
2022-01-07,158.50820311899506,161.43205612698262,154.19627026594273,154.56051635742188,14487899,2239257150.374176,1.0
2022-01-10,153.16257996075362,155.5449758901383,148.97861700168343,154.0682830810547,9994758,1539875204.870636,1.0
2022-01-11,153.61544122823477,154.03876769223643,148.65375944312387,149.8252716064453,9804885,1469019558.1949615,1.0
2022-01-12,151.15426920697175,153.1724190487726,148.99831032566422,152.5620574951172,10990127,1676676387.2526398,1.0
