date,open,high,low,close,volume,amount,factor
2021-04-05,59.07284926435609,60.700877889981264,58.84547108098438,60.51897811889648,27947500.0,1691354140.9778595,1.0
2021-04-06,60.08240372708654,60.5553541932154,59.38208203639646,59.62764739990234,28771400.0,1715570894.4015503,1.0
2021-04-07,59.72769945583676,60.54626230259057,59.44575272935601,60.255218505859375,17793300.0,1072139179.4403076,1.0
2021-04-08,60.91005593492349,61.201099670262046,60.355252730210914,60.982818603515625,22224200.0,1355294357.208252,1.0
2021-04-09,60.75544823064045,62.21066709325411,60.60082580536987,62.08333587646485,27177100.0,1687245027.4482727,1.0
2021-04-12,62.02876437915184,62.29252389915058,58.85456694715206,59.49123001098633,51266900.0,3049930939.850235,1.0
2021-04-13,59.67312981404885,59.69131701518353,58.39981062464989,59.31842041015625,26822000.0,1591038672.241211,1.0
2021-04-14,59.40026045162645,59.46392605045551,58.06327940670106,58.38161087036133,25768400.0,1504400701.5518188,1.0
2021-04-15,58.18152107768088,59.31841180707427,57.917761595777975,59.136505126953125,24927700.0,1474137058.8531494,1.0
2021-04-16,59.41846829787181,59.59127099797693,58.72723668035701,58.89094924926758,24625500.0,1450219070.7378387,1.0
2021-04-19,58.845470243543126,58.88185158504863,57.362967007108736,57.87229537963867,23997700.0,1388801982.831955,1.0
2021-04-20,57.881384117910834,57.99052466374325,56.76268398196118,57.02644348144531,19872100.0,1133235187.5076294,1.0
2021-04-21,57.10830245582243,58.00871807312476,56.66263971255557,57.93595886230469,24364200.0,1411563288.912964,1.0
2021-04-22,57.6176257052628,58.12695404461384,56.644447435237865,56.90820693969727,38257600.0,2177171417.816162,1.0
2021-04-23,53.80676918170424,54.57075995992379,52.660784749132645,53.87953186035156,77479500.0,4174559188.774109,1.0
2021-04-26,53.752200928005855,54.13419807856082,53.17011333622279,53.44296646118164,39645900.0,2118794504.0233607,1.0
2021-04-27,53.26106561073868,53.32473122295407,52.54254973629001,52.72445297241211,38167700.0,2012371103.7151337,1.0
2021-04-28,52.31517422704778,52.89726183671752,51.97865547824167,52.40612411499024,30387400.0,1592485855.9318542,1.0
2021-04-29,52.6425942613672,53.02458791703914,52.26969420579985,53.00639724731445,23290600.0,1234550795.728302,1.0
2021-04-30,52.39701956773844,53.14281959551216,51.90588194861474,52.324256896972656,30731800.0,1608018598.1063845,1.0
2021-05-03,52.624403067652985,52.64259373719654,51.69669973802421,52.07869338989258,22281700.0,1160401822.5055697,1.0
2021-05-04,51.73307581180005,51.82402568074565,50.75989764211865,51.75126647949219,35323600.0,1828041036.6149905,1.0
2021-05-05,51.80583841751256,52.115072849570325,51.351082103869686,51.70579147338867,21001900.0,1085919861.9449615,1.0
2021-05-06,51.813777062395566,52.39030011976375,51.47518570719146,52.335391998291016,25529300.0,1336085922.9419708,1.0
2021-05-07,52.80210638202974,53.08578963767279,52.38115455754446,52.77465057373047,19959000.0,1053329250.8010864,1.0
2021-05-10,52.298795200282434,52.37200254520282,51.13659936351118,51.21895980834961,35046500.0,1795045274.9233246,1.0
2021-05-11,50.37705045702344,50.90781852084092,49.69071461022235,50.36790084838867,35968100.0,1811637694.5049288,1.0
2021-05-12,49.77307808149392,50.01100981109819,48.885415881843485,49.06843948364258,30232300.0,1483451783.0013275,1.0
2021-05-13,49.45278692369479,49.77307559266399,48.92201885410619,49.425331115722656,29192500.0,1442848978.5957336,1.0
2021-05-14,49.96524500828535,51.10913801205456,49.65410597162475,50.65158081054688,28158300.0,1426262407.937622,1.0
2021-05-17,50.59667629374889,51.14574354043296,50.11166328526407,50.63328170776367,20010200.0,1013182093.6286926,1.0
2021-05-18,51.20064917236403,51.37451964415501,50.14826626134875,50.184871673583984,18703400.0,938627728.8597108,1.0
2021-05-19,49.48024134141876,50.72479763519499,49.26976542274849,50.66073989868164,23769700.0,1204190589.169693,1.0
2021-05-20,50.85291240398042,51.46604093325487,50.6607391971017,51.20065689086914,23145200.0,1185049443.8705444,1.0
2021-05-21,51.63075377589602,51.896137794866405,51.22810468878832,51.319618225097656,17723100.0,909542725.7652284,1.0
2021-05-24,51.841240430940886,52.51842324013347,51.61246179442462,52.12492370605469,19164400.0,998942887.8723145,1.0
2021-05-25,52.67399181582893,52.67399181582893,51.63075835469166,52.04256057739258,22309900.0,1161064322.225571,1.0
2021-05-26,52.20727609176197,52.37199696388441,51.78632430339768,52.08831024169922,15173600.0,790367184.2834473,1.0
2021-05-27,52.26218176981261,52.96682024742435,52.16151863145603,52.829551696777344,32387600.0,1711022388.534546,1.0
2021-05-28,52.6648312451049,52.75634477654821,52.1066109213957,52.271331787109375,20303900.0,1061311893.47229,1.0
2021-06-01,52.71974319085835,52.91191638451259,51.786326047686224,52.06085968017578,20326400.0,1058209858.203125,1.0
2021-06-02,52.07916550682539,52.79295369222408,51.9418969369173,52.60078048706055,18483600.0,972251786.2106324,1.0
2021-06-03,52.14321661748795,52.25302936493272,51.328765383077695,51.46603393554688,21831300.0,1123570426.6571045,1.0
2021-06-04,51.74972839979834,52.847866585465546,51.74057879005869,52.5001220703125,21493800.0,1128427123.7548828,1.0
2021-06-07,52.53672139033819,52.56417370725438,51.96019829890541,52.2438850402832,17364400.0,907183717.3934937,1.0
2021-06-08,52.57333178820064,52.74720229661877,51.79548232332117,52.161529541015625,33254500.0,1734605584.121704,1.0
2021-06-09,52.49097133876364,52.60078410771798,52.13407722149829,52.161529541015625,13904800.0,725295635.9619141,1.0
2021-06-10,52.29879000395805,53.10408817249312,52.09746371638207,52.5092658996582,26738100.0,1403998002.551651,1.0
2021-06-11,52.59162443665439,53.021725820643184,52.1157645410443,52.93936538696289,18119700.0,959245419.0021516,1.0
2021-06-14,53.094939577466114,53.25966045391958,52.371998340907496,53.25050735473633,21784500.0,1160035677.4692535,1.0
2021-06-15,53.26881243351843,53.46098563430737,52.89361564064659,53.06748962402344,20806500.0,1104148722.8622437,1.0
2021-06-16,53.21390303423351,53.41522582570014,51.951044201923054,52.36284637451172,21879700.0,1145683369.820404,1.0
2021-06-17,52.20727849870055,52.98512787311466,51.88698983863183,52.32624435424805,21498800.0,1124951462.123108,1.0
2021-06-18,51.86868741213955,51.93274514450077,50.42280490253589,50.94441986083984,55118300.0,2807969817.2157288,1.0
2021-06-21,51.01763246036371,51.28301649841829,50.66988797915028,51.12744522094727,19254600.0,984438506.7512512,1.0
2021-06-22,51.19150295552807,51.5026420195854,50.78885383946522,51.12744522094727,18682800.0,955203833.5739136,1.0
2021-06-23,51.12744185334773,51.21895539021026,50.54176918096552,50.56922149658203,20287900.0,1025943308.8005066,1.0
2021-06-24,50.77970220233321,51.33791908268561,50.64243363892313,51.31046676635742,21209700.0,1088279606.974411,1.0
2021-06-25,51.26471038626459,51.6216044526297,51.01762907319232,51.16404724121094,21101200.0,1079622793.6462402,1.0
2021-06-28,51.57585323530363,52.82955910965087,51.55755052659024,52.60078048706055,22480900.0,1182512886.0515594,1.0
2021-06-29,52.66483777510525,52.921072204033166,51.136598264798,51.93274688720703,26360000.0,1368947207.946777,1.0
2021-06-30,51.55754674566915,51.59415216041152,50.68818734540258,51.3745231628418,29891600.0,1535666696.574402,1.0
2021-07-01,51.36537425965049,51.83208108592609,51.12744255144368,51.255558013916016,24871600.0,1274807736.6989136,1.0
2021-07-02,51.74971373381938,52.15236626595298,51.53923786060595,51.94188690185547,17219400.0,894408127.31781,1.0
2021-07-06,52.08830899157893,52.1706694256635,50.97187181840226,51.32876586914063,26186600.0,1344125860.308838,1.0
2021-07-07,51.584993639984525,51.658204461775206,50.98101832374788,51.20979690551758,14857400.0,760844436.5440369,1.0
2021-07-08,50.6149793079184,50.9901760766358,50.13911939549168,50.68818664550781,19162000.0,971287032.5012208,1.0
2021-07-09,50.79800469098088,51.34707548909998,50.61498458249264,51.23726272583008,18708000.0,958546711.0748292,1.0
2021-07-12,51.48433148136928,51.94188865358184,51.34706642423602,51.91443634033203,15392800.0,799108535.6994629,1.0
2021-07-13,51.813781952657045,52.43606009120849,51.55755101003637,52.04256057739258,15716000.0,817900882.0343018,1.0
2021-07-14,52.31708942605422,52.58247344419685,51.54839666876018,51.722267150878906,16263600.0,841190264.0350342,1.0
2021-07-15,51.612454109932216,51.612454109932216,50.85290747416106,51.07253646850586,18917000.0,966139172.3747252,1.0
2021-07-16,51.292154613363984,52.09745615591685,50.23977528758619,50.3038330078125,25263800.0,1270865976.3427734,1.0
2021-07-19,49.79137423562416,50.15742139103147,49.38872515738363,50.00185012817383,27007700.0,1350434967.7066803,1.0
2021-07-20,50.258082566064544,50.84375873064862,49.663260284100375,50.55092239379883,19867000.0,1004295175.1976012,1.0
2021-07-21,50.4960167950173,51.502641316882375,50.34044551966889,51.45688629150391,18497200.0,951808317.111206,1.0
2021-07-22,51.30131043275593,51.74056489084767,50.95356601101843,51.20979690551758,36691000.0,1878938658.2603447,1.0
2021-07-23,49.94695461780724,50.06591699778306,47.87879374665417,48.50107192993164,67742300.0,3285574164.999008,1.0
2021-07-26,48.327191858332846,49.91033932317588,48.28143334644187,49.69986343383789,32881200.0,1634191149.5407104,1.0
2021-07-27,48.61088242982432,48.684093267207,47.86964190119149,48.66579055786133,39878000.0,1940694395.866394,1.0
2021-07-28,48.52851147156189,49.342962661161,48.44615104278872,48.56511688232422,28478800.0,1383076250.668335,1.0
2021-07-29,48.94031724094691,49.5076871862575,48.79389907793501,49.14164352416992,16886600.0,829835277.5352478,1.0
2021-07-30,49.09589252296488,49.32467113958469,48.72984534001933,49.159950256347656,16465700.0,809452992.9359436,1.0
2021-08-02,49.40703883375118,49.84629342323402,48.9952365652094,49.12335205078125,18098100.0,889039337.7502441,1.0
2021-08-03,49.3155171377088,49.56259845804355,48.738994056927694,49.47108840942383,16375900.0,810133596.6838837,1.0
2021-08-04,49.64496137601434,49.81883187342381,49.14164910171558,49.32467269897461,17612700.0,868740662.8452301,1.0
2021-08-05,49.72809455408135,49.75572526508348,49.350459611584206,49.635986328125,15310000.0,759926950.6835938,1.0
2021-08-06,49.60835856982376,49.857045524353474,49.4886196257384,49.66361999511719,19256000.0,956322666.6259766,1.0
2021-08-09,49.81098230368668,50.11493061723116,49.58071704565611,49.783348083496094,14670100.0,730326694.719696,1.0
2021-08-10,49.95836234632728,50.09651942181475,49.2859845607233,49.68204116821289,16215700.0,805629074.9713898,1.0
2021-08-11,49.97677161327256,50.068879827494456,49.58992765424791,49.86624526977539,18590800.0,927053392.5613405,1.0
2021-08-12,49.893879875474816,49.90309245440134,49.05571438519962,49.31361389160156,15070100.0,743161092.7078247,1.0
2021-08-13,49.276771931816405,49.33203686615766,48.87150628735564,49.26756286621094,15281100.0,752862554.914856,1.0
2021-08-16,49.02808926477741,49.26756715419624,48.81624560171908,49.2491455078125,17690300.0,871232158.7768555,1.0
2021-08-17,48.97282492025127,48.98203750033989,48.09781954460297,48.53071594238281,22014900.0,1068398858.3999634,1.0
2021-08-18,48.44781390737708,48.843870473339166,47.996495922442186,48.0701789855957,15061700.0,724018614.8273468,1.0
2021-08-19,47.94123226945256,48.51228920001898,47.50833591714439,48.30044555664063,22999400.0,1110881267.5354004,1.0
