recipe_id,factor_mode,full_total_return,full_cagr,full_annual_volatility,full_sharpe_log_excess,full_maximum_drawdown,full_annual_one_way_turnover,full_transaction_cost_paid,double_cost_full_sharpe,delay_two_full_sharpe,phase_sharpes,worst_timing_perturbation_sharpe,minimum_robustness_sharpe,fold_sharpes,minimum_fold_sharpe,fold_sharpe_25th_percentile,median_fold_sharpe,positive_fold_share,stable_selected_factor_share,selection_gate_passed,failure_reasons
s1_stable_all7_30_vol_target,fixed,1.2842900619444904,0.33049356341675873,0.24086991503241273,1.1182969096156454,-0.21173423941045466,1.5747380882810456,0.0053432148917308755,1.1103706993612468,1.0996852746402588,"{""0"": 1.1182969096156454, ""10"": 0.9569563725820477, ""20"": 1.1108297225253645}",0.9569563725820477,0.9569563725820477,"[1.6727420384389586, 0.3490828603332696, 0.8390760403250627, 0.9301098934888912, 2.4971049330453856, 0.739717709493503]",0.3490828603332696,0.7645572922013929,0.884592966906977,1.0,1.0,True,
s6_stable_all7_30_fixed75,fixed,1.2866186092800524,0.3309622417009235,0.24159011040453704,1.1163167018850466,-0.21101450208743056,1.492342732486026,0.0052225500580312355,1.1086030409788528,1.0964176212918466,"{""0"": 1.1163167018850466, ""10"": 0.9547338162241193, ""20"": 1.1263183525471887}",0.9547338162241193,0.9547338162241193,"[1.6727420384389586, 0.3490828603332696, 0.8377221363221202, 0.9301098934888912, 2.4971049330453856, 0.7399178984291458]",0.3490828603332696,0.7643689579023893,0.8839160149055056,1.0,1.0,True,
s5_stable_all7_20_vol_target,fixed,1.2727454423232913,0.3281652917081106,0.24399826882003922,1.0939648638311334,-0.22985486236339825,1.9125984673396008,0.00672331934191228,1.0844097184963293,1.0280352548028946,"{""0"": 1.0939648638311334, ""13"": 1.1199566550712106, ""7"": 0.9114582486100378}",0.9114582486100378,0.9114582486100378,"[1.0471949608815225, -0.46676620130987606, 0.7034151289872612, 1.2495301603125213, 3.011305355310606, 0.8684496928640476]",-0.46676620130987606,0.7446737699564578,0.957822326872785,0.8333333333333334,1.0,True,
s4_stable_dynamic7_30_vol_target,trailing_positive_rank_ic,1.3159860638498992,0.3368465515493797,0.24393290390947361,1.1210359794271632,-0.21122690828875956,1.6196261301903379,0.00554468256542353,1.1129426905412712,1.1235095037669938,"{""0"": 1.1210359794271632, ""10"": 0.8066851484699936, ""20"": 1.1010894260762831}",0.8066851484699936,0.8066851484699936,"[0.9838121271205513, -0.1786894113394182, 0.7468425412474652, 1.708211635491299, 2.5901742799053955, 0.9261784763344466]",-0.1786894113394182,0.7916765250192106,0.954995301727499,0.8333333333333334,1.0,True,
s0_v1_2_control,fixed,1.5327683592969223,0.37884193806001787,0.2588070376331185,1.1795075469775778,-0.23680756725260177,1.7803172670626166,0.006202673201869718,1.1710529235648863,1.1387530653717604,"{""0"": 1.1795075469775778, ""10"": 1.2976750690332577, ""20"": 1.2254372345873452}",1.1387530653717604,1.1387530653717604,"[1.4044828420233564, 0.23342129597377334, 0.7669366951393088, 1.221978724148694, 2.4279208952036258, 1.085916038031673]",0.23342129597377334,0.8466815308623998,1.1539473810901835,1.0,0.25,False,stable_selected_factor_share
s3_stable_trend_consistency30_vol_target,fixed,0.9878516758300722,0.2680754019456042,0.24247831431860914,0.9079972699314972,-0.23404889709547438,1.5467997081822702,0.0052303650459501,0.9003618627448906,0.8778773401233017,"{""0"": 0.9079972699314972, ""10"": 0.9708431286404137, ""20"": 1.143246697181271}",0.8778773401233017,0.8778773401233017,"[1.019479059474369, -0.6025013014722563, 0.6745260005558793, 1.2072266003025585, 3.1460811157896025, 0.11579778950586987]",-0.6025013014722563,0.2554798422683722,0.8470025300151242,0.8333333333333334,1.0,False,full_sharpe+fold_sharpe_25th_percentile
s2_stable_momentum4_30_vol_target,fixed,1.2284404444847499,0.31915750626251205,0.2559795247640252,1.0130997557661772,-0.2259931563119506,1.7054560165476325,0.0059159508533312005,1.0050472470034548,0.9738205907495486,"{""0"": 1.0130997557661772, ""10"": 0.5866068579264178, ""20"": 0.805302603343969}",0.5866068579264178,0.5866068579264178,"[1.4268586712474032, -0.33957733594206424, 0.7770913421326126, 1.5530671703677763, 2.7068396451674794, 0.2389000455428385]",-0.33957733594206424,0.373447869690282,1.1019750066900078,0.8333333333333334,1.0,False,timing_perturbation_sharpe
