candidate,window,candidate_total_return,cash_total_return,incremental_total_return,relative_return_method,positive_contribution_share
515180.SH,development,4.440453361733,4.336358263224,0.019506767232,candidate_terminal_wealth_divided_by_cash_terminal_wealth_minus_1,0.261491941338
515180.SH,fixed_validation,0.145043144385,0.114393651895,0.027503290635,candidate_terminal_wealth_divided_by_cash_terminal_wealth_minus_1,0.368686865214
515180.SH,retrospective_2025_plus,0.094483015422,0.065099156585,0.027587909215,candidate_terminal_wealth_divided_by_cash_terminal_wealth_minus_1,0.369821193447
511010.SH,development,4.364603628204,4.336358263224,0.005293003878,candidate_terminal_wealth_divided_by_cash_terminal_wealth_minus_1,0.315778794951
511010.SH,fixed_validation,0.125049454456,0.114393651895,0.009561973494,candidate_terminal_wealth_divided_by_cash_terminal_wealth_minus_1,0.570464057251
511010.SH,retrospective_2025_plus,0.067130053989,0.065099156585,0.001906768390,candidate_terminal_wealth_divided_by_cash_terminal_wealth_minus_1,0.113757147797
