date,close,high,low,open,volume,vwap
2020-04-29,4.338937759399414,4.338937759399414,4.338937759399414,4.338937759399414,366294,4.338937759399414
2020-04-30,4.772831439971924,4.772831439971924,4.772831439971924,4.772831439971924,125440,4.772831439971924
2020-05-06,5.251492023468018,5.251492023468018,5.251492023468018,5.251492023468018,94891,5.251492023468018
2020-05-07,5.77836275100708,5.77836275100708,5.77836275100708,5.77836275100708,83102,5.77836275100708
2020-05-08,6.356888294219971,6.356888294219971,6.356888294219971,6.356888294219971,115683,6.356888294219971
2020-05-11,6.993954658508301,6.993954658508301,6.993954658508301,6.993954658508301,207716,6.993954658508301
2020-05-12,7.693005561828613,7.693005561828613,7.693005561828613,7.693005561828613,199209,7.693005561828613
2020-05-13,8.460929870605469,8.460929870605469,8.460929870605469,8.460929870605469,312847,8.460929870605469
2020-05-14,9.30805492401123,9.30805492401123,9.30805492401123,9.30805492401123,181149,9.30805492401123
2020-05-15,10.23782730102539,10.23782730102539,10.23782730102539,10.23782730102539,375374,10.23782730102539
2020-05-18,11.260577201843262,11.260577201843262,11.260577201843262,11.260577201843262,211825,11.260577201843262
2020-05-19,12.38663387298584,12.38663387298584,12.38663387298584,12.38663387298584,232239,12.38663387298584
2020-05-20,13.626331329345703,13.626331329345703,13.626331329345703,13.626331329345703,345948,13.626331329345703
2020-05-21,14.989997863769531,14.989997863769531,14.989997863769531,14.989997863769531,203848,14.989997863769531
2020-05-22,16.487964630126953,16.487964630126953,16.487964630126953,16.487964630126953,787376,16.487964630126953
2020-05-25,18.137447357177734,18.137447357177734,18.137447357177734,18.137447357177734,604734,18.137447357177734
2020-05-26,19.952226638793945,19.952226638793945,19.952226638793945,19.952226638793945,491705,19.952226638793945
2020-05-27,21.946073532104492,21.946073532104492,21.946073532104492,21.946073532104492,527188,21.946073532104492
2020-05-28,24.139646530151367,24.139646530151367,24.139646530151367,24.139646530151367,454975,24.139646530151367
2020-05-29,26.553611755371094,26.553611755371094,26.553611755371094,26.553611755371094,772043,26.553611755371094
2020-06-01,29.208627700805664,29.208627700805664,29.208627700805664,29.208627700805664,321728,29.208627700805664
2020-06-02,32.12880325317383,32.12880325317383,32.12880325317383,32.12880325317383,916522,32.12880325317383
2020-06-03,35.34168243408203,35.34168243408203,35.34168243408203,35.34168243408203,763023,35.34168243408203
2020-06-04,38.87481689453125,38.87481689453125,38.87481689453125,38.87481689453125,837591,38.87481689453125
2020-06-05,42.76264190673828,42.76264190673828,42.76264190673828,42.76264190673828,11566357,42.76264190673828
2020-06-08,47.03960037231445,47.03960037231445,47.03960037231445,47.03960037231445,4122963,47.03960037231445
2020-06-09,49.93222427368164,51.69879025323905,44.93899960631198,49.59474938167892,101832642,48.85667137774423
2020-06-10,45.820560455322266,47.383954465586406,45.28335959775757,46.83297759970711,46034602,46.16262483955541
2020-06-11,48.10711669921875,49.45012081952583,46.729672555311296,47.34952204673606,42361436,48.095636691351956
2020-06-12,52.91782760620117,52.91782760620117,48.25519334760574,48.65809496827739,25704358,51.36361618666936
2020-06-15,58.21064376831055,58.21064376831055,53.37927031214974,56.130709004480394,39127621,56.600185949590276
2020-06-16,56.07905578613281,57.01227031488261,53.37582933495466,55.786347311799695,31562839,55.48905181199003
2020-06-17,56.802207946777344,58.541229371117126,54.82558209759673,56.40619434981626,25895673,56.723006471830395
2020-06-18,54.51221466064453,55.62794076343078,52.99014107762351,55.62794076343078,21128743,54.37676550056627
2020-06-19,54.95643997192383,55.60727988039041,53.806277591176325,54.291824054105895,17395904,54.78999914783018
2020-06-22,54.51221466064453,54.92544641229366,52.75597878280174,54.40890578939827,15228484,54.06454661857998
2020-06-23,51.78832244873047,54.39168575363413,50.84821996640476,54.329701179708024,20564189,52.34274272292313
2020-06-24,53.131324768066406,54.9047824040581,51.95706003795997,51.95706003795997,14995940,53.33105573669483
2020-06-29,57.38762283325195,58.127995614677936,52.342747325699065,54.023222627417226,20147333,55.95278859120965
2020-06-30,56.819427490234375,60.26303040075449,55.78634624374475,57.47026740618863,18971824,57.62293471157787
2020-07-01,58.217529296875,59.34358549010391,56.784988639227265,57.37384395250615,15841998,58.11536780873539
2020-07-02,56.867637634277344,58.36905097904628,55.958529248151216,58.196869522076625,14151304,57.06507262049161
2020-07-03,55.13206481933594,56.47506896171787,53.72018809529299,56.30288750756533,11554301,55.109107292115596
2020-07-06,56.74711608886719,57.439280340451965,54.061107677743756,54.908231512019725,14367949,56.082501369020974
2020-07-07,59.05776596069336,60.72102679316544,55.393776872739345,55.393776872739345,17589047,58.39085654219938
2020-07-08,59.57430648803711,60.245810397546876,57.46682349819517,59.22994732760595,12975614,59.09564679459305
2020-07-09,65.53173828125,65.53173828125,58.572221451109165,58.87181419237003,19560334,63.21189933786972
2020-07-10,69.56076049804688,70.53530312636035,64.4814445283439,64.87746190451512,17445651,68.19250271758371
2020-07-13,76.51683044433594,76.51683044433594,69.21638933935219,71.66823523096284,11611599,74.08335007600802
2020-07-14,80.28069305419922,82.30209305863677,76.51684046673192,79.89156741200678,18666460,79.69987552652263
2020-07-15,74.4231185913086,82.64299845961148,74.03743512221915,77.09535832238372,18275020,77.0345173910464
2020-07-16,68.87203216552734,73.67585709413999,67.83895097371065,72.96647104197909,17090921,70.12894674445933
2020-07-17,75.75923156738281,75.75923156738281,67.3465177816805,69.71915720488194,16825364,72.95499363881538
2020-07-20,69.22328186035156,76.86118674205863,68.18331635935682,75.06707246605892,18122359,71.42259498725566
2020-07-21,72.24331665039062,74.23027258911252,65.0599605849176,67.83205942629036,14371533,70.51118327480691
2020-07-22,74.485107421875,76.13803445333463,69.56763942327548,70.91408943876534,11022697,73.39692709949503
2020-07-23,78.94457244873047,80.80755942489633,72.66000140639414,72.966478432785,13707645,77.47071109334031
2020-07-24,72.31563568115234,82.29863573502736,72.14345422730737,77.82539740416009,14934485,75.58590854782902
2020-07-27,76.651123046875,76.90595307261071,70.86932103778035,72.65999308888024,11230302,74.80879905242203
2020-07-28,74.03398895263672,76.43073822757997,70.76601351731325,76.40662834540561,13037035,73.74358023250998
2020-07-29,76.10359954833984,77.99413851500337,72.33629762497142,72.33629762497142,11628753,75.47801189610487
2020-07-30,83.71395874023438,83.71395874023438,80.09128632007871,80.23592322202795,10554855,82.50640126684915
2020-07-31,90.46686553955078,92.08535635024754,80.92464506824956,87.46748836256168,20263496,87.82562231934929
2020-08-03,99.38578796386719,99.40989037944397,88.1355374931134,88.15619777313229,15486578,95.64373861214152
2020-08-04,89.64039611816406,102.20609536165786,89.44755438653827,98.35271033149645,19272360,93.7646819554534
2020-08-05,89.98131561279297,92.49515003504474,84.540426191125,86.95095173574951,9838489,89.00563061298756
2020-08-06,87.81184387207031,91.2554429572478,82.26075432169236,91.2554429572478,12445223,87.10934705033681
2020-08-07,91.35875701904297,93.61776131320003,85.40132339370093,86.43440467131344,12318424,90.12594724198131
2020-08-10,88.0184555053711,92.46070705537207,82.5086938971064,92.46070705537207,9727071,87.66261881928318
2020-08-11,85.98674011230469,88.99644360568897,85.57350461572739,86.4344044335914,5674115,86.85222944457367
2020-08-12,78.72073364257812,87.26086656898265,77.41216952428822,85.06385062721824,10348432,81.13125657861633
2020-08-13,74.03742980957031,79.89155400722741,71.69578461051027,78.72072767436173,10952096,75.208256142436
2020-08-14,71.62002563476562,74.88456658816442,70.24258893657114,73.34871697900552,8183107,72.24906038650039
2020-08-17,75.03607940673828,76.44795984569282,71.45473507378796,71.97127196283311,6324825,74.31292477540636
2020-08-18,75.25991821289062,77.58090336790849,74.08220748952338,74.89489501402895,5367540,75.64100969010751
2020-08-19,70.62828063964844,75.38045198904162,70.01876120831176,75.38045198904162,6555394,72.00916461233395
2020-08-20,72.14346313476562,72.48093434596576,69.5607634082242,69.5607634082242,4356786,71.39505362965185
2020-08-21,72.84940338134766,75.08085576890696,72.31564083637747,73.79638651165959,5136585,73.41529999554403
2020-08-24,70.94851684570312,74.20616566673854,69.56074644153507,73.63108266682988,6845332,71.57180965132558
2020-08-25,70.62139129638672,72.66000188230275,69.95332573185243,71.08971591206652,4133239,71.0782396368473
2020-08-26,68.28317260742188,72.36728504642284,68.2143000307099,70.93130227531786,5593945,69.62158589485153
2020-08-27,68.29006958007812,69.20950809632555,65.96907700696998,67.69087662341663,4350223,67.82288489445789
2020-08-28,75.11872863769531,75.11872863769531,68.88925442798427,69.5607546294719,8099398,73.0422372344583
2020-08-31,74.90867614746094,77.48104939461749,73.62421432525531,76.10360509841416,6327479,75.33797995577791
2020-09-01,76.03816986083984,77.65321851115723,74.56430851399702,74.89833755880309,4266268,76.08523229533137
2020-09-02,73.31083679199219,75.75923311490583,72.25020354118081,75.69036800165453,5343477,73.77342448269293
2020-09-03,73.17997741699219,74.55397944153631,70.9003128944041,72.64278024248833,3994877,72.8780899176442
2020-09-04,73.6448745727539,75.75924212106278,71.48917899157516,72.0263836855025,4751158,73.63109856179729
2020-09-07,67.88027954101562,73.96512467062456,67.49459604968403,73.69308393180133,6906366,69.78000008710808
2020-09-08,67.67021942138672,70.24603469173498,66.76455687366118,69.21295338152376,3702500,68.2269369955943
2020-09-09,60.90353775024414,66.11715234162848,60.90353775024414,66.11715234162848,6383649,62.64140928070558
2020-09-10,60.21481704711914,61.909068320380094,57.163785660988204,60.958635680909175,5855923,59.762557009495815
2020-09-11,61.57848358154297,62.22243546491898,59.574305751281,59.574305751281,3588803,61.125074932580986
2020-09-14,62.095027923583984,64.15774458266874,61.19969182359173,62.00204919114782,4394931,62.484154776614815
2020-09-15,63.08677673339844,63.65496799516951,61.15147161471309,61.5715913242261,2958396,62.63107211442701
2020-09-16,61.48550796508789,63.9132477922546,60.607390019091916,62.73209496816462,3066381,62.0020485921448
2020-09-17,63.017913818359375,63.63087533328505,60.263032870380485,60.903542672118895,3578504,62.30394067400831
2020-09-18,63.48624801635742,64.69839507665316,63.01791592487758,63.086788510879686,4211829,63.73418633929605
2020-09-21,62.09846496582031,63.87880687913453,61.29266179525486,63.493123437952285,2782156,62.42331121340323
2020-09-22,63.913246154785156,66.76455153775584,61.640469693965265,61.640469693965265,6890082,64.10608912883542
2020-09-23,69.21983337402344,70.23568889889896,63.53789086537514,63.98211299071651,7257356,67.66447104609918
2020-09-24,65.44564819335938,68.49323753822382,65.29068488429766,67.83895547774632,4959494,66.40985687196029
2020-09-25,64.80858612060547,66.77488196036042,64.00966713562353,65.76246095238203,2970088,65.19771173886313
2020-09-28,61.812644958496094,65.77278826298763,60.60738606292754,65.77278826298763,3192634,62.73093976147042
2020-09-29,63.76517868041992,63.806499244175505,59.91867024842967,61.92284825733824,3552843,62.4967827243417
2020-09-30,63.568878173828125,64.39534906319925,62.77340890281373,63.76516949005642,2421071,63.5792120466137
2020-10-09,65.97251892089844,66.25490098611772,63.30028664195928,64.51243362759519,3174130,65.1759021829918
2020-10-12,68.4863510131836,69.50909836599688,65.8072270824642,66.41674642471537,5005193,67.93422548721489
2020-10-13,69.14064025878906,70.86933173206147,67.88028088186242,69.49188746438027,3956854,69.29675095757098
2020-10-14,66.18602752685547,70.13927932077787,65.50075132076614,68.63786601832136,4467038,67.27535272279982
2020-10-15,65.29067993164062,67.10546187120585,64.76725880296615,66.14125326574545,2058102,65.72113353527088
2020-10-16,65.62815856933594,66.73699659938313,64.28515079215336,65.42842511050449,2084061,65.55010198695747
2020-10-19,62.54269790649414,65.76935308862465,61.99172096639315,65.42843230360101,3517276,63.43459065383732
2020-10-20,63.01103210449219,63.52412690054689,61.364985500585675,62.08814392545385,2090578,62.633381501874915
2020-10-21,64.18528747558594,65.42498645377373,63.19697640205226,63.38293386211554,2634977,64.26908344380398
2020-10-22,62.3326301574707,63.63775202307926,61.62324785654939,63.63775202307926,2255419,62.53121001236645
2020-10-23,59.460670471191406,62.67354955165736,58.15554474482763,62.33263624301421,3952809,60.09658825589213
2020-10-26,60.0047607421875,60.36634180697754,57.886947457954754,58.55156341132745,1848749,59.41935000237326
2020-10-27,59.91866683959961,60.33190232033472,58.895919478120646,59.91866683959961,2066290,59.71549621268499
2020-10-28,65.91053009033203,65.91053009033203,62.32918240614688,62.32918240614688,6096533,64.71674752893698
2020-10-29,67.20533752441406,69.21639612093232,65.43188337531282,66.15159592281223,6538063,67.2845390068864
2020-10-30,66.2893295288086,67.4360459344048,64.9773159596402,67.20532579914506,4111876,66.23423047428453
2020-11-02,65.60060119628906,67.1571108472117,63.67562627726481,66.80242158664124,2722354,65.47777944025519
2020-11-03,67.15023040771484,67.15023040771484,64.73970521905936,66.77143124568661,2803959,66.34672201149635
2020-11-04,67.15023040771484,68.52766697265697,65.63848336168456,67.15023040771484,3179061,67.10546024735213
2020-11-05,68.0111312866211,68.69984958083035,66.11715037754217,67.907822422489,4039411,67.60937708166453
2020-11-06,67.00904083251953,67.8389539310158,65.77279145731212,67.8389539310158,2075484,66.87359540694915
2020-11-09,71.4547348022461,71.71300697912308,66.11026287543247,66.78521267100332,5823900,69.75933488560055
2020-11-10,68.3554916381836,75.03607973461129,68.18331765219743,71.50638982180956,5767691,70.52496300833077
2020-11-11,65.53173828125,67.69087577976468,63.82027256010138,67.69087577976468,4419602,65.68096220703869
2020-11-12,65.33201599121094,66.6612479226659,64.91189620907589,65.42843313027733,1564918,65.63505337431758
2020-11-13,64.94632720947266,66.04828101380532,64.17840242874452,64.7431516067969,1384090,65.05767021734083
2020-11-16,64.93254852294922,65.7727879841079,64.23005421498657,65.7727879841079,1235636,64.97846357401455
2020-11-17,62.002044677734375,64.9325489373333,61.158363075695895,64.5675257723686,2952835,62.697652230254526
2020-11-18,62.976593017578125,63.35882689566606,62.00893844691039,62.00893844691039,1424080,62.7814527867182
2020-11-19,63.083343505859375,63.36227597314747,61.29611342039892,62.680441882740126,1309337,62.58057763313525
2020-11-20,62.821624755859375,63.86159023054244,62.287866009580576,62.51858615926149,1247666,62.99036033199413
2020-11-23,62.019264221191406,63.70662746333646,61.915955353304376,63.568882306153746,2343342,62.547282345944076
2020-11-24,60.68314743041992,61.56126533047391,60.64182313708334,61.2961088926803,2414804,60.96207863265906
2020-11-25,58.92002487182617,60.951747292692026,58.541229419348525,60.68314871366364,3658995,59.471000527955574
2020-11-26,59.34358596801758,60.26991243983542,58.5791070685983,58.9200240913128,1537604,59.3975351588171
2020-11-27,59.295372009277344,60.19415390459699,58.53089313126742,59.22994530170096,1152499,59.340139681713914
2020-11-30,58.369049072265625,59.35391801395223,58.127995040382785,58.54467265930305,3610735,58.61698737553355
2020-12-01,58.88214111328125,59.574305289153486,58.1968649418129,58.47579738681653,2566175,58.88443711474921
2020-12-02,59.21617126464844,59.80847245472011,58.7753912410307,59.037105546721165,2084891,59.26667832013308
2020-12-03,63.52756118774414,64.01655350477961,58.88558751147943,59.188622374617076,6588131,62.14323406800106
2020-12-04,62.26375961303711,63.24862851472665,60.99307026038984,62.28786576191358,4232130,62.16848612938454
2020-12-07,64.80858612060547,65.36645106241691,60.14594803987663,60.60739211108709,4875044,63.44032840763301
2020-12-08,62.81129455566406,65.42843027326008,62.66666512004377,64.0268836820376,3797696,63.635463316322635
2020-12-09,64.08199310302734,65.14951074766986,61.65769518487159,63.15910490615203,4093733,63.62973301185627
2020-12-10,65.64193725585938,66.53038158367119,63.54133851696724,63.71696210114767,4602243,65.23788578549927
2020-12-11,66.57170867919922,68.52767049392445,64.93943454319529,65.08407143794997,6935986,66.67960457210631
2020-12-14,69.81558227539062,70.93819635281866,66.2480065773852,66.57170919194282,5044356,69.0005950685315
2020-12-15,69.33003997802734,73.00091749565553,68.1833233541045,69.9051230913283,5254934,70.1714269425958
2020-12-16,69.90512084960938,71.60626024956868,69.49188534192453,69.49188534192453,3540938,70.3344221470342
2020-12-17,69.97399139404297,71.51672529774382,69.38857444189134,70.13928111229434,4699124,70.29309704455937
2020-12-18,68.87203216552734,70.58349778974457,68.56210556798091,69.5951867597976,3450827,69.33921184108426
2020-12-21,70.0945053100586,70.52495891673026,67.53591595201927,69.1612908508001,3559849,69.38512672626938
2020-12-22,66.94361114501953,70.24258052760459,66.80930813368802,68.87202826497229,3804218,67.99849993543738
2020-12-23,68.25218200683594,68.51733845430893,65.18738205032679,66.94361791454513,3596363,67.31896750382388
2020-12-24,69.26805114746094,69.83624998451792,66.63713925710408,67.83895991487456,2849105,68.58048012969431
2020-12-25,70.2253646850586,71.79564298179785,67.52902276411714,68.69984908244906,3337627,69.85001014365787
2020-12-28,70.69713592529297,71.53737533947934,69.76392152456545,69.99464165660218,2309898,70.66614426311259
2020-12-29,67.42572021484375,70.58694485036996,67.3499633612707,69.90856037063617,2471045,68.4542094754948
2020-12-30,66.75421905517578,68.25907449791666,66.60269788351742,66.93672691497203,2408367,67.20533047886995
2020-12-31,69.3989028930664,70.07728732538594,66.14469601923169,66.14469601923169,3458711,68.54029541256135
2021-01-04,76.10359954833984,76.33776185094823,70.24947478308168,70.5490675329895,6427796,74.2302787274566
2021-01-05,80.23592376708984,81.5995844708813,75.09806944403533,76.36187087676127,8186542,78.97785922733549
2021-01-06,88.25951385498047,88.25951385498047,80.42531721816962,80.92464344835741,8620473,85.64811497604353
2021-01-07,84.71260070800781,87.09901617218023,81.04860785527075,87.09901617218023,8277651,84.28674157848626
2021-01-08,87.2608642578125,90.49441097465683,85.52184655017597,85.52184655017597,5173443,87.7590405942151
2021-01-11,87.98402404785156,91.25544938244498,83.47634927250492,87.12312421594217,5715318,87.57194090093382
2021-01-12,96.78242492675781,96.78242492675781,88.15620139722377,88.15620139722377,8197322,93.90701708357979
2021-01-13,99.10685729980469,101.17301227227748,92.98068469707417,97.10956743974319,7956392,97.75351808971878
2021-01-14,89.53365325927734,99.86445911739887,89.53365325927734,99.86101698140284,6916086,92.97725521198451
2021-01-15,84.72637939453125,89.26159857379159,82.3709505433384,88.84492841503256,6741724,85.45297617055375
2021-01-18,93.1976318359375,93.1976318359375,84.72637221526045,84.72637221526045,6210295,90.37387862904514
2021-01-19,94.55097198486328,97.45392435754667,92.28508351175941,94.41666896026516,5671873,94.76332661805645
2021-01-20,99.92643737792969,100.82866525249175,89.55431122307856,94.70249213884772,7294609,96.76980461783334
2021-01-21,106.300537109375,106.40728811077159,99.98841468483586,101.22466400638802,6736955,104.23207996832748
2021-01-22,108.47344970703125,109.54096717991588,101.96848560677951,104.65105156433879,5475658,106.66096749790889
2021-01-25,107.82950592041016,110.935634085417,103.30805510815324,108.47346159689701,5776595,107.35773170466014
2021-01-26,105.06428527832031,107.49547094312602,101.62412825593351,104.71303810446307,3238632,104.72796149245994
2021-01-27,110.39842224121094,112.25452482722761,104.34112961981178,104.85767396842748,4930125,108.99802556275012
2021-01-28,108.06021881103516,112.19942799492931,105.92174163943335,106.75165473093857,3911302,108.72712948179928
2021-01-29,111.57269287109375,117.72985234267122,108.81781202654032,108.81781202654032,6547217,112.70678574676843
2021-02-01,114.32068634033203,116.73121168053903,108.20140546117501,111.91705273805243,4690789,113.08443449401535
2021-02-02,110.43975067138672,115.50873224423897,109.84400733381628,114.67193487643648,4881220,111.93083008314733
2021-02-03,109.57195281982422,111.9170476089401,105.39830756225167,109.85088525964592,4945824,108.96243599700533
2021-02-04,106.1662368774414,110.53960831399556,104.51330991349498,108.12909044712966,3973002,107.07305170164398
2021-02-05,106.75164794921875,113.60440945614909,106.06292219642478,107.55400150454979,4951653,108.80632653393087
2021-02-08,108.47344970703125,111.91704867762319,103.35281394602512,106.08703433614356,4331378,107.91443744355985
2021-02-09,109.54785919189453,111.9101723145178,108.81781281347304,110.2572378224948,3370091,110.09194810662846
2021-02-10,116.23189544677734,118.45990565634862,107.78473709157878,109.56852510027392,5664239,114.15884606490158
2021-02-18,105.78744506835938,118.70094909642897,105.02984669941968,118.45645293433275,7586426,109.83941362140267
2021-02-19,104.60973358154297,108.12909720444097,100.17437355999286,105.02985335335666,4388835,104.30440144865894
2021-02-22,94.1515121459961,105.3742109285164,94.14807001033711,104.64416456860017,6980273,97.89126436161654
2021-02-23,90.55294799804688,95.73212259913034,86.50671387428115,91.21756390115647,5664418,90.93059482381945
2021-02-24,85.96607208251953,91.25544759468677,84.38890188909146,91.25544759468677,5229189,87.20347385543259
2021-02-25,87.46747589111328,91.32086809084254,86.55492173860115,86.55492173860115,4478372,88.44775524018566
2021-02-26,85.9488525390625,88.84492816097581,83.7621704790834,85.74568439721939,4759514,86.18531705970724
2021-03-01,85.4426498413086,88.0391329574227,83.39715489343199,87.12657863712835,5075192,85.62631256405443
