date,volume,session_status,secondary_status,secondary_open_return_difference,open_research_eligible
2020-04-15,14238400.000000000000,traded,common,0.000000039987,True
2020-04-16,13236800.000000000000,traded,common,0.000000003382,True
2020-04-17,13480400.000000000000,traded,common,0.000000041169,True
2020-04-20,12392200.000000000000,traded,common,0.000000022368,True
2020-04-21,10748500.000000000000,traded,common,0.000000013616,True
2020-04-22,14472300.000000000000,traded,common,0.001057050349,True
2020-04-23,10533700.000000000000,traded,common,0.001075148903,True
2020-04-24,21887700.000000000000,traded,common,0.000000008538,True
2020-04-27,12758600.000000000000,traded,common,0.000000032238,True
2020-04-28,13016800.000000000000,traded,common,0.000000024185,True
2020-04-29,10813500.000000000000,traded,common,0.000000017075,True
2020-04-30,24024700.000000000000,traded,common,0.000000017367,True
2020-05-06,14834200.000000000000,traded,common,0.000000008538,True
2020-05-07,11797900.000000000000,traded,common,0.000000008466,True
2020-05-08,12039000.000000000000,traded,common,0.000000040415,True
