date,primary_open_return,primary_volume,secondary_open_return,secondary_volume,absolute_return_difference
2020-02-06,0.007494613884,31864000.000000000000,0.007494646681,31864000.000000000000,0.000000032797
2020-02-07,0.006376240233,23798900.000000000000,0.006376195537,23798900.000000000000,0.000000044696
2020-02-10,0.004223810337,36259512.000000000000,0.004223864836,36259512.000000000000,0.000000054500
2020-02-11,0.018927452308,25692100.000000000000,0.018927444795,25692100.000000000000,0.000000007513
2020-02-12,0.004127975419,19272100.000000000000,0.004127966976,19272100.000000000000,0.000000008443
2020-02-13,0.005138741298,23720200.000000000000,0.005138746146,23720200.000000000000,0.000000004848
2020-02-14,-0.004089987901,21870000.000000000000,-0.004089979550,21870000.000000000000,0.000000008350
2020-02-17,0.010266992097,31545600.000000000000,0.010266940452,31545600.000000000000,0.000000051646
2020-02-18,0.019308936256,41626000.000000000000,0.019308943089,41626000.000000000000,0.000000006833
2020-02-19,0.000000000000,22003300.000000000000,0.000000000000,22003300.000000000000,0.000000000000
2020-02-20,-0.002991047775,46154810.000000000000,-0.002991026919,46154810.000000000000,0.000000020856
2020-02-21,0.009999990463,47750600.000000000000,0.010000000000,47750600.000000000000,0.000000009537
2020-02-24,0.004950490375,33656400.000000000000,0.004950495050,33656400.000000000000,0.000000004674
2020-02-25,-0.014778311238,39614429.000000000000,-0.014778325123,39614429.000000000000,0.000000013885
2020-02-26,-0.009999990463,36316390.000000000000,-0.010000000000,36316390.000000000000,0.000000009537
2020-02-27,0.010101000371,23315000.000000000000,0.010101010101,23315000.000000000000,0.000000009730
2020-02-28,-0.004000008106,43607790.000000000000,-0.004000000000,43607790.000000000000,0.000000008106
2020-03-02,-0.023092371581,33401000.000000000000,-0.023092369478,33401000.000000000000,0.000000002103
2020-03-03,0.048304204958,30273300.000000000000,0.048304213772,30273300.000000000000,0.000000008814
2020-03-04,-0.010784350391,30341700.000000000000,-0.010784313725,30341700.000000000000,0.000000036666
2020-03-05,0.018830579252,40688600.000000000000,0.018830525273,40688600.000000000000,0.000000053979
2020-03-06,0.000000000000,23947700.000000000000,0.001945525292,23947700.000000000000,0.001945525292
2020-03-09,-0.017509734169,39224700.000000000000,-0.019417475728,39224700.000000000000,0.001907741559
2020-03-10,-0.018811875228,31431300.000000000000,-0.018811881188,31431300.000000000000,0.000000005960
2020-03-11,0.019172546786,21987100.000000000000,0.019172552977,21987100.000000000000,0.000000006191
2020-03-12,-0.011881153294,28045700.000000000000,-0.011881188119,28045700.000000000000,0.000000034824
2020-03-13,-0.032064132685,36707200.000000000000,-0.032064128257,36707200.000000000000,0.000000004428
2020-03-16,0.007246345066,36061700.000000000000,0.007246376812,36061700.000000000000,0.000000031746
2020-03-17,-0.029804711781,31014900.000000000000,-0.029804727646,31014900.000000000000,0.000000015866
2020-03-18,-0.003177988308,21579800.000000000000,-0.003177966102,21579800.000000000000,0.000000022206
2020-03-19,-0.017003159490,45224400.000000000000,-0.017003188098,45224400.000000000000,0.000000028608
2020-03-20,0.000000000000,17385700.000000000000,0.000000000000,17385700.000000000000,0.000000000000
2020-03-23,-0.008648666064,27381300.000000000000,-0.008648648649,27381300.000000000000,0.000000017416
2020-03-24,-0.002180997012,15887200.000000000000,-0.002181025082,15887200.000000000000,0.000000028070
2020-03-25,0.018579190762,15057100.000000000000,0.018579234973,15057100.000000000000,0.000000044211
2020-03-26,0.009656656135,9995200.000000000000,0.009656652361,9995200.000000000000,0.000000003774
2020-03-27,-0.003188056775,14850400.000000000000,-0.003188097768,14850400.000000000000,0.000000040994
2020-03-30,-0.004264400860,15208100.000000000000,-0.004264392324,15208100.000000000000,0.000000008536
2020-03-31,0.000000000000,13941900.000000000000,-0.001070663812,13941900.000000000000,0.001070663812
2020-04-01,-0.010706627730,29179100.000000000000,-0.009646302251,29179100.000000000000,0.001060325479
2020-04-02,-0.006493551732,19263800.000000000000,-0.006493506494,19263800.000000000000,0.000000045239
2020-04-03,0.016339918932,12039800.000000000000,0.016339869281,12039800.000000000000,0.000000049651
2020-04-07,0.006430849063,16393600.000000000000,0.006430868167,16393600.000000000000,0.000000019104
2020-04-08,0.002129898007,10106700.000000000000,0.002129925453,10106700.000000000000,0.000000027446
2020-04-09,0.003188120116,18017400.000000000000,0.003188097768,18017400.000000000000,0.000000022348
2020-04-10,0.003177988308,17565400.000000000000,0.003177966102,17565400.000000000000,0.000000022206
2020-04-13,-0.016895493109,9817500.000000000000,-0.016895459345,9817500.000000000000,0.000000033763
2020-04-14,0.006444664225,12276100.000000000000,0.006444683136,12276100.000000000000,0.000000018911
2020-04-15,0.011739634437,14238400.000000000000,0.011739594450,14238400.000000000000,0.000000039987
2020-04-16,-0.009493674269,13236800.000000000000,-0.009493670886,13236800.000000000000,0.000000003382
2020-04-17,0.003194847010,13480400.000000000000,0.003194888179,13480400.000000000000,0.000000041169
2020-04-20,0.003184735744,12392200.000000000000,0.003184713376,12392200.000000000000,0.000000022368
2020-04-21,0.001058187442,10748500.000000000000,0.001058201058,10748500.000000000000,0.000000013616
2020-04-22,-0.007399545064,14472300.000000000000,-0.006342494715,14472300.000000000000,0.001057050349
2020-04-23,0.010649616988,10533700.000000000000,0.009574468085,10533700.000000000000,0.001075148903
2020-04-24,-0.004214971657,21887700.000000000000,-0.004214963119,21887700.000000000000,0.000000008538
2020-04-27,-0.007407375170,12758600.000000000000,-0.007407407407,12758600.000000000000,0.000000032238
2020-04-28,0.011727054706,13016800.000000000000,0.011727078891,13016800.000000000000,0.000000024185
2020-04-29,-0.008429943313,10813500.000000000000,-0.008429926238,10813500.000000000000,0.000000017075
2020-04-30,0.008501611416,24024700.000000000000,0.008501594049,24024700.000000000000,0.000000017367
2020-05-06,0.004214971657,14834200.000000000000,0.004214963119,14834200.000000000000,0.000000008538
2020-05-07,0.004197280239,11797900.000000000000,0.004197271773,11797900.000000000000,0.000000008466
2020-05-08,0.003134755823,12039000.000000000000,0.003134796238,12039000.000000000000,0.000000040415
2020-05-11,0.007291697129,13041100.000000000000,0.007291666667,13041100.000000000000,0.000000030462
2020-05-12,0.002068225683,9591500.000000000000,0.002068252327,9591500.000000000000,0.000000026644
2020-05-13,-0.004127975419,9455300.000000000000,-0.004127966976,9455300.000000000000,0.000000008443
2020-05-14,0.002072574000,17827100.000000000000,0.002072538860,17827100.000000000000,0.000000035140
2020-05-15,-0.008273026008,11988900.000000000000,-0.008273009307,11988900.000000000000,0.000000016700
2020-05-18,-0.005213759412,8109200.000000000000,-0.005213764338,8109200.000000000000,0.000000004926
2020-05-19,0.006289289708,11439871.000000000000,0.006289308176,11439871.000000000000,0.000000018469
2020-05-20,0.000000000000,12125700.000000000000,0.000000000000,12125700.000000000000,0.000000000000
2020-05-21,-0.004166675204,9627500.000000000000,-0.004166666667,9627500.000000000000,0.000000008537
2020-05-22,-0.006276132367,17755600.000000000000,-0.006276150628,17755600.000000000000,0.000000018261
2020-05-25,-0.015789458824,11488500.000000000000,-0.015789473684,11488500.000000000000,0.000000014860
2020-05-26,0.005347588469,11456300.000000000000,0.005347593583,11456300.000000000000,0.000000005113
2020-05-27,0.003191511690,14500300.000000000000,0.003191489362,14500300.000000000000,0.000000022328
2020-05-28,0.006362653487,11237300.000000000000,0.006362672322,11237300.000000000000,0.000000018835
2020-05-29,0.000000000000,9349700.000000000000,0.000000000000,9520500.000000000000,0.000000000000
2020-06-01,0.002107454424,17058000.000000000000,-0.001053740780,17058000.000000000000,0.003161195204
2020-06-02,0.013669833631,12613600.000000000000,0.016877637131,12613600.000000000000,0.003207803500
2020-06-03,0.003112055002,15495900.000000000000,0.003112033195,15495900.000000000000,0.000000021807
2020-06-04,0.003102400163,16354300.000000000000,0.003102378490,16354300.000000000000,0.000000021672
2020-06-05,-0.002061890512,20330300.000000000000,-0.002061855670,20330300.000000000000,0.000000034842
2020-06-08,0.000000000000,18639500.000000000000,0.000000000000,18639500.000000000000,0.000000000000
2020-06-09,0.001033044557,14295000.000000000000,0.001033057851,14295000.000000000000,0.000000013295
2020-06-10,0.003095996942,12159300.000000000000,0.003095975232,12159300.000000000000,0.000000021710
2020-06-11,-0.001028793336,10093500.000000000000,-0.001028806584,10093500.000000000000,0.000000013249
2020-06-12,-0.011328565412,11160200.000000000000,-0.011328527291,11160200.000000000000,0.000000038121
2020-06-15,0.002083368646,8676600.000000000000,0.002083333333,8676600.000000000000,0.000000035313
2020-06-16,-0.004158012531,13256400.000000000000,-0.004158004158,13256400.000000000000,0.000000008373
2020-06-17,0.012526121362,13081000.000000000000,0.012526096033,13081000.000000000000,0.000000025329
2020-06-18,0.001030914532,18095500.000000000000,0.001030927835,18095500.000000000000,0.000000013303
2020-06-19,0.007209031276,10298900.000000000000,0.007209062822,10298900.000000000000,0.000000031546
2020-06-22,0.004089987901,11185600.000000000000,0.004089979550,11185600.000000000000,0.000000008350
2020-06-23,-0.003055011203,9492000.000000000000,-0.003054989817,9492000.000000000000,0.000000021386
2020-06-24,-0.001021437338,9292100.000000000000,-0.001021450460,9292100.000000000000,0.000000013122
2020-06-29,0.003067506162,8018300.000000000000,0.003067484663,8018300.000000000000,0.000000021499
2020-06-30,-0.003058125343,11276100.000000000000,-0.003058103976,11276100.000000000000,0.000000021368
2020-07-01,0.006135012323,33109400.000000000000,0.006134969325,33109400.000000000000,0.000000042998
2020-07-02,0.018292628632,38921800.000000000000,0.018292682927,38921800.000000000000,0.000000054295
2020-07-03,0.024950076647,32323700.000000000000,0.024950099800,32323700.000000000000,0.000000023153
2020-07-06,0.012658239603,50684000.000000000000,0.012658227848,50684000.000000000000,0.000000011754
2020-07-07,0.084615444573,33458000.000000000000,0.084615384615,33458000.000000000000,0.000000059957
2020-07-08,-0.037234090897,25215600.000000000000,-0.037234042553,25215600.000000000000,0.000000048344
2020-07-09,0.013812141960,37148600.000000000000,0.013812154696,37148600.000000000000,0.000000012736
2020-07-10,0.011807458691,16795000.000000000000,0.011807447775,16795000.000000000000,0.000000010916
2020-07-13,-0.018850905878,21741200.000000000000,-0.018850987433,21741200.000000000000,0.000000081554
2020-07-14,0.028362211682,21364200.000000000000,0.028362305581,21364200.000000000000,0.000000093899
2020-07-15,-0.006227731115,10669400.000000000000,-0.006227758007,10669400.000000000000,0.000000026892
2020-07-16,-0.015219301873,28480900.000000000000,-0.015219337511,28480900.000000000000,0.000000035638
2020-07-17,-0.029090967415,14936500.000000000000,-0.029090909091,14936500.000000000000,0.000000058324
2020-07-20,0.007490652172,18895300.000000000000,0.007490636704,18895300.000000000000,0.000000015468
2020-07-21,0.052044605547,25934600.000000000000,0.052044609665,25934600.000000000000,0.000000004119
2020-07-22,-0.013250871112,22298600.000000000000,-0.013250883392,22298600.000000000000,0.000000012280
2020-07-23,-0.002685784265,22292100.000000000000,-0.002685765443,22292100.000000000000,0.000000018822
2020-07-24,-0.006283635293,25935700.000000000000,-0.006283662478,25935700.000000000000,0.000000027185
2020-07-27,-0.028906906805,12101700.000000000000,-0.028906955736,12101700.000000000000,0.000000048931
2020-07-28,-0.008372151203,11173300.000000000000,-0.008372093023,11173300.000000000000,0.000000058180
2020-07-29,0.008442835902,9280300.000000000000,0.008442776735,9280300.000000000000,0.000000059166
2020-07-30,0.015813915527,10335100.000000000000,0.015813953488,10335100.000000000000,0.000000037961
2020-07-31,0.000915793702,10546800.000000000000,0.000915750916,10546800.000000000000,0.000000042787
2020-08-03,0.008234165861,14623800.000000000000,0.008234217749,14623800.000000000000,0.000000051889
2020-08-04,0.020871145143,14327100.000000000000,0.020871143376,14327100.000000000000,0.000000001767
2020-08-05,0.002666685316,8016800.000000000000,0.002666666667,8016800.000000000000,0.000000018650
2020-08-06,0.000000000000,11068900.000000000000,0.000000000000,11068900.000000000000,0.000000000000
2020-08-07,0.000000000000,9272100.000000000000,0.000000000000,9272100.000000000000,0.000000000000
2020-08-10,-0.007978779056,13655900.000000000000,-0.007978723404,13655900.000000000000,0.000000055652
2020-08-11,0.015192207143,10745200.000000000000,0.015192135836,10745200.000000000000,0.000000071307
2020-08-12,-0.008802808218,16188900.000000000000,-0.008802816901,16188900.000000000000,0.000000008683
2020-08-13,-0.007104809841,24449600.000000000000,-0.007104795737,24449600.000000000000,0.000000014103
2020-08-14,0.006261153212,8187100.000000000000,0.006261180680,8187100.000000000000,0.000000027467
2020-08-17,0.007999949985,10970000.000000000000,0.008000000000,10970000.000000000000,0.000000050015
2020-08-18,0.017636773482,10803400.000000000000,0.017636684303,10803400.000000000000,0.000000089178
2020-08-19,0.010398582546,40772200.000000000000,0.010398613518,40772200.000000000000,0.000000030972
2020-08-20,-0.012864481633,18363300.000000000000,-0.012864493997,18363300.000000000000,0.000000012363
2020-08-21,-0.007819342106,18765200.000000000000,-0.007819287576,18765200.000000000000,0.000000054530
2020-08-24,0.000000000000,4917800.000000000000,0.000000000000,4917800.000000000000,0.000000000000
2020-08-25,0.005253977384,7305300.000000000000,0.005253940455,7305300.000000000000,0.000000036928
2020-08-26,0.000871120844,8632400.000000000000,0.000871080139,8632400.000000000000,0.000000040704
2020-08-27,-0.014795542590,14526300.000000000000,-0.014795474326,14526300.000000000000,0.000000068264
2020-08-28,0.000000000000,15148400.000000000000,0.000000000000,15148400.000000000000,0.000000000000
2020-08-31,0.032685566324,10589200.000000000000,0.032685512367,10589200.000000000000,0.000000053957
2020-09-01,-0.014542411228,9644000.000000000000,-0.014542343884,9644000.000000000000,0.000000067344
2020-09-02,0.004340273825,8411400.000000000000,0.001736111111,8411400.000000000000,0.002604162714
2020-09-03,-0.002592827928,6115700.000000000000,0.000000000000,6115700.000000000000,0.002592827928
2020-09-04,-0.020797268393,8457300.000000000000,-0.020797227036,8457300.000000000000,0.000000041356
2020-09-07,0.013274323680,9436600.000000000000,0.013274336283,9436600.000000000000,0.000000012603
2020-09-08,-0.006986913839,8073400.000000000000,-0.006986899563,8073400.000000000000,0.000000014276
2020-09-09,0.001759097205,19358800.000000000000,0.001759014952,19358800.000000000000,0.000000082253
2020-09-10,-0.007901722988,6992100.000000000000,-0.007901668130,6992100.000000000000,0.000000054858
2020-09-11,-0.010619437845,5930100.000000000000,-0.010619469027,5930100.000000000000,0.000000031182
2020-09-14,0.005366657056,16429200.000000000000,0.005366726297,16429200.000000000000,0.000000069241
2020-09-15,0.003558779250,16243600.000000000000,0.003558718861,16243600.000000000000,0.000000060389
2020-09-16,0.002659593019,14274900.000000000000,0.002659574468,14274900.000000000000,0.000000018551
2020-09-17,0.000884109181,15861800.000000000000,0.000884173298,15861800.000000000000,0.000000064117
2020-09-18,0.004416957037,15022900.000000000000,0.004416961131,15022900.000000000000,0.000000004093
2020-09-21,0.017590133287,10277700.000000000000,0.017590149516,10277700.000000000000,0.000000016229
2020-09-22,-0.006914345185,12041200.000000000000,-0.006914433881,12041200.000000000000,0.000000088696
2020-09-23,-0.013925179937,9599300.000000000000,-0.013925152306,9599300.000000000000,0.000000027631
2020-09-24,-0.000882653765,15004900.000000000000,-0.000882612533,15004900.000000000000,0.000000041232
2020-09-25,-0.015017632866,17640800.000000000000,-0.015017667845,17640800.000000000000,0.000000034979
2020-09-28,-0.005381203507,12997700.000000000000,-0.005381165919,12997700.000000000000,0.000000037588
2020-09-29,0.000901755419,21557200.000000000000,0.000901713255,21557200.000000000000,0.000000042163
2020-09-30,0.008108057313,13944610.000000000000,0.008108108108,13944610.000000000000,0.000000050795
2020-10-09,0.000893696843,14333200.000000000000,0.000893655049,14333200.000000000000,0.000000041794
2020-10-12,0.004464281438,14308400.000000000000,0.004464285714,14308400.000000000000,0.000000004276
2020-10-13,0.032888836331,14227700.000000000000,0.032888888889,14227700.000000000000,0.000000052558
2020-10-14,0.000000000000,16207600.000000000000,0.000000000000,16207600.000000000000,0.000000000000
2020-10-15,-0.000860522867,15669800.000000000000,-0.000860585198,15669800.000000000000,0.000000062331
2020-10-16,-0.002583997370,17478700.000000000000,-0.002583979328,17478700.000000000000,0.000000018042
2020-10-19,0.000000000000,16691700.000000000000,0.000000000000,16691700.000000000000,0.000000000000
2020-10-20,-0.005181383421,14484500.000000000000,-0.005181347150,14484500.000000000000,0.000000036270
2020-10-21,0.000868096157,11327100.000000000000,0.000868055556,11327100.000000000000,0.000000040602
2020-10-22,-0.003469166098,13970100.000000000000,-0.003469210755,13970100.000000000000,0.000000044656
2020-10-23,-0.005221968414,14319300.000000000000,-0.005221932115,14319300.000000000000,0.000000036299
2020-10-26,-0.037620282225,21417600.000000000000,-0.037620297463,21417600.000000000000,0.000000015238
2020-10-27,-0.014545483707,18924600.000000000000,-0.014545454545,18924600.000000000000,0.000000029162
2020-10-28,-0.000922552341,17044100.000000000000,-0.000922509225,17044100.000000000000,0.000000043116
2020-10-29,-0.009233602007,16438900.000000000000,-0.001846722068,16438900.000000000000,0.007386879939
2020-10-30,0.014911494042,18831600.000000000000,0.007400555042,18831600.000000000000,0.007510939001
2020-11-02,-0.017447139054,9335800.000000000000,-0.017447199265,9335800.000000000000,0.000000060212
2020-11-03,0.012149431400,12705200.000000000000,0.012149532710,12705200.000000000000,0.000000101311
2020-11-04,0.011080410467,8722300.000000000000,0.011080332410,8722300.000000000000,0.000000078057
2020-11-05,0.013698616715,15165000.000000000000,0.013698630137,15165000.000000000000,0.000000013422
2020-11-06,0.007207221720,11994400.000000000000,0.009009009009,11994400.000000000000,0.001801787289
2020-11-09,0.003577771371,15207100.000000000000,0.001785714286,15207100.000000000000,0.001792057085
2020-11-10,0.024955434637,17241600.000000000000,0.024955436720,17241600.000000000000,0.000000002083
2020-11-11,-0.004347822031,15645600.000000000000,-0.004347826087,15645600.000000000000,0.000000004056
2020-11-12,0.000000000000,21012400.000000000000,0.000000000000,21012400.000000000000,0.000000000000
2020-11-13,0.002620105704,9736600.000000000000,0.002620087336,9736600.000000000000,0.000000018368
2020-11-16,-0.002613258690,16108700.000000000000,-0.002613240418,16108700.000000000000,0.000000018272
2020-11-17,0.017467232541,11314400.000000000000,0.017467248908,11314400.000000000000,0.000000016367
2020-11-18,0.006008660018,12725600.000000000000,0.006008583691,12725600.000000000000,0.000000076327
2020-11-19,0.005119387793,17853600.000000000000,0.005119453925,17853600.000000000000,0.000000066132
2020-11-20,-0.006791185394,11135769.000000000000,-0.006791171477,11135769.000000000000,0.000000013917
2020-11-23,0.006837620945,17209300.000000000000,0.006837606838,17209300.000000000000,0.000000014108
2020-11-24,0.011884599738,17675200.000000000000,0.011884550085,17675200.000000000000,0.000000049653
2020-11-25,-0.002516796058,11165600.000000000000,-0.002516778523,11165600.000000000000,0.000000017535
2020-11-26,-0.011774649328,12676800.000000000000,-0.011774600505,12676800.000000000000,0.000000048823
2020-11-27,-0.005106317443,9971400.000000000000,-0.005106382979,9971400.000000000000,0.000000065535
2020-11-30,0.006843469641,14097000.000000000000,0.006843455945,14097000.000000000000,0.000000013696
2020-12-01,-0.008496168287,10852363.000000000000,-0.008496176720,10852363.000000000000,0.000000008433
2020-12-02,0.011139581507,6309400.000000000000,0.011139674379,6309400.000000000000,0.000000092872
2020-12-03,-0.000847396242,9475838.000000000000,-0.000847457627,9475838.000000000000,0.000000061385
2020-12-04,-0.004240877987,9485158.000000000000,-0.004240882103,9485158.000000000000,0.000000004116
2020-12-07,0.001703555544,10138200.000000000000,0.001703577513,10138200.000000000000,0.000000021969
2020-12-08,-0.006802734880,7153300.000000000000,-0.005102040816,7153300.000000000000,0.001700694064
2020-12-09,-0.008561635796,7429700.000000000000,-0.010256410256,7429700.000000000000,0.001694774460
2020-12-10,-0.011226262115,9471400.000000000000,-0.011226252159,9471500.000000000000,0.000000009957
2020-12-11,0.001746702432,15332300.000000000000,0.001746724891,15332300.000000000000,0.000000022459
2020-12-14,-0.016564895326,18304800.000000000000,-0.009590235397,18304800.000000000000,0.006974659929
2020-12-15,-0.002659593019,14169400.000000000000,-0.009683098592,14169400.000000000000,0.007023505573
2020-12-16,-0.002666685316,5379700.000000000000,-0.002666666667,5379700.000000000000,0.000000018650
2020-12-17,-0.003565016556,14336600.000000000000,-0.003565062389,14336600.000000000000,0.000000045832
2020-12-18,0.008944535054,9791900.000000000000,0.008944543828,9791900.000000000000,0.000000008774
2020-12-21,0.002659593019,12609900.000000000000,0.002659574468,12609900.000000000000,0.000000018551
2020-12-22,0.001768323764,13058752.000000000000,0.001768346596,13058752.000000000000,0.000000022832
2020-12-23,-0.019417541105,10782700.000000000000,-0.019417475728,10782700.000000000000,0.000000065377
2020-12-24,-0.000900024818,14211700.000000000000,-0.000900090009,14211700.000000000000,0.000000065191
2020-12-25,-0.010810778882,12881700.000000000000,-0.005405405405,12881700.000000000000,0.005405373477
2020-12-28,0.010018139788,18566000.000000000000,0.004528985507,18566000.000000000000,0.005489154281
2020-12-29,-0.007213720871,9346700.000000000000,-0.007213706041,9346700.000000000000,0.000000014830
2020-12-30,-0.008174336177,6586800.000000000000,-0.008174386921,6587800.000000000000,0.000000050744
2020-12-31,0.002747271941,9733200.000000000000,0.002747252747,9733200.000000000000,0.000000019194
2021-01-04,0.007305950688,14599400.000000000000,0.007305936073,14599400.000000000000,0.000000014615
2021-01-05,0.003626426418,17694649.000000000000,0.003626473255,17694649.000000000000,0.000000046837
2021-01-06,0.000000000000,10461653.000000000000,0.000000000000,10461653.000000000000,0.000000000000
2021-01-07,0.003613322968,11669664.000000000000,0.003613369467,11669664.000000000000,0.000000046499
2021-01-08,-0.006300602924,9959100.000000000000,-0.006300630063,9959100.000000000000,0.000000027139
2021-01-11,0.003623249829,14188756.000000000000,0.003623188406,14188756.000000000000,0.000000061423
2021-01-12,-0.010830400261,14025600.000000000000,-0.010830324910,14025600.000000000000,0.000000075352
2021-01-13,0.006386942493,11877478.000000000000,0.006386861314,11877478.000000000000,0.000000081179
2021-01-14,-0.002719873852,9298676.000000000000,0.000000000000,9298676.000000000000,0.002719873852
2021-01-15,-0.002727291742,12316449.000000000000,-0.005439709882,12316449.000000000000,0.002712418140
2021-01-18,0.007292630986,16320950.000000000000,0.007292616226,16320950.000000000000,0.000000014760
2021-01-19,0.009049764969,13384700.000000000000,0.009049773756,13384700.000000000000,0.000000008787
2021-01-20,0.004484300618,13006700.000000000000,0.004484304933,13006700.000000000000,0.000000004315
2021-01-21,-0.002678590150,16760920.000000000000,-0.002678571429,16760920.000000000000,0.000000018721
2021-01-22,0.013428814604,16116500.000000000000,0.013428827216,16116500.000000000000,0.000000012612
2021-01-25,-0.017667828150,20794100.000000000000,-0.017667844523,20794100.000000000000,0.000000016373
2021-01-26,-0.010791335286,14587942.000000000000,-0.010791366906,14587942.000000000000,0.000000031621
2021-01-27,-0.010909058595,10747925.000000000000,-0.010909090909,10747925.000000000000,0.000000032315
2021-01-28,0.000000000000,23378400.000000000000,0.000000000000,23378400.000000000000,0.000000000000
2021-01-29,-0.007352955678,94965300.000000000000,-0.007352941176,94965300.000000000000,0.000000014502
2021-02-01,-0.011111188376,20250831.000000000000,-0.011111111111,20250831.000000000000,0.000000077265
2021-02-02,0.014044930965,12011200.000000000000,0.014044943820,12011200.000000000000,0.000000012855
2021-02-03,0.001846808460,11662200.000000000000,0.001846722068,11662200.000000000000,0.000000086392
2021-02-04,-0.011059984794,30652900.000000000000,-0.009216589862,30652900.000000000000,0.001843394932
2021-02-05,-0.004659828001,30753100.000000000000,-0.006511627907,30753100.000000000000,0.001851799906
2021-02-08,0.000936373379,18213779.000000000000,0.000936329588,18213779.000000000000,0.000000043791
2021-02-09,0.010290025383,10687418.000000000000,0.010289990645,10687418.000000000000,0.000000034738
2021-02-10,0.013888875092,11093272.000000000000,0.013888888889,11093272.000000000000,0.000000013797
2021-02-18,0.022831027858,93314900.000000000000,0.022831050228,93314900.000000000000,0.000000022370
2021-02-19,0.004464281438,24722600.000000000000,0.004464285714,24722600.000000000000,0.000000004276
2021-02-22,0.024888886346,36666800.000000000000,0.024888888889,36666800.000000000000,0.000000002543
2021-02-23,0.006938435587,20084600.000000000000,0.006938421509,20084600.000000000000,0.000000014078
2021-02-24,-0.007751992109,14914679.000000000000,-0.007751937984,14914679.000000000000,0.000000054125
2021-02-25,-0.008680547651,15551600.000000000000,-0.008680555556,15551600.000000000000,0.000000007905
2021-02-26,0.006129675076,13042000.000000000000,0.006129597198,13042000.000000000000,0.000000077878
2021-03-01,-0.016536164144,12833882.000000000000,-0.016536118364,12833882.000000000000,0.000000045780
2021-03-02,0.023008869910,44504294.000000000000,0.023008849558,44504294.000000000000,0.000000020352
2021-03-03,-0.008650510646,82885600.000000000000,-0.008650519031,82885600.000000000000,0.000000008385
2021-03-04,0.019197168103,20343272.000000000000,0.019197207679,20343272.000000000000,0.000000039576
2021-03-05,-0.022260293896,14594421.000000000000,-0.022260273973,14594421.000000000000,0.000000019923
2021-03-08,0.013134839073,15402800.000000000000,0.013134851138,15402800.000000000000,0.000000012066
2021-03-09,-0.012964551772,15803966.000000000000,-0.012964563526,15803966.000000000000,0.000000011755
2021-03-10,-0.005253872997,17610500.000000000000,-0.005253940455,17610500.000000000000,0.000000067458
2021-03-11,-0.002640863453,20609300.000000000000,-0.002640845070,20609300.000000000000,0.000000018383
2021-03-12,0.018534887340,26870700.000000000000,0.018534863195,26870700.000000000000,0.000000024145
2021-03-15,0.008665502672,31538607.000000000000,0.008665511265,31538607.000000000000,0.000000008593
