candidate,selection_pass,selection_cagr_retention,selection_cagr,selection_max_drawdown,selection_calmar,selection_sortino,selection_exposure,round_trips_per_year,validation_total_return,validation_cagr,validation_max_drawdown,validation_calmar,stress_40_selection_total_return,largest_positive_defense_episode_share
core75_regime_mom_120,True,0.9625442490777902,0.21553990146591162,-0.5368815167179222,0.40146642183466413,1.023374164529795,0.8932646592709984,0.6489698890649762,0.12054438166493187,0.061049861052256515,-0.41387867921995736,0.14750665863561274,10.149123052801567,0.4698931091894249
core50_regime_mom_120,False,0.8989929383636265,0.2013090302488385,-0.5288722213378197,0.3806383132387121,1.0119741765738826,0.7865293185419968,1.2979397781299524,0.11288202072355102,0.05726597461282523,-0.3685454188371239,0.15538376462124343,8.31321853572338,0.48507269880904547
core75_regime_60_200,False,0.8507227881958891,0.19050002752416684,-0.5509590560386654,0.3457607701266242,0.9353656896568187,0.8952456418383519,0.18969889064976228,0.1201341912896492,0.0608476124713182,-0.38522052869198675,0.15795526961640852,7.789819610924116,1.0
core50_regime_60_200,False,0.6843764839958746,0.15325055452503822,-0.5707525179711352,0.268506138299312,0.8320896010477467,0.7904912836767036,0.37939778129952456,0.10937982313701489,0.05553233470085339,-0.30583491971047116,0.181576174340801,4.847966702323097,1.0
core75_dd20_recovery10,False,0.8414286374102106,0.18841881375506087,-0.5186108711679254,0.3633144313591744,0.9514584399410575,0.839540412044374,0.2496038034865293,0.1397424679232635,0.07047630393291704,-0.3636185205094684,0.1938193462592945,7.57413509254809,0.5022299534759731
core50_dd20_recovery10,False,0.6494336483875404,0.14542590090399599,-0.517140260157677,0.2812117178029329,0.8433440667759573,0.679080824088748,0.4992076069730586,0.1481689881743864,0.07458975502112652,-0.25636401176498647,0.2909525190669286,4.338270499152983,0.7107090451749667
core75_momentum_20_120,False,0.8901336711233823,0.19932519876280352,-0.5385830004678822,0.37009188665376386,0.9951742345349386,0.8487321711568938,2.326307448494453,0.06160960562895723,0.03161793374434474,-0.4027774909532086,0.07849975347311018,7.6635958169241825,0.216097957454196
