date,base_byd_weight,entry,exit,extreme_defense_active,market_state,vol_state,drawdown_252,mom_20,mom_60
2019-11-26,0.750000000000,False,True,False,bear,low,-0.282680172790,-0.054082732516,-0.090352793571
2019-11-29,0.750000000000,False,True,False,bear,low,-0.302141008016,-0.004131298855,-0.116293269772
2019-12-06,0.750000000000,False,True,False,bear,low,-0.296994378282,-0.026069679722,-0.128240972157
2019-12-13,0.750000000000,False,True,False,bear,low,-0.302462692961,0.005797841353,-0.146091751480
2019-12-17,0.750000000000,False,True,False,bear,low,-0.275603384482,0.029721169521,-0.098659079717
2019-12-18,0.750000000000,False,True,False,bear,low,-0.281071747070,0.037123017372,-0.106714453321
2019-12-19,0.750000000000,False,True,False,bear,low,-0.276729258831,0.030949155929,-0.104004867227
2019-12-20,0.750000000000,False,True,False,bear,low,-0.250191635795,0.063897778331,-0.068903720790
2019-12-23,0.750000000000,False,True,False,bear,low,-0.267561635662,0.014932259393,-0.074013667178
2019-12-24,0.750000000000,False,True,False,bear,low,-0.247618296974,0.048878999975,-0.061961094485
2019-12-25,0.750000000000,False,True,False,bear,low,-0.246492470035,0.067198064369,-0.044657410044
2019-12-26,0.750000000000,False,True,False,bear,low,-0.253569163522,0.074803181728,-0.042895519121
2019-12-27,0.750000000000,False,True,False,bear,low,-0.260163305140,0.060152127233,-0.053108287587
2019-12-30,0.750000000000,False,True,False,bear,low,-0.233786595941,0.104055550361,-0.023370379932
2019-12-31,0.750000000000,False,True,False,bear,low,-0.233304044071,0.088604597472,-0.015489463676
2020-01-02,0.750000000000,False,True,False,bear,low,-0.225262390571,0.091547663603,0.001663451243
2020-01-03,0.750000000000,False,True,False,bear,low,-0.227353320252,0.090826297394,-0.019591911228
2020-01-06,0.750000000000,False,True,False,bear,low,-0.223493193743,0.104552769236,-0.003097265945
2020-01-07,0.750000000000,False,True,False,bear,low,-0.227192311095,0.107653381948,-0.016376742278
2020-01-08,0.750000000000,False,True,False,bear,low,-0.239576595564,0.088648366868,-0.014999994654
2020-01-09,0.750000000000,False,True,False,bear,low,-0.233625776925,0.080008984963,0.002735555048
2020-01-10,0.750000000000,False,True,False,bear,low,-0.245366595686,0.079116810158,-0.012626308730
2020-01-13,1.000000000000,False,True,False,sideways,low,-0.169935443212,0.189993063326,0.100426436475
2020-01-14,1.000000000000,False,True,False,sideways,low,-0.140502700592,0.210967762018,0.147520037608
2020-01-15,1.000000000000,False,True,False,sideways,low,-0.142593678183,0.183614477829,0.139102513621
2020-01-16,1.000000000000,False,True,False,sideways,low,-0.130048574697,0.210067098847,0.160729595796
2020-01-17,1.000000000000,False,True,False,sideways,high,-0.067966714614,0.288636788873,0.241963075445
2020-01-20,1.000000000000,False,True,False,sideways,high,-0.054939107168,0.260403241613,0.249149598899
2020-01-21,1.000000000000,False,True,False,sideways,high,-0.087749282195,0.245498272922,0.199154264075
2020-01-22,1.000000000000,False,True,False,sideways,high,-0.046736539830,0.266994474128,0.257052061341
2020-01-23,1.000000000000,False,True,False,sideways,low,-0.037729925818,0.277054357010,0.361009781082
2020-02-03,1.000000000000,False,True,False,sideways,high,-0.133908511565,0.160310434819,0.256709609055
2020-02-04,1.000000000000,False,True,False,sideways,high,-0.093539234408,0.225217364709,0.293550582049
2020-02-05,1.000000000000,False,True,False,sideways,high,-0.021968161033,0.276448354710,0.400184105362
2020-02-06,1.000000000000,False,True,False,sideways,high,-0.022932978815,0.274386559143,0.382252788472
2020-02-07,1.000000000000,False,True,False,sideways,high,-0.068770951429,0.201992826006,0.306702499878
2020-02-10,1.000000000000,False,True,False,sideways,high,-0.020038240508,0.268318087915,0.363697102832
2020-02-11,1.000000000000,False,True,False,sideways,high,-0.050435705092,0.222866673231,0.315507912448
2020-02-12,1.000000000000,False,True,False,sideways,high,-0.048023185287,0.231841800206,0.346757774203
2020-02-13,1.000000000000,False,True,False,sideways,high,-0.074400132534,0.217216437667,0.304988510536
2020-02-14,1.000000000000,False,True,False,sideways,high,-0.084854163110,0.194123979298,0.314695180979
2020-02-17,1.000000000000,False,True,False,sideways,high,-0.059442413924,0.246376824428,0.343750191927
2020-02-18,1.000000000000,False,True,False,sideways,high,-0.043519783211,0.152296178614,0.379174601323
2020-02-19,1.000000000000,False,True,False,sideways,high,-0.004276380403,0.158495344061,0.445482162842
2020-02-20,1.000000000000,False,True,False,bull,high,0.000000000000,0.277433925247,0.556927378346
2020-02-21,1.000000000000,False,True,False,bull,high,-0.008810431814,0.247920289058,0.566125537781
2020-02-24,1.000000000000,False,True,False,bull,high,-0.027900279940,0.142364037246,0.517652339578
2020-02-25,1.000000000000,False,True,False,bull,high,0.000000000000,0.205752281168,0.616841715373
2020-02-26,1.000000000000,False,True,False,bull,high,0.000000000000,0.264104365240,0.597949747248
2020-02-27,1.000000000000,False,True,False,bull,high,-0.023012474703,0.181879546872,0.570627973211
2020-02-28,1.000000000000,False,True,False,bull,high,-0.088284441333,0.092595811309,0.489065985503
2020-03-02,1.000000000000,False,True,False,bull,high,-0.067642773379,0.241411361007,0.548170746306
2020-03-03,1.000000000000,False,True,False,bull,high,-0.053417025807,0.204222735351,0.564185136494
2020-03-04,1.000000000000,False,True,False,bull,high,-0.071408560626,0.094885810238,0.542989606195
2020-03-05,1.000000000000,False,True,False,bull,high,-0.068200765751,0.099752959018,0.525690653251
2020-03-06,1.000000000000,False,True,False,bull,high,-0.088423856768,0.128843094945,0.481078783825
2020-03-09,1.000000000000,False,True,False,bull,high,-0.170850782949,-0.024290101268,0.349909011012
2020-03-10,1.000000000000,False,True,False,bull,high,-0.159693167275,0.020494488716,0.378403101910
2020-03-11,1.000000000000,False,True,False,bull,high,-0.180474168006,-0.007264800754,0.354541251493
2020-03-12,1.000000000000,False,True,False,bull,high,-0.205020791100,-0.009556669763,0.312456946189
2020-03-13,1.000000000000,False,True,False,bull,high,-0.223849314477,-0.021968411618,0.261332743432
2020-03-16,1.000000000000,False,True,False,bull,high,-0.247559114329,-0.077462263246,0.240800509259
2020-03-17,1.000000000000,False,True,False,bull,high,-0.260529875012,-0.108458043892,0.222504136838
2020-03-18,1.000000000000,False,True,False,bull,high,-0.273500635263,-0.158617306877,0.180376212743
2020-03-19,1.000000000000,False,True,False,bull,high,-0.282287279736,-0.244346564341,0.142539900453
2020-03-20,1.000000000000,False,True,False,bull,high,-0.268061366848,-0.222518675515,0.174049111850
2020-03-23,1.000000000000,False,True,False,sideways,high,-0.328451809461,-0.272658474661,0.070713876872
2020-03-24,1.000000000000,False,True,False,sideways,high,-0.306415656092,-0.298094667629,0.066709457182
2020-03-25,1.000000000000,False,True,False,bull,high,-0.271548075251,-0.271548075251,0.146903705407
2020-03-26,1.000000000000,False,True,False,bull,high,-0.242956751382,-0.225124959105,0.160324894485
2020-03-27,1.000000000000,False,True,False,bull,high,-0.235983334143,-0.162001066458,0.169263466162
2020-03-30,1.000000000000,False,True,False,bull,high,-0.215899411020,-0.159012697503,0.211377079893
2020-03-31,1.000000000000,False,True,False,bull,high,-0.163598204641,-0.116398859728,0.303695700550
2020-04-01,1.000000000000,False,True,False,bull,high,-0.203626223027,-0.142385183403,0.198572615025
2020-04-02,1.000000000000,False,True,False,bull,high,-0.211436546166,-0.153719573004,0.186070810738
2020-04-03,1.000000000000,False,True,False,bull,high,-0.232915037361,-0.158506979001,0.141789315937
2020-04-07,1.000000000000,False,True,False,bull,high,-0.214783674250,-0.052985506587,0.171940391675
2020-04-08,1.000000000000,False,True,False,bull,high,-0.228451842308,-0.081825676473,0.145816090361
2020-04-09,1.000000000000,False,True,False,bull,high,-0.224128310663,-0.053267561501,0.157752202064
2020-04-10,1.000000000000,False,True,False,bull,high,-0.238772800055,-0.042456467511,0.154399068369
2020-04-13,1.000000000000,False,True,False,bull,high,-0.222036169900,0.002336072892,0.170619250640
2020-04-14,1.000000000000,False,True,False,bull,high,-0.192468690012,0.073215617820,0.234015143310
2020-04-15,1.000000000000,False,True,False,bull,high,-0.160948236822,0.134666208715,0.165665731032
2020-04-16,1.000000000000,False,True,False,bull,high,-0.163179875678,0.151852520373,0.122754344319
2020-04-17,1.000000000000,False,True,False,bull,high,-0.179916175634,0.142635209342,0.102982721815
2020-04-20,1.000000000000,False,True,False,bull,high,-0.179358431236,0.121189033608,0.087816527180
2020-04-21,1.000000000000,False,True,False,bull,high,-0.171826939400,0.233229531800,0.024676607457
2020-04-22,1.000000000000,False,True,False,bull,high,-0.171129531593,0.195053601898,0.011402491597
2020-04-23,1.000000000000,False,True,False,bull,high,-0.187587083337,0.115259482556,0.026974714331
2020-04-24,1.000000000000,False,True,False,bull,high,-0.180892579627,0.081982333068,-0.009110882417
2020-04-27,1.000000000000,False,True,False,bull,high,-0.205020791100,0.040526004768,-0.047300503469
2020-04-28,1.000000000000,False,True,False,bull,high,-0.206276191279,0.012272940330,0.056824278843
2020-04-29,1.000000000000,False,True,False,bull,high,-0.190934458963,-0.032683160741,0.029275980520
2020-04-30,1.000000000000,False,True,False,bull,high,-0.163458871864,0.050437812400,-0.013649090396
2020-05-06,1.000000000000,False,True,False,bull,high,-0.132635991797,0.099929249809,0.023703496962
2020-05-07,1.000000000000,False,True,False,bull,high,-0.161506146536,0.093091240610,0.038342220410
2020-05-08,1.000000000000,False,True,False,bull,high,-0.166248172460,0.061811631010,-0.018873931872
2020-05-11,1.000000000000,False,True,False,bull,high,-0.179079270167,0.063991562482,-0.003048591487
2020-05-12,1.000000000000,False,True,False,bull,high,-0.175174315026,0.063095478685,-0.000844807145
2020-05-13,1.000000000000,False,True,False,bull,high,-0.177127039921,0.080982077543,0.025195408658
2020-05-14,1.000000000000,False,True,False,bull,high,-0.195397488701,0.034241542047,0.013883884689
2020-05-15,1.000000000000,False,True,False,bull,high,-0.191492286019,0.001209122149,-0.008720962924
2020-05-18,1.000000000000,False,True,False,bull,high,-0.202510404032,-0.049534687887,-0.038506884404
2020-05-19,1.000000000000,False,True,False,bull,high,-0.188423823921,-0.030166516686,-0.060087067040
2020-05-20,1.000000000000,False,True,False,bull,high,-0.176987376945,0.003571340638,-0.133480153489
2020-05-21,1.000000000000,False,True,False,bull,high,-0.202928815653,-0.028721899200,-0.153333446212
2020-05-22,1.000000000000,False,True,False,bull,high,-0.218688959590,-0.056584815927,-0.153776345612
2020-05-25,1.000000000000,False,True,False,bull,high,-0.211715459694,-0.048965344583,-0.202258345179
2020-05-26,1.000000000000,False,True,False,bull,high,-0.186889840414,0.000858237122,-0.186889840414
2020-05-27,1.000000000000,False,True,False,bull,high,-0.200278930060,-0.023667653290,-0.181441882078
2020-05-28,1.000000000000,False,True,False,bull,high,-0.198047373862,0.008771823414,-0.120391641324
2020-05-29,1.000000000000,False,True,False,bull,high,-0.199721020346,0.008258755579,-0.141660560132
2020-06-01,1.000000000000,False,True,False,bull,high,-0.172803260735,0.022410048764,-0.126123370252
2020-06-02,1.000000000000,False,True,False,bull,high,-0.149511789846,0.016672320761,-0.084109357364
2020-06-03,1.000000000000,False,True,False,bull,high,-0.164156279671,-0.036340322605,-0.102978743052
2020-06-04,1.000000000000,False,True,False,bull,high,-0.161924475499,-0.000498905223,-0.080630257030
2020-06-05,1.000000000000,False,True,False,bull,high,-0.118549411686,0.057209782573,0.063078358137
2020-06-08,1.000000000000,False,True,False,bull,high,-0.124546672905,0.066428578643,0.041825786726
2020-06-09,1.000000000000,False,True,False,bull,high,-0.135704371237,0.047852466901,0.054628902496
2020-06-10,1.000000000000,False,True,False,bull,high,-0.148256554983,0.035084984364,0.071403422230
2020-06-11,1.000000000000,False,True,False,bull,high,-0.123988763191,0.088750313983,0.128661293674
2020-06-12,1.000000000000,False,True,False,bull,high,-0.142817368793,0.060203404846,0.139202623795
2020-06-15,1.000000000000,False,True,False,bull,high,-0.127754467780,0.093739074002,0.179554795718
2020-06-16,1.000000000000,False,True,False,bull,high,-0.106694470431,0.100704475931,0.229602629993
2020-06-17,1.000000000000,False,True,False,bull,high,-0.109762850303,0.081681039584,0.240380899713
2020-06-18,1.000000000000,False,True,False,bull,high,-0.069177087086,0.167803994416,0.271722615467
2020-06-19,1.000000000000,False,True,False,bull,high,-0.065690378683,0.195822883581,0.391277103385
2020-06-22,1.000000000000,False,True,False,bull,low,-0.052301123721,0.202229433436,0.366378703042
2020-06-23,1.000000000000,False,True,False,bull,low,-0.009483886964,0.218181941718,0.359754953461
2020-06-24,1.000000000000,False,True,False,bull,low,0.000000000000,0.250610516480,0.321112871878
2020-06-29,1.000000000000,False,True,False,bull,low,-0.015758026652,0.227478185209,0.288426546366
2020-06-30,1.000000000000,False,True,False,bull,low,0.000000000000,0.251481469258,0.277303355399
2020-07-01,1.000000000000,False,True,False,bull,low,0.000000000000,0.221884898810,0.208437391766
2020-07-02,1.000000000000,False,True,False,bull,low,-0.005105525605,0.182354837092,0.262697088029
2020-07-03,1.000000000000,False,True,False,bull,high,0.000000000000,0.324044924185,0.403431302748
2020-07-06,1.000000000000,False,True,False,bull,low,0.000000000000,0.345980777643,0.470545768895
2020-07-07,1.000000000000,False,True,False,bull,low,0.000000000000,0.316455613092,0.477797310877
2020-07-08,1.000000000000,False,True,False,bull,low,-0.005528890486,0.318145544174,0.495661535494
2020-07-09,1.000000000000,False,True,False,bull,low,0.000000000000,0.361787954657,0.516987141930
2020-07-10,1.000000000000,False,True,False,bull,high,0.000000000000,0.457180206424,0.630451052090
2020-07-13,1.000000000000,False,True,False,bull,high,0.000000000000,0.558669062585,0.755109377148
2020-07-14,1.000000000000,False,True,False,bull,high,-0.012972488614,0.572242340920,0.668912164785
2020-07-15,1.000000000000,False,True,False,bull,high,-0.034729342262,0.511032980233,0.570811032031
2020-07-16,1.000000000000,False,True,False,bull,high,-0.131256462360,0.327868770539,0.417499986901
2020-07-17,1.000000000000,False,True,False,bull,high,-0.166905053166,0.277769093066,0.387074688688
2020-07-20,1.000000000000,False,True,False,bull,high,-0.109703939907,0.305963317891,0.481305147079
2020-07-21,1.000000000000,False,True,False,bull,high,-0.100408626130,0.314673937925,0.483159218206
2020-07-22,1.000000000000,False,True,False,bull,high,-0.109397382895,0.283149306874,0.467103971697
2020-07-23,1.000000000000,False,True,False,bull,high,-0.091726305620,0.252041672045,0.526523550915
2020-07-24,1.000000000000,False,True,False,bull,high,-0.150663991567,0.159531401738,0.415801176569
2020-07-27,1.000000000000,False,True,False,bull,high,-0.147088922107,0.183054770442,0.464912135842
2020-07-28,1.000000000000,False,True,False,bull,high,-0.142900979821,0.168500110662,0.474433478036
2020-07-29,1.000000000000,False,True,False,bull,high,-0.112257474785,0.199254910347,0.498190062558
2020-07-30,1.000000000000,False,True,False,bull,high,-0.131665064212,0.179056825364,0.417305815187
2020-07-31,1.000000000000,False,True,False,bull,high,-0.127783619035,0.076118323764,0.373050258726
2020-08-03,1.000000000000,False,True,False,bull,high,-0.120122591592,0.065034666539,0.432800999971
2020-08-04,1.000000000000,False,True,False,bull,high,-0.090909162453,0.069711538719,0.488792163473
2020-08-05,1.000000000000,False,True,False,bull,high,-0.100204415693,0.064660364809,0.496601676328
2020-08-06,1.000000000000,False,True,False,bull,high,-0.093769133586,0.051309618113,0.500169274389
2020-08-07,1.000000000000,False,True,False,bull,high,-0.127885663558,-0.040566331183,0.447118936781
2020-08-10,1.000000000000,False,True,False,bull,high,-0.162614945282,-0.162614945282,0.421043636393
2020-08-11,1.000000000000,False,True,False,bull,high,-0.172523071349,-0.161647553786,0.397446911851
2020-08-12,1.000000000000,False,True,False,bull,high,-0.162819215940,-0.132698401895,0.433368373405
2020-08-13,1.000000000000,False,True,False,bull,high,-0.164453502591,-0.038212704662,0.405739750172
2020-08-14,1.000000000000,False,True,False,bull,high,-0.163227817792,0.004413945119,0.388239284866
2020-08-17,1.000000000000,False,True,False,bull,high,-0.153115542142,-0.048760860775,0.450743542840
2020-08-18,1.000000000000,False,True,False,bull,high,-0.159861976054,-0.066089284146,0.468217080437
2020-08-19,1.000000000000,False,True,False,bull,high,-0.185825572699,-0.085816264556,0.410256273514
2020-08-20,1.000000000000,False,True,False,bull,high,-0.197069649714,-0.115981938865,0.348317213871
2020-08-21,1.000000000000,False,True,False,bull,high,-0.186438928871,-0.042121065101,0.389041475078
2020-08-24,1.000000000000,False,True,False,bull,high,-0.167426218406,-0.023844568122,0.417547462603
2020-08-25,1.000000000000,False,True,False,bull,high,-0.171310505021,-0.033146141263,0.413884768966
2020-08-26,1.000000000000,False,True,False,bull,high,-0.147289081951,-0.039461449881,0.407526571391
2020-08-27,1.000000000000,False,True,False,bull,high,-0.126947433008,0.005432962570,0.401637435712
2020-08-28,1.000000000000,False,True,False,bull,high,-0.127254050557,0.000607152639,0.425694093092
2020-08-31,1.000000000000,False,True,False,bull,high,-0.130116137634,-0.011357884572,0.417234477282
2020-09-01,1.000000000000,False,True,False,bull,high,-0.044252261663,0.051322594908,0.480501662376
2020-09-02,1.000000000000,False,True,False,bull,high,-0.036176949810,0.071157790724,0.503238545285
2020-09-03,1.000000000000,False,True,False,bull,high,-0.053656270163,0.044263404514,0.495030954552
2020-09-04,1.000000000000,False,True,False,bull,high,-0.080028891785,0.054874423884,0.474785913995
2020-09-07,1.000000000000,False,True,False,bull,high,-0.031577141426,0.156484526584,0.509450749159
2020-09-08,1.000000000000,False,True,False,bull,high,-0.070113632491,0.123761080596,0.481221852863
2020-09-09,1.000000000000,False,True,False,bull,high,-0.122858633905,0.047732321138,0.373075542980
2020-09-10,1.000000000000,False,True,False,bull,high,-0.108752409593,0.066664264850,0.362266066848
2020-09-11,1.000000000000,False,True,False,bull,high,-0.068375971404,0.113354445099,0.428889221596
2020-09-14,1.000000000000,False,True,False,bull,high,-0.055496338678,0.115268620835,0.385479719152
2020-09-15,1.000000000000,False,True,False,bull,high,0.000000000000,0.233118340348,0.514007997636
2020-09-16,1.000000000000,False,True,False,bull,high,0.000000000000,0.321908381847,0.550643776191
2020-09-17,1.000000000000,False,True,False,bull,high,0.000000000000,0.476002443696,0.633680022989
2020-09-18,1.000000000000,False,True,False,bull,high,-0.013368830680,0.437241082825,0.596330310215
2020-09-21,1.000000000000,False,True,False,bull,high,-0.089011650006,0.296746377445,0.497541511642
