,model,cost_bps,window,sessions,years,total_return,cagr,annual_volatility,sharpe,max_drawdown,calmar,turnover_units,round_trips_per_year,mean_byd_weight,mean_etf_weight
11,byd_v1_2_extreme_defense_625,20.000000000000,full_overlap,1609.000000000000,6.384920634921,5.701291989953,0.347076126700,0.425996141030,0.910717709941,-0.487391788980,0.712109096927,17.000000000000,1.331261653201,0.889527656930,0.106121814792
12,byd_v1_2_extreme_defense_cash,20.000000000000,development,743.000000000000,2.948412698413,4.309445957095,0.761617876228,0.526180157640,1.338655787447,-0.422190155696,1.803968818202,8.000000000000,1.356662180350,0.906796769852,0.080753701211
13,byd_v1_2_extreme_defense_cash,20.000000000000,fixed_validation,484.000000000000,1.920634920635,0.145043144385,0.073065551380,0.307218630946,0.380477806989,-0.413411099647,0.176738242981,5.500000000000,1.431818181818,0.891012396694,0.108987603306
14,byd_v1_2_extreme_defense_cash,20.000000000000,retrospective_2025_plus,382.000000000000,1.515873015873,0.050561589047,0.033074097635,0.320317791665,0.259716222828,-0.378192699184,0.087453030442,7.000000000000,2.308900523560,0.847513089005,0.145287958115
15,byd_v1_2_extreme_defense_cash,20.000000000000,full_overlap,1609.000000000000,6.384920634921,5.386936134047,0.336977603125,0.425393380915,0.893705600904,-0.487391788980,0.691389577633,20.500000000000,1.605344934742,0.887973896830,0.104568054692
16,byd_v1_1,40.000000000000,development,743.000000000000,2.948412698413,4.386381900906,0.770234473129,0.527264133568,1.346232660033,-0.422776388895,1.821848365613,5.000000000000,0.847913862719,0.909825033647,0.080753701211
17,byd_v1_1,40.000000000000,fixed_validation,484.000000000000,1.920634920635,0.132499411757,0.066928901929,0.307248087578,0.361800781634,-0.418668770954,0.159861223411,5.500000000000,1.431818181818,0.891012396694,0.108987603306
18,byd_v1_1,40.000000000000,retrospective_2025_plus,382.000000000000,1.515873015873,0.087949925104,0.057183504701,0.322586381623,0.331629145797,-0.374794529148,0.152572943983,3.000000000000,0.989528795812,0.854712041885,0.145287958115
19,byd_v1_1,40.000000000000,full_overlap,1609.000000000000,6.384920634921,5.636575415101,0.345030298437,0.426422053936,0.906650978406,-0.493005596449,0.699850672937,13.500000000000,1.057178371659,0.891081417029,0.104568054692
20,byd_v1_2_extreme_defense_50,40.000000000000,development,743.000000000000,2.948412698413,4.317373482352,0.762509533042,0.526394176321,1.339286042973,-0.422776388895,1.803576436787,8.000000000000,1.356662180350,0.906796769852,0.083781965007
21,byd_v1_2_extreme_defense_50,40.000000000000,fixed_validation,484.000000000000,1.920634920635,0.132499411757,0.066928901929,0.307248087578,0.361800781634,-0.418668770954,0.159861223411,5.500000000000,1.431818181818,0.891012396694,0.108987603306
22,byd_v1_2_extreme_defense_50,40.000000000000,retrospective_2025_plus,382.000000000000,1.515873015873,0.049560349592,0.032424483388,0.321222562891,0.257925958621,-0.380844202425,0.085138445541,7.000000000000,2.308900523560,0.847513089005,0.152486910995
23,byd_v1_2_extreme_defense_50,40.000000000000,full_overlap,1609.000000000000,6.384920634921,5.320370917282,0.334785605076,0.425689276756,0.889518282560,-0.493005596449,0.679070597751,20.500000000000,1.605344934742,0.887973896830,0.107675574891
24,byd_v1_2_extreme_defense_625,40.000000000000,development,743.000000000000,2.948412698413,4.352129213715,0.766408386371,0.526783647521,1.342878216874,-0.422776388895,1.812798459188,6.500000000000,1.102288021534,0.908310901750,0.082267833109
25,byd_v1_2_extreme_defense_625,40.000000000000,fixed_validation,484.000000000000,1.920634920635,0.132499411757,0.066928901929,0.307248087578,0.361800781634,-0.418668770954,0.159861223411,5.500000000000,1.431818181818,0.891012396694,0.108987603306
26,byd_v1_2_extreme_defense_625,40.000000000000,retrospective_2025_plus,382.000000000000,1.515873015873,0.068634961354,0.044764322204,0.321801923752,0.294949578664,-0.377821482395,0.118480087262,5.000000000000,1.649214659686,0.851112565445,0.148887434555
27,byd_v1_2_extreme_defense_625,40.000000000000,full_overlap,1609.000000000000,6.384920634921,5.477299123416,0.339922636814,0.426011113160,0.898185919497,-0.493005596449,0.689490422141,17.000000000000,1.331261653201,0.889527656930,0.106121814792
28,byd_v1_2_extreme_defense_cash,40.000000000000,development,743.000000000000,2.948412698413,4.224983131991,0.752062740834,0.526229682258,1.328217483939,-0.422776388895,1.778866466028,8.000000000000,1.356662180350,0.906796769852,0.080753701211
29,byd_v1_2_extreme_defense_cash,40.000000000000,fixed_validation,484.000000000000,1.920634920635,0.132499411757,0.066928901929,0.307248087578,0.361800781634,-0.418668770954,0.159861223411,5.500000000000,1.431818181818,0.891012396694,0.108987603306
