recipe_id,minimum_selection_sharpe,mean_selection_sharpe,maximum_annual_one_way_turnover,maximum_drawdown_magnitude,selection_gate_passed,failure_reasons
c2_risk_adjusted_momentum,0.8692917114280645,0.8789362054401774,6.554824842050955,0.23349992341315706,True,
c5_regime_scaled_risk_adjusted,0.8443816446702026,0.8493800273597867,7.060789017957558,0.22795708774489865,True,
c6_broad_low_risk,0.8285645287531536,0.9866960803227773,3.9276000115740883,0.15947763754028843,True,
c4_regime_scaled_balanced,0.7847810359750499,0.9374292929993264,6.732518082723922,0.2215459177621414,True,
c1_balanced_momentum_lowvol,0.7632894339032833,0.8827248256395082,6.031639087979167,0.25917764270458177,True,
c3_slow_diversified_momentum,0.6869756594597692,0.8627292868819803,3.5344531383130384,0.18758667870429746,True,
c0_equal_weight_control,0.16315580724031528,0.8266223801397761,1.738975453029057,0.18346522762224027,False,sharpe
