attribution_type,date,window,evaluation,instrument,entity,sector,state,value,gross_return,weight,periods,transaction_cost
position,2026-06-23,2026H1,reporting,600026,中远海能,Industrials,risk_on,-0.07700421005,-0.3065168402,0.25,,
position,2026-06-23,2026H1,reporting,603260,合盛硅业,Materials,risk_on,-0.03620697437,-0.1433278975,0.25,,
position,2026-06-23,2026H1,reporting,603392,万泰生物,Health Care,risk_on,0.003000920113,0.01350368045,0.25,,
position,2026-07-01,2026H2_PARTIAL,reporting,301291,明阳电气,Industrials,risk_on,0.01622854397,0.06641417587,0.25,,
position,2026-07-01,2026H2_PARTIAL,reporting,301666,大普微,Technology,risk_on,-0.02729934647,-0.1076973859,0.25,,
position,2026-07-01,2026H2_PARTIAL,reporting,601600,中国铝业,Materials,risk_on,0.01523088201,0.06242352804,0.25,,
position,2026-07-01,2026H2_PARTIAL,reporting,603392,万泰生物,Health Care,risk_on,0.01526110756,0.06254443024,0.25,,
position,2026-07-15,2026H2_PARTIAL,reporting,300408,三环集团,Technology,risk_on,-0.004149629305,-0.01459851722,0.25,,
position,2026-07-15,2026H2_PARTIAL,reporting,600184,光电股份,Industrials,risk_on,-0.03809604658,-0.1503841863,0.25,,
position,2026-07-15,2026H2_PARTIAL,reporting,603259,药明康德,Health Care,risk_on,-0.003492119375,-0.0119684775,0.25,,
position,2026-07-15,2026H2_PARTIAL,reporting,603260,合盛硅业,Materials,risk_on,-0.01899791232,-0.07399164926,0.25,,
security,,,,000001,平安银行,Financials,,-0.0151163047,,,3,
security,,,,000063,中兴通讯,Technology,,0.01178913992,,,1,
security,,,,000300,CSI300 fallback,CSI300,,0.07599884146,,,52,
security,,,,000333,美的集团,Consumer Discretionary,,-0.005898513875,,,2,
security,,,,000338,潍柴动力,Industrials,,0.06113435807,,,1,
security,,,,000425,徐工机械,Industrials,,-0.01882061088,,,1,
security,,,,000538,云南白药,Health Care,,-0.002738693383,,,3,
security,,,,000651,格力电器,Consumer Discretionary,,-0.001519700118,,,2,
security,,,,000661,长春高新,Health Care,,-0.02941295657,,,1,
security,,,,000725,京东方A,Technology,,-0.002398732343,,,1,
security,,,,000858,五粮液,Consumer Staples,,-0.003701029555,,,2,
security,,,,000895,双汇发展,Consumer Staples,,-0.006709138997,,,2,
security,,,,000938,紫光股份,Technology,,0.002725822703,,,1,
security,,,,000977,浪潮信息,Technology,,0.08355458159,,,2,
security,,,,000999,华润三九,Health Care,,-0.01073899466,,,4,
security,,,,002001,新和成,Materials,,0.01879260592,,,1,
security,,,,002007,华兰生物,Health Care,,0.005023984449,,,3,
security,,,,002049,紫光国微,Technology,,0.01912045462,,,1,
security,,,,002050,三花智控,Industrials,,0.01491171886,,,2,
security,,,,002142,宁波银行,Financials,,0.00726191222,,,2,
security,,,,002202,金风科技,Industrials,,0.01017757487,,,1,
security,,,,002222,福晶科技,Technology,,-0.00366280428,,,2,
security,,,,002352,顺丰控股,Industrials,,-0.005105312395,,,2,
security,,,,002410,广联达,Technology,,-0.03023748685,,,1,
security,,,,002415,海康威视,Technology,,0.008584302175,,,1,
security,,,,002456,欧菲光,Technology,,-0.02133332432,,,1,
security,,,,002460,赣锋锂业,Materials,,0.04744401346,,,3,
security,,,,002463,沪电股份,Technology,,0.00441497599,,,1,
security,,,,002466,天齐锂业,Materials,,0.007448205672,,,3,
security,,,,002475,立讯精密,Technology,,0.0342581772,,,1,
security,,,,002493,荣盛石化,Materials,,-0.01469446739,,,1,
security,,,,002601,龙佰集团,Materials,,-0.00506758885,,,1,
security,,,,002602,世纪华通,Communication Services,,0.05144778708,,,4,
security,,,,002709,天赐材料,Materials,,-0.02464046072,,,6,
security,,,,002714,牧原股份,Consumer Staples,,-0.01257525268,,,1,
security,,,,002837,英维克,Industrials,,0.02305060546,,,4,
security,,,,300033,同花顺,Technology,,0.01194087566,,,2,
security,,,,300133,华策影视,Communication Services,,-0.06037511818,,,5,
security,,,,300408,三环集团,Technology,,-0.0300478332,,,2,
security,,,,300548,长芯博创,Technology,,0.01699699826,,,7,
security,,,,300750,宁德时代,Industrials,,-0.006741684318,,,2,
security,,,,300782,卓胜微,Technology,,-0.1142395776,,,3,
security,,,,301291,明阳电气,Industrials,,-0.021887124,,,5,
security,,,,301308,江波龙,Technology,,0.009956850812,,,1,
security,,,,301309,德明利,Technology,,0.02484562202,,,1,
security,,,,301666,大普微,Technology,,-0.02729934647,,,1,
security,,,,600009,上海机场,Industrials,,-0.00963805466,,,1,
security,,,,600019,宝钢股份,Materials,,0.006246415891,,,2,
security,,,,600026,中远海能,Industrials,,-0.02747068563,,,5,
security,,,,600030,中信证券,Financials,,-0.005751847704,,,3,
security,,,,600031,三一重工,Industrials,,-0.01393915619,,,1,
security,,,,600036,招商银行,Financials,,-0.003646940453,,,1,
security,,,,600184,光电股份,Industrials,,-0.05795763561,,,3,
security,,,,600309,万华化学,Materials,,-0.00811106472,,,1,
security,,,,600406,国电南瑞,Industrials,,0.000213618604,,,3,
security,,,,600436,片仔癀,Health Care,,0.008808648035,,,1,
security,,,,600438,通威股份,Materials,,0.1332992879,,,1,
security,,,,600519,贵州茅台,Consumer Staples,,0.004373175549,,,4,
security,,,,600522,中天科技,Industrials,,0.05216013335,,,2,
security,,,,600690,海尔智家,Consumer Discretionary,,0.0005229171367,,,1,
security,,,,600760,中航沈飞,Industrials,,-0.01293359741,,,2,
security,,,,600809,山西汾酒,Consumer Staples,,-0.02364860564,,,1,
security,,,,600900,长江电力,Utilities,,-0.003436513429,,,3,
security,,,,600938,中国海油,Energy,,-0.02585176373,,,2,
security,,,,601138,工业富联,Technology,,0.05390501306,,,3,
security,,,,601318,中国平安,Financials,,0.02248019121,,,2,
security,,,,601600,中国铝业,Materials,,0.02267619453,,,2,
security,,,,601698,中国卫通,Communication Services,,0.05595282226,,,3,
security,,,,601728,中国电信,Communication Services,,0.04169334781,,,2,
security,,,,601766,中国中车,Industrials,,-0.005283847865,,,1,
security,,,,601857,中国石油,Energy,,-0.009671194838,,,1,
security,,,,601872,招商轮船,Industrials,,0.05905114322,,,4,
security,,,,601877,正泰电器,Industrials,,0.006510390263,,,1,
security,,,,601919,中远海控,Industrials,,0.03738421019,,,2,
security,,,,601985,中国核电,Utilities,,0.00678435951,,,3,
security,,,,603259,药明康德,Health Care,,-0.003492119375,,,1,
security,,,,603260,合盛硅业,Materials,,-0.06836765197,,,4,
security,,,,603288,海天味业,Consumer Staples,,0.01119982416,,,1,
security,,,,603392,万泰生物,Health Care,,-0.01220928088,,,3,
security,,,,603501,韦尔股份,Technology,,-0.008734945228,,,1,
security,,,,603629,利通电子,Technology,,0.00022881945,,,4,
security,,,,603658,安图生物,Health Care,,0.00535593672,,,2,
security,,,,603799,华友钴业,Materials,,-0.0001677112772,,,1,
security,,,,603806,福斯特,Materials,,0.02488783592,,,5,
security,,,,603986,兆易创新,Technology,,0.01146401106,,,1,
security,,,,603993,洛阳钼业,Materials,,0.05012460687,,,5,
security,,,,688521,芯原股份,Technology,,0.1421364373,,,5,
security,,,,688525,佰维存储,Technology,,0.03721070633,,,3,
security,,,,688676,金盘科技,Industrials,,0.01464417508,,,6,
sector,,,,,,CSI300,,0.07599884146,,,52,
sector,,,,,,Communication Services,,0.08871883897,,,14,
sector,,,,,,Consumer Discretionary,,-0.006895296856,,,5,
sector,,,,,,Consumer Staples,,-0.03106102716,,,11,
sector,,,,,,Energy,,-0.03552295857,,,3,
sector,,,,,,Financials,,0.005227010568,,,11,
sector,,,,,,Health Care,,-0.03940347567,,,18,
sector,,,,,,Industrials,,0.09946021901,,,49,
sector,,,,,,Materials,,0.1898702212,,,36,
sector,,,,,,Technology,,0.2351787379,,,47,
sector,,,,,,Utilities,,0.003347846081,,,6,
window,,2022H2,historical,,,,,-0.1442558748,,,22,
window,,2023H1,historical,,,,,0.2139980829,,,30,
window,,2023H2,historical,,,,,-0.1577020084,,,16,
window,,2024H1,historical,,,,,0.1141340285,,,33,
window,,2024H2,historical,,,,,0.2061196468,,,31,
window,,2025H1,historical,,,,,0.01173081505,,,21,
window,,2025H2,historical,,,,,0.3324750533,,,52,
window,,2026H1,reporting,,,,,0.05373373405,,,39,
window,,2026H2_PARTIAL,reporting,,,,,-0.04531452051,,,8,
state,,,,,,,risk_off,-0.0179470549,,,52,0.018
state,,,,,,,risk_on,0.4830977557,,,50,0.09
