date,window,evaluation,period_index,instrument,entity,sector,action,previous_weight,target_weight,weight_delta,allocated_transaction_cost,score,risk_on,rule,votes
2023-02-21,2023H1,historical,16,600031,三一重工,Industrials,BUY,0,0.25,0.25,0.00025,-0.07997890562,True,two_of_three,3
2023-02-21,2023H1,historical,16,601728,中国电信,Communication Services,BUY,0,0.25,0.25,0.00025,0.1129233092,True,two_of_three,3
2023-02-21,2023H1,historical,16,601872,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,3
2023-03-07,2023H1,historical,17,000425,徐工机械,Industrials,BUY,0,0.25,0.25,0.00025,0.08154653013,True,two_of_three,3
2023-03-07,2023H1,historical,17,000977,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,3
2023-03-07,2023H1,historical,17,300548,长芯博创,Technology,BUY,0,0.25,0.25,0.00025,0.521091938,True,two_of_three,3
2023-03-07,2023H1,historical,17,600031,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,3
2023-03-07,2023H1,historical,17,600938,中国海油,Energy,BUY,0,0.25,0.25,0.00025,0.1970691383,True,two_of_three,3
2023-03-07,2023H1,historical,17,601698,中国卫通,Communication Services,BUY,0,0.25,0.25,0.00025,0.6264232993,True,two_of_three,3
2023-03-07,2023H1,historical,17,601728,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,3
2023-03-07,2023H1,historical,17,603993,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,3
2023-03-21,2023H1,historical,18,000300,CSI300 fallback,CSI300,BUY,0,1,1,0.001,,False,two_of_three,1
2023-03-21,2023H1,historical,18,000425,,,SELL,0.25,0,-0.25,0.00025,,False,two_of_three,1
2023-03-21,2023H1,historical,18,300548,,,SELL,0.25,0,-0.25,0.00025,,False,two_of_three,1
2023-03-21,2023H1,historical,18,600938,,,SELL,0.25,0,-0.25,0.00025,,False,two_of_three,1
2023-03-21,2023H1,historical,18,601698,,,SELL,0.25,0,-0.25,0.00025,,False,two_of_three,1
2023-04-04,2023H1,historical,19,000300,,,SELL,1,0,-1,0.001,,True,two_of_three,3
2023-04-04,2023H1,historical,19,002222,福晶科技,Technology,BUY,0,0.25,0.25,0.00025,0.6742237806,True,two_of_three,3
2023-04-04,2023H1,historical,19,002493,荣盛石化,Materials,BUY,0,0.25,0.25,0.00025,0.5840027928,True,two_of_three,3
2023-04-04,2023H1,historical,19,002602,世纪华通,Communication Services,BUY,0,0.25,0.25,0.00025,0.2225860357,True,two_of_three,3
2023-04-04,2023H1,historical,19,600026,中远海能,Industrials,BUY,0,0.25,0.25,0.00025,0.2456819713,True,two_of_three,3
2023-04-19,2023H1,historical,20,000300,CSI300 fallback,CSI300,BUY,0,1,1,0.001,,False,two_of_three,1
2023-04-19,2023H1,historical,20,002222,,,SELL,0.25,0,-0.25,0.00025,,False,two_of_three,1
2023-04-19,2023H1,historical,20,002493,,,SELL,0.25,0,-0.25,0.00025,,False,two_of_three,1
2023-04-19,2023H1,historical,20,002602,,,SELL,0.25,0,-0.25,0.00025,,False,two_of_three,1
2023-04-19,2023H1,historical,20,600026,,,SELL,0.25,0,-0.25,0.00025,,False,two_of_three,1
2023-07-31,2023H2,historical,27,000001,平安银行,Financials,BUY,0,0.25,0.25,0.00025,0.2616395056,True,two_of_three,2
2023-07-31,2023H2,historical,27,000300,,,SELL,1,0,-1,0.001,,True,two_of_three,2
2023-07-31,2023H2,historical,27,002714,牧原股份,Consumer Staples,BUY,0,0.25,0.25,0.00025,0.4922366738,True,two_of_three,2
2023-07-31,2023H2,historical,27,300033,同花顺,Technology,BUY,0,0.25,0.25,0.00025,0.8601369858,True,two_of_three,2
2023-07-31,2023H2,historical,27,600309,万华化学,Materials,BUY,0,0.25,0.25,0.00025,0.273080349,True,two_of_three,2
2023-08-14,2023H2,historical,28,000001,,,SELL,0.25,0,-0.25,0.00025,,False,two_of_three,0
2023-08-14,2023H2,historical,28,000300,CSI300 fallback,CSI300,BUY,0,1,1,0.001,,False,two_of_three,0
2023-08-14,2023H2,historical,28,002714,,,SELL,0.25,0,-0.25,0.00025,,False,two_of_three,0
2023-08-14,2023H2,historical,28,300033,,,SELL,0.25,0,-0.25,0.00025,,False,two_of_three,0
2023-08-14,2023H2,historical,28,600309,,,SELL,0.25,0,-0.25,0.00025,,False,two_of_three,0
2024-03-06,2024H1,historical,42,000300,,,SELL,1,0,-1,0.001,,True,two_of_three,2
2024-03-06,2024H1,historical,42,002466,天齐锂业,Materials,BUY,0,0.25,0.25,0.00025,0.1993560791,True,two_of_three,2
2024-03-06,2024H1,historical,42,301291,明阳电气,Industrials,BUY,0,0.25,0.25,0.00025,0.3385711014,True,two_of_three,2
2024-03-06,2024H1,historical,42,603629,利通电子,Technology,BUY,0,0.25,0.25,0.00025,0.363509953,True,two_of_three,2
2024-03-06,2024H1,historical,42,603658,安图生物,Health Care,BUY,0,0.25,0.25,0.00025,0.06406702846,True,two_of_three,2
2024-03-20,2024H1,historical,43,000538,云南白药,Health Care,BUY,0,0.25,0.25,0.00025,0.3005939722,True,two_of_three,2
2024-03-20,2024H1,historical,43,002466,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,2
2024-03-20,2024H1,historical,43,301291,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,2
2024-03-20,2024H1,historical,43,603658,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,2
2024-03-20,2024H1,historical,43,603993,洛阳钼业,Materials,BUY,0,0.25,0.25,0.00025,0.02663055435,True,two_of_three,2
2024-03-20,2024H1,historical,43,688676,金盘科技,Industrials,BUY,0,0.25,0.25,0.00025,-0.005104710814,True,two_of_three,2
2024-04-03,2024H1,historical,44,000538,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,2
2024-04-03,2024H1,historical,44,300548,长芯博创,Technology,BUY,0,0.25,0.25,0.00025,0.3586148024,True,two_of_three,2
2024-04-03,2024H1,historical,44,300750,宁德时代,Industrials,BUY,0,0.25,0.25,0.00025,0.16348809,True,two_of_three,2
2024-04-03,2024H1,historical,44,601728,中国电信,Communication Services,BUY,0,0.25,0.25,0.00025,0.0664216727,True,two_of_three,2
2024-04-03,2024H1,historical,44,603629,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,2
2024-04-03,2024H1,historical,44,688676,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,2
2024-04-19,2024H1,historical,45,002709,天赐材料,Materials,BUY,0,0.25,0.25,0.00025,0.1054667458,True,two_of_three,2
2024-04-19,2024H1,historical,45,300133,华策影视,Communication Services,BUY,0,0.25,0.25,0.00025,0.6840584278,True,two_of_three,2
2024-04-19,2024H1,historical,45,300750,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,2
2024-04-19,2024H1,historical,45,601728,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,2
2024-04-19,2024H1,historical,45,601919,中远海控,Industrials,BUY,0,0.25,0.25,0.00025,0.2255422771,True,two_of_three,2
2024-04-19,2024H1,historical,45,603993,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,2
2024-05-08,2024H1,historical,46,300548,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,3
2024-05-08,2024H1,historical,46,600009,上海机场,Industrials,BUY,0,0.25,0.25,0.00025,0.5037767887,True,two_of_three,3
2024-05-08,2024H1,historical,46,601919,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,3
2024-05-08,2024H1,historical,46,688525,佰维存储,Technology,BUY,0,0.25,0.25,0.00025,0.580557704,True,two_of_three,3
2024-05-22,2024H1,historical,47,002410,广联达,Technology,BUY,0,0.25,0.25,0.00025,0.33603549,True,two_of_three,3
2024-05-22,2024H1,historical,47,002466,天齐锂业,Materials,BUY,0,0.25,0.25,0.00025,0.0746858269,True,two_of_three,3
2024-05-22,2024H1,historical,47,002709,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,3
2024-05-22,2024H1,historical,47,300133,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,3
2024-05-22,2024H1,historical,47,600009,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,3
2024-05-22,2024H1,historical,47,600519,贵州茅台,Consumer Staples,BUY,0,0.25,0.25,0.00025,0.3338261843,True,two_of_three,3
2024-05-22,2024H1,historical,47,688525,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,3
2024-05-22,2024H1,historical,47,688676,金盘科技,Industrials,BUY,0,0.25,0.25,0.00025,0.0687206015,True,two_of_three,3
2024-06-05,2024H1,historical,48,002410,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,2
2024-06-05,2024H1,historical,48,002466,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,2
2024-06-05,2024H1,historical,48,301291,明阳电气,Industrials,BUY,0,0.25,0.25,0.00025,0.2892689407,True,two_of_three,2
2024-06-05,2024H1,historical,48,600519,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,2
2024-06-05,2024H1,historical,48,600900,长江电力,Utilities,BUY,0,0.25,0.25,0.00025,0.1238056943,True,two_of_three,2
2024-06-05,2024H1,historical,48,601318,中国平安,Financials,BUY,0,0.25,0.25,0.00025,0.116058059,True,two_of_three,2
2024-06-05,2024H1,historical,48,688525,佰维存储,Technology,BUY,0,0.25,0.25,0.00025,0.3850355446,True,two_of_three,2
2024-06-05,2024H1,historical,48,688676,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,2
2024-06-20,2024H1,historical,49,000300,CSI300 fallback,CSI300,BUY,0,1,1,0.001,,False,two_of_three,0
2024-06-20,2024H1,historical,49,301291,,,SELL,0.25,0,-0.25,0.00025,,False,two_of_three,0
2024-06-20,2024H1,historical,49,600900,,,SELL,0.25,0,-0.25,0.00025,,False,two_of_three,0
2024-06-20,2024H1,historical,49,601318,,,SELL,0.25,0,-0.25,0.00025,,False,two_of_three,0
2024-06-20,2024H1,historical,49,688525,,,SELL,0.25,0,-0.25,0.00025,,False,two_of_three,0
2024-10-16,2024H2,historical,57,000300,,,SELL,1,0,-1,0.001,,True,two_of_three,3
2024-10-16,2024H2,historical,57,002602,世纪华通,Communication Services,BUY,0,0.25,0.25,0.00025,0.1410344988,True,two_of_three,3
2024-10-16,2024H2,historical,57,301309,德明利,Technology,BUY,0,0.25,0.25,0.00025,0.4046109617,True,two_of_three,3
2024-10-16,2024H2,historical,57,600438,通威股份,Materials,BUY,0,0.25,0.25,0.00025,0.4361667335,True,two_of_three,3
2024-10-16,2024H2,historical,57,600760,中航沈飞,Industrials,BUY,0,0.25,0.25,0.00025,0.4656366408,True,two_of_three,3
2024-10-30,2024H2,historical,58,002007,华兰生物,Health Care,BUY,0,0.25,0.25,0.00025,0.2028064132,True,two_of_three,3
2024-10-30,2024H2,historical,58,002456,欧菲光,Technology,BUY,0,0.25,0.25,0.00025,0.2129295766,True,two_of_three,3
2024-10-30,2024H2,historical,58,002602,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,3
2024-10-30,2024H2,historical,58,301309,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,3
2024-10-30,2024H2,historical,58,600184,光电股份,Industrials,BUY,0,0.25,0.25,0.00025,0.318526566,True,two_of_three,3
2024-10-30,2024H2,historical,58,600438,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,3
2024-10-30,2024H2,historical,58,600760,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,3
2024-10-30,2024H2,historical,58,603260,合盛硅业,Materials,BUY,0,0.25,0.25,0.00025,0.5397003889,True,two_of_three,3
2024-11-13,2024H2,historical,59,002007,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,3
2024-11-13,2024H2,historical,59,002456,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,3
2024-11-13,2024H2,historical,59,002460,赣锋锂业,Materials,BUY,0,0.25,0.25,0.00025,1.028908014,True,two_of_three,3
2024-11-13,2024H2,historical,59,600184,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,3
2024-11-13,2024H2,historical,59,600760,中航沈飞,Industrials,BUY,0,0.25,0.25,0.00025,0.1802109927,True,two_of_three,3
2024-11-13,2024H2,historical,59,600809,山西汾酒,Consumer Staples,BUY,0,0.25,0.25,0.00025,-0.02425192297,True,two_of_three,3
2024-11-13,2024H2,historical,59,603260,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,3
2024-11-13,2024H2,historical,59,688521,芯原股份,Technology,BUY,0,0.25,0.25,0.00025,0.5451287031,True,two_of_three,3
2024-11-27,2024H2,historical,60,000938,紫光股份,Technology,BUY,0,0.25,0.25,0.00025,0.1362404674,True,two_of_three,3
2024-11-27,2024H2,historical,60,002460,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,3
2024-11-27,2024H2,historical,60,002709,天赐材料,Materials,BUY,0,0.25,0.25,0.00025,-0.05488446727,True,two_of_three,3
2024-11-27,2024H2,historical,60,002837,英维克,Industrials,BUY,0,0.25,0.25,0.00025,0.05184553564,True,two_of_three,3
2024-11-27,2024H2,historical,60,600030,中信证券,Financials,BUY,0,0.25,0.25,0.00025,-0.02523902245,True,two_of_three,3
2024-11-27,2024H2,historical,60,600760,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,3
2024-11-27,2024H2,historical,60,600809,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,3
2024-11-27,2024H2,historical,60,688521,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,3
2024-12-11,2024H2,historical,61,000938,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,3
2024-12-11,2024H2,historical,61,002709,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,3
2024-12-11,2024H2,historical,61,600019,宝钢股份,Materials,BUY,0,0.25,0.25,0.00025,0.1234638989,True,two_of_three,3
2024-12-11,2024H2,historical,61,600030,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,3
2024-12-11,2024H2,historical,61,601698,中国卫通,Communication Services,BUY,0,0.25,0.25,0.00025,0.1560744792,True,two_of_three,3
2024-12-11,2024H2,historical,61,688521,芯原股份,Technology,BUY,0,0.25,0.25,0.00025,0.1931452751,True,two_of_three,3
2024-12-25,2024H2,historical,62,002837,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,2
2024-12-25,2024H2,historical,62,300133,华策影视,Communication Services,BUY,0,0.25,0.25,0.00025,0.02631544136,True,two_of_three,2
2024-12-25,2024H2,historical,62,600019,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,2
2024-12-25,2024H2,historical,62,600900,长江电力,Utilities,BUY,0,0.25,0.25,0.00025,0.5957375169,True,two_of_three,2
2024-12-25,2024H2,historical,62,601698,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,2
2024-12-25,2024H2,historical,62,603986,兆易创新,Technology,BUY,0,0.25,0.25,0.00025,0.2949168384,True,two_of_three,2
2024-12-25,2024H2,historical,62,688521,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,2
2024-12-25,2024H2,historical,62,688676,金盘科技,Industrials,BUY,0,0.25,0.25,0.00025,0.1407697201,True,two_of_three,2
2025-01-02,2025H1,historical,63,000300,CSI300 fallback,CSI300,BUY,0,1,1,0.001,,False,two_of_three,1
2025-01-02,2025H1,historical,63,300133,,,SELL,0.25,0,-0.25,0.00025,,False,two_of_three,1
2025-01-02,2025H1,historical,63,600900,,,SELL,0.25,0,-0.25,0.00025,,False,two_of_three,1
2025-01-02,2025H1,historical,63,603986,,,SELL,0.25,0,-0.25,0.00025,,False,two_of_three,1
2025-01-02,2025H1,historical,63,688676,,,SELL,0.25,0,-0.25,0.00025,,False,two_of_three,1
2025-02-21,2025H1,historical,66,000001,平安银行,Financials,BUY,0,0.25,0.25,0.00025,0.2367902249,True,two_of_three,2
2025-02-21,2025H1,historical,66,000300,,,SELL,1,0,-1,0.001,,True,two_of_three,2
2025-02-21,2025H1,historical,66,002352,顺丰控股,Industrials,BUY,0,0.25,0.25,0.00025,0.411341399,True,two_of_three,2
2025-02-21,2025H1,historical,66,600519,贵州茅台,Consumer Staples,BUY,0,0.25,0.25,0.00025,0.2119971216,True,two_of_three,2
2025-02-21,2025H1,historical,66,603501,韦尔股份,Technology,BUY,0,0.25,0.25,0.00025,0.7602983713,True,two_of_three,2
2025-03-07,2025H1,historical,67,000895,双汇发展,Consumer Staples,BUY,0,0.25,0.25,0.00025,0.02882034145,True,two_of_three,3
2025-03-07,2025H1,historical,67,002352,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,3
2025-03-07,2025H1,historical,67,300548,长芯博创,Technology,BUY,0,0.25,0.25,0.00025,0.5383525491,True,two_of_three,3
2025-03-07,2025H1,historical,67,600519,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,3
2025-03-07,2025H1,historical,67,601766,中国中车,Industrials,BUY,0,0.25,0.25,0.00025,0.2362080961,True,two_of_three,3
2025-03-07,2025H1,historical,67,603501,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,3
2025-03-21,2025H1,historical,68,000001,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,2
2025-03-21,2025H1,historical,68,000895,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,2
2025-03-21,2025H1,historical,68,000999,华润三九,Health Care,BUY,0,0.25,0.25,0.00025,0.1493223011,True,two_of_three,2
2025-03-21,2025H1,historical,68,002352,顺丰控股,Industrials,BUY,0,0.25,0.25,0.00025,0.2017298192,True,two_of_three,2
2025-03-21,2025H1,historical,68,300548,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,2
2025-03-21,2025H1,historical,68,601766,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,2
2025-03-21,2025H1,historical,68,601857,中国石油,Energy,BUY,0,0.25,0.25,0.00025,0.1518440545,True,two_of_three,2
2025-03-21,2025H1,historical,68,603629,利通电子,Technology,BUY,0,0.25,0.25,0.00025,0.5582361817,True,two_of_three,2
2025-04-07,2025H1,historical,69,000300,CSI300 fallback,CSI300,BUY,0,1,1,0.001,,False,two_of_three,0
2025-04-07,2025H1,historical,69,000999,,,SELL,0.25,0,-0.25,0.00025,,False,two_of_three,0
2025-04-07,2025H1,historical,69,002352,,,SELL,0.25,0,-0.25,0.00025,,False,two_of_three,0
2025-04-07,2025H1,historical,69,601857,,,SELL,0.25,0,-0.25,0.00025,,False,two_of_three,0
2025-04-07,2025H1,historical,69,603629,,,SELL,0.25,0,-0.25,0.00025,,False,two_of_three,0
2025-07-01,2025H2,historical,75,000300,,,SELL,1,0,-1,0.001,,True,two_of_three,3
2025-07-01,2025H2,historical,75,000725,京东方A,Technology,BUY,0,0.25,0.25,0.00025,0.7438793778,True,two_of_three,3
2025-07-01,2025H2,historical,75,002601,龙佰集团,Materials,BUY,0,0.25,0.25,0.00025,0.2554601431,True,two_of_three,3
2025-07-01,2025H2,historical,75,600406,国电南瑞,Industrials,BUY,0,0.25,0.25,0.00025,0.2990632057,True,two_of_three,3
2025-07-01,2025H2,historical,75,600690,海尔智家,Consumer Discretionary,BUY,0,0.25,0.25,0.00025,0.5636469722,True,two_of_three,3
2025-07-15,2025H2,historical,76,000333,美的集团,Consumer Discretionary,BUY,0,0.25,0.25,0.00025,0.4663728774,True,two_of_three,3
2025-07-15,2025H2,historical,76,000725,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,3
2025-07-15,2025H2,historical,76,000858,五粮液,Consumer Staples,BUY,0,0.25,0.25,0.00025,0.6981636882,True,two_of_three,3
2025-07-15,2025H2,historical,76,002049,紫光国微,Technology,BUY,0,0.25,0.25,0.00025,0.3104821146,True,two_of_three,3
2025-07-15,2025H2,historical,76,002601,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,3
2025-07-15,2025H2,historical,76,600406,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,3
2025-07-15,2025H2,historical,76,600690,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,3
2025-07-15,2025H2,historical,76,601877,正泰电器,Industrials,BUY,0,0.25,0.25,0.00025,0.2807406187,True,two_of_three,3
2025-07-29,2025H2,historical,77,000333,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,3
2025-07-29,2025H2,historical,77,000858,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,3
2025-07-29,2025H2,historical,77,000895,双汇发展,Consumer Staples,BUY,0,0.25,0.25,0.00025,0.3901126087,True,two_of_three,3
2025-07-29,2025H2,historical,77,002049,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,3
2025-07-29,2025H2,historical,77,002415,海康威视,Technology,BUY,0,0.25,0.25,0.00025,0.3545886874,True,two_of_three,3
2025-07-29,2025H2,historical,77,600026,中远海能,Industrials,BUY,0,0.25,0.25,0.00025,0.4130038917,True,two_of_three,3
2025-07-29,2025H2,historical,77,601877,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,3
2025-07-29,2025H2,historical,77,603658,安图生物,Health Care,BUY,0,0.25,0.25,0.00025,0.3518933356,True,two_of_three,3
2025-08-12,2025H2,historical,78,000895,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,3
2025-08-12,2025H2,historical,78,002415,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,3
2025-08-12,2025H2,historical,78,600026,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,3
2025-08-12,2025H2,historical,78,600036,招商银行,Financials,BUY,0,0.25,0.25,0.00025,0.1108702421,True,two_of_three,3
2025-08-12,2025H2,historical,78,600436,片仔癀,Health Care,BUY,0,0.25,0.25,0.00025,0.2114435434,True,two_of_three,3
2025-08-12,2025H2,historical,78,601872,招商轮船,Industrials,BUY,0,0.25,0.25,0.00025,0.4943479598,True,two_of_three,3
2025-08-12,2025H2,historical,78,603288,海天味业,Consumer Staples,BUY,0,0.25,0.25,0.00025,0.3901620507,True,two_of_three,3
2025-08-12,2025H2,historical,78,603658,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,3
2025-08-26,2025H2,historical,79,300548,长芯博创,Technology,BUY,0,0.25,0.25,0.00025,0.3695402443,True,two_of_three,3
2025-08-26,2025H2,historical,79,600036,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,3
2025-08-26,2025H2,historical,79,600406,国电南瑞,Industrials,BUY,0,0.25,0.25,0.00025,0.2746952474,True,two_of_three,3
2025-08-26,2025H2,historical,79,600436,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,3
2025-08-26,2025H2,historical,79,600519,贵州茅台,Consumer Staples,BUY,0,0.25,0.25,0.00025,0.4824098051,True,two_of_three,3
2025-08-26,2025H2,historical,79,601872,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,3
