date,window,evaluation,period_index,instrument,entity,sector,action,previous_weight,target_weight,weight_delta,allocated_transaction_cost,score,risk_on,rule,votes
2025-08-26,2025H2,historical,79,601985,中国核电,Utilities,BUY,0,0.25,0.25,0.00025,0.3166193366,True,two_of_three,3
2025-08-26,2025H2,historical,79,603288,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,3
2025-09-09,2025H2,historical,80,000538,云南白药,Health Care,BUY,0,0.25,0.25,0.00025,0.06063594297,True,two_of_three,3
2025-09-09,2025H2,historical,80,002709,天赐材料,Materials,BUY,0,0.25,0.25,0.00025,0.5114407539,True,two_of_three,3
2025-09-09,2025H2,historical,80,300548,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,3
2025-09-09,2025H2,historical,80,600184,光电股份,Industrials,BUY,0,0.25,0.25,0.00025,0.474719137,True,two_of_three,3
2025-09-09,2025H2,historical,80,600406,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,3
2025-09-09,2025H2,historical,80,600519,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,3
2025-09-09,2025H2,historical,80,601138,工业富联,Technology,BUY,0,0.25,0.25,0.00025,0.05065156892,True,two_of_three,3
2025-09-09,2025H2,historical,80,601985,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,3
2025-09-23,2025H2,historical,81,000538,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,3
2025-09-23,2025H2,historical,81,002222,福晶科技,Technology,BUY,0,0.25,0.25,0.00025,0.4264551401,True,two_of_three,3
2025-09-23,2025H2,historical,81,002460,赣锋锂业,Materials,BUY,0,0.25,0.25,0.00025,0.02571049146,True,two_of_three,3
2025-09-23,2025H2,historical,81,002602,世纪华通,Communication Services,BUY,0,0.25,0.25,0.00025,0.1786619574,True,two_of_three,3
2025-09-23,2025H2,historical,81,002709,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,3
2025-09-23,2025H2,historical,81,600184,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,3
2025-09-23,2025H2,historical,81,601138,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,3
2025-09-23,2025H2,historical,81,688676,金盘科技,Industrials,BUY,0,0.25,0.25,0.00025,0.3863370121,True,two_of_three,3
2025-10-15,2025H2,historical,82,002007,华兰生物,Health Care,BUY,0,0.25,0.25,0.00025,0.1767222285,True,two_of_three,3
2025-10-15,2025H2,historical,82,002222,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,3
2025-10-15,2025H2,historical,82,002460,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,3
2025-10-15,2025H2,historical,82,002602,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,3
2025-10-15,2025H2,historical,82,300548,长芯博创,Technology,BUY,0,0.25,0.25,0.00025,0.4137860537,True,two_of_three,3
2025-10-15,2025H2,historical,82,600019,宝钢股份,Materials,BUY,0,0.25,0.25,0.00025,0.07959779352,True,two_of_three,3
2025-10-15,2025H2,historical,82,600406,国电南瑞,Industrials,BUY,0,0.25,0.25,0.00025,0.2688731849,True,two_of_three,3
2025-10-15,2025H2,historical,82,688676,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,3
2025-10-29,2025H2,historical,83,000338,潍柴动力,Industrials,BUY,0,0.25,0.25,0.00025,0.3229647577,True,two_of_three,3
2025-10-29,2025H2,historical,83,000651,格力电器,Consumer Discretionary,BUY,0,0.25,0.25,0.00025,0.3342666328,True,two_of_three,3
2025-10-29,2025H2,historical,83,002007,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,3
2025-10-29,2025H2,historical,83,002142,宁波银行,Financials,BUY,0,0.25,0.25,0.00025,0.2646006048,True,two_of_three,3
2025-10-29,2025H2,historical,83,300548,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,3
2025-10-29,2025H2,historical,83,600019,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,3
2025-10-29,2025H2,historical,83,600406,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,3
2025-10-29,2025H2,historical,83,601138,工业富联,Technology,BUY,0,0.25,0.25,0.00025,0.6122103333,True,two_of_three,3
2025-11-12,2025H2,historical,84,000063,中兴通讯,Technology,BUY,0,0.25,0.25,0.00025,0.7939003706,True,two_of_three,3
2025-11-12,2025H2,historical,84,000338,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,3
2025-11-12,2025H2,historical,84,601138,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,3
2025-11-12,2025H2,historical,84,601919,中远海控,Industrials,BUY,0,0.25,0.25,0.00025,0.7450442314,True,two_of_three,3
2025-11-26,2025H2,historical,85,000063,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,2
2025-11-26,2025H2,historical,85,000651,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,2
2025-11-26,2025H2,historical,85,002142,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,2
2025-11-26,2025H2,historical,85,002460,赣锋锂业,Materials,BUY,0,0.25,0.25,0.00025,0.2039560378,True,two_of_three,2
2025-11-26,2025H2,historical,85,301291,明阳电气,Industrials,BUY,0,0.25,0.25,0.00025,0.7355573773,True,two_of_three,2
2025-11-26,2025H2,historical,85,600519,贵州茅台,Consumer Staples,BUY,0,0.25,0.25,0.00025,0.4386772513,True,two_of_three,2
2025-11-26,2025H2,historical,85,601919,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,2
2025-11-26,2025H2,historical,85,688525,佰维存储,Technology,BUY,0,0.25,0.25,0.00025,0.8033189774,True,two_of_three,2
2025-12-10,2025H2,historical,86,000333,美的集团,Consumer Discretionary,BUY,0,0.25,0.25,0.00025,0.2075392008,True,two_of_three,2
2025-12-10,2025H2,historical,86,002460,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,2
2025-12-10,2025H2,historical,86,002466,天齐锂业,Materials,BUY,0,0.25,0.25,0.00025,0.3963400126,True,two_of_three,2
2025-12-10,2025H2,historical,86,301291,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,2
2025-12-10,2025H2,historical,86,600519,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,2
2025-12-10,2025H2,historical,86,601138,工业富联,Technology,BUY,0,0.25,0.25,0.00025,0.4533875883,True,two_of_three,2
2025-12-10,2025H2,historical,86,601872,招商轮船,Industrials,BUY,0,0.25,0.25,0.00025,0.1064220816,True,two_of_three,2
2025-12-10,2025H2,historical,86,688525,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,2
2025-12-24,2025H2,historical,87,000333,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,2
2025-12-24,2025H2,historical,87,000538,云南白药,Health Care,BUY,0,0.25,0.25,0.00025,0.3211047053,True,two_of_three,2
2025-12-24,2025H2,historical,87,002466,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,2
2025-12-24,2025H2,historical,87,002837,英维克,Industrials,BUY,0,0.25,0.25,0.00025,0.4878331423,True,two_of_three,2
2025-12-24,2025H2,historical,87,600030,中信证券,Financials,BUY,0,0.25,0.25,0.00025,0.5699121356,True,two_of_three,2
2025-12-24,2025H2,historical,87,601138,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,2
2025-12-24,2025H2,historical,87,601872,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,2
2025-12-24,2025H2,historical,87,601985,中国核电,Utilities,BUY,0,0.25,0.25,0.00025,0.4220104218,True,two_of_three,2
2026-01-05,2026H1,reporting,88,002001,新和成,Materials,BUY,0,0.25,0.25,0.0005,0.1090657488,True,two_of_three,3
2026-01-05,2026H1,reporting,88,002050,三花智控,Industrials,BUY,0,0.25,0.25,0.0005,0.1229178384,True,two_of_three,3
2026-01-05,2026H1,reporting,88,600030,中信证券,Financials,BUY,0,0.25,0.25,0.0005,0.1421185136,True,two_of_three,3
2026-01-05,2026H1,reporting,88,688521,芯原股份,Technology,BUY,0,0.25,0.25,0.0005,0.3080888689,True,two_of_three,3
2026-01-19,2026H1,reporting,89,002001,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,3
2026-01-19,2026H1,reporting,89,002050,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,3
2026-01-19,2026H1,reporting,89,002202,金风科技,Industrials,BUY,0,0.25,0.25,0.00025,0.4658450782,True,two_of_three,3
2026-01-19,2026H1,reporting,89,600030,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,3
2026-01-19,2026H1,reporting,89,601698,中国卫通,Communication Services,BUY,0,0.25,0.25,0.00025,0.1032808945,True,two_of_three,3
2026-01-19,2026H1,reporting,89,603993,洛阳钼业,Materials,BUY,0,0.25,0.25,0.00025,0.1436014473,True,two_of_three,3
2026-02-02,2026H1,reporting,90,000300,CSI300 fallback,CSI300,BUY,0,1,1,0.001,,False,two_of_three,1
2026-02-02,2026H1,reporting,90,002202,,,SELL,0.25,0,-0.25,0.00025,,False,two_of_three,1
2026-02-02,2026H1,reporting,90,601698,,,SELL,0.25,0,-0.25,0.00025,,False,two_of_three,1
2026-02-02,2026H1,reporting,90,603993,,,SELL,0.25,0,-0.25,0.00025,,False,two_of_three,1
2026-02-02,2026H1,reporting,90,688521,,,SELL,0.25,0,-0.25,0.00025,,False,two_of_three,1
2026-02-24,2026H1,reporting,91,000300,,,SELL,1,0,-1,0.001,,True,two_of_three,3
2026-02-24,2026H1,reporting,91,002007,华兰生物,Health Care,BUY,0,0.25,0.25,0.00025,0.1370822042,True,two_of_three,3
2026-02-24,2026H1,reporting,91,601600,中国铝业,Materials,BUY,0,0.25,0.25,0.00025,0.0790669471,True,two_of_three,3
2026-02-24,2026H1,reporting,91,601872,招商轮船,Industrials,BUY,0,0.25,0.25,0.00025,0.3737108111,True,two_of_three,3
2026-02-24,2026H1,reporting,91,603629,利通电子,Technology,BUY,0,0.25,0.25,0.00025,0.2483046949,True,two_of_three,3
2026-03-10,2026H1,reporting,92,002007,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,2
2026-03-10,2026H1,reporting,92,301308,江波龙,Technology,BUY,0,0.25,0.25,0.00025,0.4071347713,True,two_of_three,2
2026-03-10,2026H1,reporting,92,600026,中远海能,Industrials,BUY,0,0.25,0.25,0.00025,0.378359437,True,two_of_three,2
2026-03-10,2026H1,reporting,92,600900,长江电力,Utilities,BUY,0,0.25,0.25,0.00025,0.2344042808,True,two_of_three,2
2026-03-10,2026H1,reporting,92,600938,中国海油,Energy,BUY,0,0.25,0.25,0.00025,0.1401763707,True,two_of_three,2
2026-03-10,2026H1,reporting,92,601600,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,2
2026-03-10,2026H1,reporting,92,601872,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,2
2026-03-10,2026H1,reporting,92,603629,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,2
2026-03-24,2026H1,reporting,93,000300,CSI300 fallback,CSI300,BUY,0,1,1,0.001,,False,two_of_three,1
2026-03-24,2026H1,reporting,93,301308,,,SELL,0.25,0,-0.25,0.00025,,False,two_of_three,1
2026-03-24,2026H1,reporting,93,600026,,,SELL,0.25,0,-0.25,0.00025,,False,two_of_three,1
2026-03-24,2026H1,reporting,93,600900,,,SELL,0.25,0,-0.25,0.00025,,False,two_of_three,1
2026-03-24,2026H1,reporting,93,600938,,,SELL,0.25,0,-0.25,0.00025,,False,two_of_three,1
2026-04-22,2026H1,reporting,95,000300,,,SELL,1,0,-1,0.001,,True,two_of_three,2
2026-04-22,2026H1,reporting,95,002475,立讯精密,Technology,BUY,0,0.25,0.25,0.00025,0.2601981163,True,two_of_three,2
2026-04-22,2026H1,reporting,95,600522,中天科技,Industrials,BUY,0,0.25,0.25,0.00025,0.4403361976,True,two_of_three,2
2026-04-22,2026H1,reporting,95,601985,中国核电,Utilities,BUY,0,0.25,0.25,0.00025,0.06890843064,True,two_of_three,2
2026-04-22,2026H1,reporting,95,603806,福斯特,Materials,BUY,0,0.25,0.25,0.00025,0.1269360334,True,two_of_three,2
2026-05-11,2026H1,reporting,96,002475,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,3
2026-05-11,2026H1,reporting,96,002709,天赐材料,Materials,BUY,0,0.25,0.25,0.00025,0.3215959966,True,two_of_three,3
2026-05-11,2026H1,reporting,96,300133,华策影视,Communication Services,BUY,0,0.25,0.25,0.00025,0.06519553065,True,two_of_three,3
2026-05-11,2026H1,reporting,96,601985,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,3
2026-05-11,2026H1,reporting,96,603806,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,3
2026-05-11,2026H1,reporting,96,688521,芯原股份,Technology,BUY,0,0.25,0.25,0.00025,0.3110358119,True,two_of_three,3
2026-05-25,2026H1,reporting,97,002709,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,2
2026-05-25,2026H1,reporting,97,300782,卓胜微,Technology,BUY,0,0.25,0.25,0.00025,0.3261427283,True,two_of_three,2
2026-05-25,2026H1,reporting,97,600522,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,2
2026-05-25,2026H1,reporting,97,603806,福斯特,Materials,BUY,0,0.25,0.25,0.00025,0.1305658072,True,two_of_three,2
2026-05-25,2026H1,reporting,97,688521,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,2
2026-05-25,2026H1,reporting,97,688676,金盘科技,Industrials,BUY,0,0.25,0.25,0.00025,0.540789783,True,two_of_three,2
2026-06-08,2026H1,reporting,98,300133,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,2
2026-06-08,2026H1,reporting,98,300548,长芯博创,Technology,BUY,0,0.25,0.25,0.00025,0.7614300251,True,two_of_three,2
2026-06-08,2026H1,reporting,98,300782,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,2
2026-06-08,2026H1,reporting,98,301291,明阳电气,Industrials,BUY,0,0.25,0.25,0.00025,1.058489799,True,two_of_three,2
2026-06-08,2026H1,reporting,98,603392,万泰生物,Health Care,BUY,0,0.25,0.25,0.00025,0.2124550045,True,two_of_three,2
2026-06-08,2026H1,reporting,98,688676,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,2
2026-06-23,2026H1,reporting,99,300408,三环集团,Technology,BUY,0,0.25,0.25,0.00025,1.029317617,True,two_of_three,2
2026-06-23,2026H1,reporting,99,300548,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,2
2026-06-23,2026H1,reporting,99,301291,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,2
2026-06-23,2026H1,reporting,99,600026,中远海能,Industrials,BUY,0,0.25,0.25,0.00025,0.5205975771,True,two_of_three,2
2026-06-23,2026H1,reporting,99,603260,合盛硅业,Materials,BUY,0,0.25,0.25,0.00025,0.5342959762,True,two_of_three,2
2026-06-23,2026H1,reporting,99,603806,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,2
2026-07-01,2026H2_PARTIAL,reporting,100,300408,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,2
2026-07-01,2026H2_PARTIAL,reporting,100,301291,明阳电气,Industrials,BUY,0,0.25,0.25,0.00025,0.6507356167,True,two_of_three,2
2026-07-01,2026H2_PARTIAL,reporting,100,301666,大普微,Technology,BUY,0,0.25,0.25,0.00025,1.067633986,True,two_of_three,2
2026-07-01,2026H2_PARTIAL,reporting,100,600026,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,2
2026-07-01,2026H2_PARTIAL,reporting,100,601600,中国铝业,Materials,BUY,0,0.25,0.25,0.00025,0.7015627623,True,two_of_three,2
2026-07-01,2026H2_PARTIAL,reporting,100,603260,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,2
2026-07-15,2026H2_PARTIAL,reporting,101,300408,三环集团,Technology,BUY,0,0.25,0.25,0.00025,1.299153924,True,two_of_three,2
2026-07-15,2026H2_PARTIAL,reporting,101,301291,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,2
2026-07-15,2026H2_PARTIAL,reporting,101,301666,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,2
2026-07-15,2026H2_PARTIAL,reporting,101,600184,光电股份,Industrials,BUY,0,0.25,0.25,0.00025,0.7320377231,True,two_of_three,2
2026-07-15,2026H2_PARTIAL,reporting,101,601600,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,2
2026-07-15,2026H2_PARTIAL,reporting,101,603259,药明康德,Health Care,BUY,0,0.25,0.25,0.00025,0.1094728187,True,two_of_three,2
2026-07-15,2026H2_PARTIAL,reporting,101,603260,合盛硅业,Materials,BUY,0,0.25,0.25,0.00025,0.7000020742,True,two_of_three,2
2026-07-15,2026H2_PARTIAL,reporting,101,603392,,,SELL,0.25,0,-0.25,0.00025,,True,two_of_three,2
