factor_a,factor_b,rank_correlation
recovery_from_low_63,momentum_126,0.5490261769
recovery_from_low_63,trend_efficiency_20,0.04205200979
recovery_from_low_63,trend_efficiency_60,0.2298581252
recovery_from_low_63,positive_day_ratio_20,0.4018880069
recovery_from_low_63,positive_day_ratio_60,0.4400940929
recovery_from_low_63,reversal_1,-0.1695078643
recovery_from_low_63,reversal_3,-0.2920682663
recovery_from_low_63,reversal_5,-0.3658835059
recovery_from_low_63,distance_high_20,0.250024791
recovery_from_low_63,distance_high_60,0.3888800767
recovery_from_low_63,distance_low_20,0.7230901064
recovery_from_low_63,price_to_ma20,0.5767761256
recovery_from_low_63,price_to_ma60,0.7931924583
recovery_from_low_63,volume_ratio_5,-0.0002194949053
recovery_from_low_63,volume_ratio_20,0.04618547538
recovery_from_low_63,amount_ratio_20,0.1119670387
recovery_from_low_63,volume_price_confirmation_20,0.0006587714077
recovery_from_low_63,up_down_volume_ratio_20,0.4658589909
recovery_from_low_63,volatility_10,-0.4939882234
recovery_from_low_63,volatility_20,-0.516718058
recovery_from_low_63,volatility_60,-0.4779087972
recovery_from_low_63,downside_volatility_20,-0.2585392462
recovery_from_low_63,downside_volatility_60,-0.2828331715
recovery_from_low_63,idiosyncratic_volatility_60,-0.4929814164
recovery_from_low_63,intraday_range_20,-0.538904634
recovery_from_low_63,drawdown_20,0.250024791
recovery_from_low_63,drawdown_63,0.3923288159
recovery_from_low_63,recovery_from_low_20,0.7230901064
recovery_from_low_63,recovery_from_low_63,1
recovery_from_low_63,amihud_20,0.03775551766
recovery_from_low_63,amount_stability_20,-0.1940185533
recovery_from_low_63,residual_momentum_20,0.5879381468
recovery_from_low_63,residual_momentum_60,0.6897219836
amihud_20,momentum_5,0.02309215286
amihud_20,momentum_10,0.03251881769
amihud_20,momentum_20,0.07221424618
amihud_20,momentum_63,0.1423067535
amihud_20,momentum_126,0.1743790417
amihud_20,trend_efficiency_20,0.02165574927
amihud_20,trend_efficiency_60,0.03811240188
amihud_20,positive_day_ratio_20,0.03393954565
amihud_20,positive_day_ratio_60,0.06279679792
amihud_20,reversal_1,-0.01495120253
amihud_20,reversal_3,-0.019948542
amihud_20,reversal_5,-0.02309215286
amihud_20,distance_high_20,0.1099767654
amihud_20,distance_high_60,0.1598573541
amihud_20,distance_low_20,-0.02866473178
amihud_20,price_to_ma20,0.04769626616
amihud_20,price_to_ma60,0.1255093596
amihud_20,volume_ratio_5,-0.005087149468
amihud_20,volume_ratio_20,-0.01106404546
amihud_20,amount_ratio_20,0.0006140099934
amihud_20,volume_price_confirmation_20,-0.0387644595
amihud_20,up_down_volume_ratio_20,0.03092907313
amihud_20,volatility_10,0.1860091034
amihud_20,volatility_20,0.2008792585
amihud_20,volatility_60,0.2094981698
amihud_20,downside_volatility_20,0.2078319921
amihud_20,downside_volatility_60,0.2341292487
amihud_20,idiosyncratic_volatility_60,0.2204843277
amihud_20,intraday_range_20,0.2513649762
amihud_20,drawdown_20,0.1099767654
amihud_20,drawdown_63,0.1623298466
amihud_20,recovery_from_low_20,-0.02866473178
amihud_20,recovery_from_low_63,0.03775551766
amihud_20,amihud_20,1
amihud_20,amount_stability_20,0.08894712609
amihud_20,residual_momentum_20,0.07702452484
amihud_20,residual_momentum_60,0.1382633899
amount_stability_20,momentum_5,-0.08783295962
amount_stability_20,momentum_10,-0.137050759
amount_stability_20,momentum_20,-0.2050158968
amount_stability_20,momentum_63,-0.1017459949
amount_stability_20,momentum_126,-0.04395149994
amount_stability_20,trend_efficiency_20,-0.03968336876
amount_stability_20,trend_efficiency_60,0.008230199481
amount_stability_20,positive_day_ratio_20,-0.03553784693
amount_stability_20,positive_day_ratio_60,0.001227980727
amount_stability_20,reversal_1,0.01661578631
amount_stability_20,reversal_3,0.05779016428
amount_stability_20,reversal_5,0.08783295962
amount_stability_20,distance_high_20,0.04215919263
amount_stability_20,distance_high_60,-0.05773719344
amount_stability_20,distance_low_20,-0.2342867876
amount_stability_20,price_to_ma20,-0.159005004
amount_stability_20,price_to_ma60,-0.1763320089
amount_stability_20,volume_ratio_5,0.04301281257
amount_stability_20,volume_ratio_20,0.03363373914
amount_stability_20,amount_ratio_20,0.0226732079
amount_stability_20,volume_price_confirmation_20,-0.1226464771
amount_stability_20,up_down_volume_ratio_20,-0.1599603024
amount_stability_20,volatility_10,0.297347932
amount_stability_20,volatility_20,0.3649184244
amount_stability_20,volatility_60,0.210191909
amount_stability_20,downside_volatility_20,0.2028244134
amount_stability_20,downside_volatility_60,0.142249582
amount_stability_20,idiosyncratic_volatility_60,0.1937882191
amount_stability_20,intraday_range_20,0.2428373319
amount_stability_20,drawdown_20,0.04215919263
amount_stability_20,drawdown_63,-0.05621111154
amount_stability_20,recovery_from_low_20,-0.2342867876
amount_stability_20,recovery_from_low_63,-0.1940185533
amount_stability_20,amihud_20,0.08894712609
amount_stability_20,amount_stability_20,1
amount_stability_20,residual_momentum_20,-0.1943443645
amount_stability_20,residual_momentum_60,-0.08673220786
residual_momentum_20,momentum_5,0.4291726795
residual_momentum_20,momentum_10,0.6320658014
residual_momentum_20,momentum_20,0.9513962464
residual_momentum_20,momentum_63,0.4910544546
residual_momentum_20,momentum_126,0.3531396113
residual_momentum_20,trend_efficiency_20,0.06606521882
residual_momentum_20,trend_efficiency_60,0.1518945516
residual_momentum_20,positive_day_ratio_20,0.5930486122
residual_momentum_20,positive_day_ratio_60,0.316142244
residual_momentum_20,reversal_1,-0.1723558573
residual_momentum_20,reversal_3,-0.3218599075
residual_momentum_20,reversal_5,-0.4291726795
residual_momentum_20,distance_high_20,0.6243320758
residual_momentum_20,distance_high_60,0.6327139753
residual_momentum_20,distance_low_20,0.7050527915
residual_momentum_20,price_to_ma20,0.7901192154
residual_momentum_20,price_to_ma60,0.7660068368
residual_momentum_20,volume_ratio_5,0.01234340016
residual_momentum_20,volume_ratio_20,0.1336136999
residual_momentum_20,amount_ratio_20,0.2232638777
residual_momentum_20,volume_price_confirmation_20,-0.1112680845
residual_momentum_20,up_down_volume_ratio_20,0.7146184153
residual_momentum_20,volatility_10,-0.1733723974
residual_momentum_20,volatility_20,-0.141700432
residual_momentum_20,volatility_60,-0.02245221655
residual_momentum_20,downside_volatility_20,0.2050079615
residual_momentum_20,downside_volatility_60,0.1107721048
residual_momentum_20,idiosyncratic_volatility_60,-0.0606688679
residual_momentum_20,intraday_range_20,-0.1314434083
residual_momentum_20,drawdown_20,0.6243320758
residual_momentum_20,drawdown_63,0.6276571512
residual_momentum_20,recovery_from_low_20,0.7050527915
residual_momentum_20,recovery_from_low_63,0.5879381468
residual_momentum_20,amihud_20,0.07702452484
residual_momentum_20,amount_stability_20,-0.1943443645
residual_momentum_20,residual_momentum_20,1
residual_momentum_20,residual_momentum_60,0.5364876962
residual_momentum_60,momentum_5,0.2318852635
residual_momentum_60,momentum_10,0.3388391937
residual_momentum_60,momentum_20,0.497242266
residual_momentum_60,momentum_63,0.9136210699
residual_momentum_60,momentum_126,0.6215250134
residual_momentum_60,trend_efficiency_20,0.06902702532
residual_momentum_60,trend_efficiency_60,0.1804589223
residual_momentum_60,positive_day_ratio_20,0.3247958803
residual_momentum_60,positive_day_ratio_60,0.5537506534
residual_momentum_60,reversal_1,-0.1012904773
residual_momentum_60,reversal_3,-0.1791777266
residual_momentum_60,reversal_5,-0.2318852635
residual_momentum_60,distance_high_20,0.2646697729
residual_momentum_60,distance_high_60,0.5902211434
residual_momentum_60,distance_low_20,0.4167897816
residual_momentum_60,price_to_ma20,0.4163403828
residual_momentum_60,price_to_ma60,0.7870606857
residual_momentum_60,volume_ratio_5,0.005510030497
residual_momentum_60,volume_ratio_20,0.02956065493
residual_momentum_60,amount_ratio_20,0.08099345708
residual_momentum_60,volume_price_confirmation_20,-0.00429102308
residual_momentum_60,up_down_volume_ratio_20,0.3537848741
residual_momentum_60,volatility_10,-0.1915900106
residual_momentum_60,volatility_20,-0.1833758274
residual_momentum_60,volatility_60,-0.1283441608
residual_momentum_60,downside_volatility_20,-0.007522121138
residual_momentum_60,downside_volatility_60,0.08996046422
residual_momentum_60,idiosyncratic_volatility_60,-0.2166215024
residual_momentum_60,intraday_range_20,-0.2096374687
residual_momentum_60,drawdown_20,0.2646697729
residual_momentum_60,drawdown_63,0.6087013942
residual_momentum_60,recovery_from_low_20,0.4167897816
residual_momentum_60,recovery_from_low_63,0.6897219836
residual_momentum_60,amihud_20,0.1382633899
residual_momentum_60,amount_stability_20,-0.08673220786
residual_momentum_60,residual_momentum_20,0.5364876962
residual_momentum_60,residual_momentum_60,1
