factor_a,factor_b,rank_correlation
price_to_ma60,amount_ratio_20,0.1725810682
price_to_ma60,volume_price_confirmation_20,-0.02902689597
price_to_ma60,up_down_volume_ratio_20,0.561599347
price_to_ma60,volatility_10,-0.2351359461
price_to_ma60,volatility_20,-0.2156703557
price_to_ma60,volatility_60,-0.1063251742
price_to_ma60,downside_volatility_20,0.06483576575
price_to_ma60,downside_volatility_60,0.08892982569
price_to_ma60,idiosyncratic_volatility_60,-0.154121077
price_to_ma60,intraday_range_20,-0.2225127714
price_to_ma60,drawdown_20,0.4838177028
price_to_ma60,drawdown_63,0.7385143022
price_to_ma60,recovery_from_low_20,0.6608021746
price_to_ma60,recovery_from_low_63,0.7931924583
price_to_ma60,amihud_20,0.1255093596
price_to_ma60,amount_stability_20,-0.1763320089
price_to_ma60,residual_momentum_20,0.7660068368
price_to_ma60,residual_momentum_60,0.7870606857
volume_ratio_5,momentum_5,0.1273213037
volume_ratio_5,momentum_10,0.04640594881
volume_ratio_5,momentum_20,0.01244738662
volume_ratio_5,momentum_63,0.001591061006
volume_ratio_5,momentum_126,0.0062930975
volume_ratio_5,trend_efficiency_20,0.03399514012
volume_ratio_5,trend_efficiency_60,0.02066002571
volume_ratio_5,positive_day_ratio_20,0.02042125525
volume_ratio_5,positive_day_ratio_60,0.01367084087
volume_ratio_5,reversal_1,-0.223228772
volume_ratio_5,reversal_3,-0.2346587013
volume_ratio_5,reversal_5,-0.1273213037
volume_ratio_5,distance_high_20,0.1343933721
volume_ratio_5,distance_high_60,0.06189868833
volume_ratio_5,distance_low_20,0.02619380662
volume_ratio_5,price_to_ma20,0.06899768372
volume_ratio_5,price_to_ma60,0.01546307562
volume_ratio_5,volume_ratio_5,1
volume_ratio_5,volume_ratio_20,0.7031010456
volume_ratio_5,amount_ratio_20,0.679823355
volume_ratio_5,volume_price_confirmation_20,0.07584569546
volume_ratio_5,up_down_volume_ratio_20,0.01862119306
volume_ratio_5,volatility_10,0.06012473207
volume_ratio_5,volatility_20,0.04420063333
volume_ratio_5,volatility_60,0.02429290302
volume_ratio_5,downside_volatility_20,0.04517518744
volume_ratio_5,downside_volatility_60,0.02398710085
volume_ratio_5,idiosyncratic_volatility_60,0.02584254462
volume_ratio_5,intraday_range_20,0.03814893029
volume_ratio_5,drawdown_20,0.1343933721
volume_ratio_5,drawdown_63,0.05940462867
volume_ratio_5,recovery_from_low_20,0.02619380662
volume_ratio_5,recovery_from_low_63,-0.0002194949053
volume_ratio_5,amihud_20,-0.005087149468
volume_ratio_5,amount_stability_20,0.04301281257
volume_ratio_5,residual_momentum_20,0.01234340016
volume_ratio_5,residual_momentum_60,0.005510030497
volume_ratio_20,momentum_5,0.2943740553
volume_ratio_20,momentum_10,0.2645571995
volume_ratio_20,momentum_20,0.1356543656
volume_ratio_20,momentum_63,0.02070534375
volume_ratio_20,momentum_126,0.01607977777
volume_ratio_20,trend_efficiency_20,0.09600691757
volume_ratio_20,trend_efficiency_60,0.06620533456
volume_ratio_20,positive_day_ratio_20,0.1005250829
volume_ratio_20,positive_day_ratio_60,0.02959919497
volume_ratio_20,reversal_1,-0.1891295571
volume_ratio_20,reversal_3,-0.2823742812
volume_ratio_20,reversal_5,-0.2943740553
volume_ratio_20,distance_high_20,0.2776617977
volume_ratio_20,distance_high_60,0.1542795208
volume_ratio_20,distance_low_20,0.1824449499
volume_ratio_20,price_to_ma20,0.270934098
volume_ratio_20,price_to_ma60,0.09118507623
volume_ratio_20,volume_ratio_5,0.7031010456
volume_ratio_20,volume_ratio_20,1
volume_ratio_20,amount_ratio_20,0.9881710284
volume_ratio_20,volume_price_confirmation_20,0.08375767655
volume_ratio_20,up_down_volume_ratio_20,0.107320237
volume_ratio_20,volatility_10,-0.07686128073
volume_ratio_20,volatility_20,0.044576294
volume_ratio_20,volatility_60,0.04891911101
volume_ratio_20,downside_volatility_20,0.09366630904
volume_ratio_20,downside_volatility_60,0.0579539364
volume_ratio_20,idiosyncratic_volatility_60,0.04842021411
volume_ratio_20,intraday_range_20,0.04250216181
volume_ratio_20,drawdown_20,0.2776617977
volume_ratio_20,drawdown_63,0.1497414703
volume_ratio_20,recovery_from_low_20,0.1824449499
volume_ratio_20,recovery_from_low_63,0.04618547538
volume_ratio_20,amihud_20,-0.01106404546
volume_ratio_20,amount_stability_20,0.03363373914
volume_ratio_20,residual_momentum_20,0.1336136999
volume_ratio_20,residual_momentum_60,0.02956065493
amount_ratio_20,momentum_5,0.3662388605
amount_ratio_20,momentum_10,0.3598641823
amount_ratio_20,momentum_20,0.2288500158
amount_ratio_20,momentum_63,0.07201726921
amount_ratio_20,momentum_126,0.05207743504
amount_ratio_20,trend_efficiency_20,0.09965233602
amount_ratio_20,trend_efficiency_60,0.08167359409
amount_ratio_20,positive_day_ratio_20,0.1613202586
amount_ratio_20,positive_day_ratio_60,0.06297781443
amount_ratio_20,reversal_1,-0.2076198149
amount_ratio_20,reversal_3,-0.3341983029
amount_ratio_20,reversal_5,-0.3662388605
amount_ratio_20,distance_high_20,0.3604027061
amount_ratio_20,distance_high_60,0.2262697859
amount_ratio_20,distance_low_20,0.2695861979
amount_ratio_20,price_to_ma20,0.3760787781
amount_ratio_20,price_to_ma60,0.1725810682
amount_ratio_20,volume_ratio_5,0.679823355
amount_ratio_20,volume_ratio_20,0.9881710284
amount_ratio_20,amount_ratio_20,1
amount_ratio_20,volume_price_confirmation_20,0.06861131685
amount_ratio_20,up_down_volume_ratio_20,0.1784256538
amount_ratio_20,volatility_10,-0.08835336619
amount_ratio_20,volatility_20,0.03660528489
amount_ratio_20,volatility_60,0.05017389897
amount_ratio_20,downside_volatility_20,0.117713688
amount_ratio_20,downside_volatility_60,0.07215914963
amount_ratio_20,idiosyncratic_volatility_60,0.04713159779
amount_ratio_20,intraday_range_20,0.0358297927
amount_ratio_20,drawdown_20,0.3604027061
amount_ratio_20,drawdown_63,0.2211512657
amount_ratio_20,recovery_from_low_20,0.2695861979
amount_ratio_20,recovery_from_low_63,0.1119670387
amount_ratio_20,amihud_20,0.0006140099934
amount_ratio_20,amount_stability_20,0.0226732079
amount_ratio_20,residual_momentum_20,0.2232638777
amount_ratio_20,residual_momentum_60,0.08099345708
volume_price_confirmation_20,momentum_5,0.1505492111
volume_price_confirmation_20,momentum_10,0.06518692767
volume_price_confirmation_20,momentum_20,-0.1189242595
volume_price_confirmation_20,momentum_63,0.005099070886
volume_price_confirmation_20,momentum_126,0.005811609983
volume_price_confirmation_20,trend_efficiency_20,0.1305557999
volume_price_confirmation_20,trend_efficiency_60,-0.01486937996
volume_price_confirmation_20,positive_day_ratio_20,-0.0383990681
volume_price_confirmation_20,positive_day_ratio_60,0.007147779504
volume_price_confirmation_20,reversal_1,-0.125124173
volume_price_confirmation_20,reversal_3,-0.1591030274
volume_price_confirmation_20,reversal_5,-0.1505492111
volume_price_confirmation_20,distance_high_20,0.0292871469
volume_price_confirmation_20,distance_high_60,-0.004241306965
volume_price_confirmation_20,distance_low_20,-0.03399612791
volume_price_confirmation_20,price_to_ma20,0.00364990524
volume_price_confirmation_20,price_to_ma60,-0.02902689597
volume_price_confirmation_20,volume_ratio_5,0.07584569546
volume_price_confirmation_20,volume_ratio_20,0.08375767655
volume_price_confirmation_20,amount_ratio_20,0.06861131685
volume_price_confirmation_20,volume_price_confirmation_20,1
volume_price_confirmation_20,up_down_volume_ratio_20,-0.03912121525
volume_price_confirmation_20,volatility_10,-0.05046541446
volume_price_confirmation_20,volatility_20,-0.04605917541
volume_price_confirmation_20,volatility_60,-0.07198938924
volume_price_confirmation_20,downside_volatility_20,-0.05993493153
volume_price_confirmation_20,downside_volatility_60,-0.06080902177
volume_price_confirmation_20,idiosyncratic_volatility_60,-0.06097331586
volume_price_confirmation_20,intraday_range_20,-0.03870994569
volume_price_confirmation_20,drawdown_20,0.0292871469
volume_price_confirmation_20,drawdown_63,-0.006071158677
volume_price_confirmation_20,recovery_from_low_20,-0.03399612791
volume_price_confirmation_20,recovery_from_low_63,0.0006587714077
volume_price_confirmation_20,amihud_20,-0.0387644595
volume_price_confirmation_20,amount_stability_20,-0.1226464771
volume_price_confirmation_20,residual_momentum_20,-0.1112680845
volume_price_confirmation_20,residual_momentum_60,-0.00429102308
up_down_volume_ratio_20,momentum_5,0.3724041137
up_down_volume_ratio_20,momentum_10,0.5173456199
up_down_volume_ratio_20,momentum_20,0.7239242879
up_down_volume_ratio_20,momentum_63,0.3458850126
up_down_volume_ratio_20,momentum_126,0.2417115956
up_down_volume_ratio_20,trend_efficiency_20,0.0293226132
up_down_volume_ratio_20,trend_efficiency_60,0.07280267649
up_down_volume_ratio_20,positive_day_ratio_20,0.8868802817
up_down_volume_ratio_20,positive_day_ratio_60,0.4468993218
up_down_volume_ratio_20,reversal_1,-0.1722761195
up_down_volume_ratio_20,reversal_3,-0.2921103077
up_down_volume_ratio_20,reversal_5,-0.3724041137
up_down_volume_ratio_20,distance_high_20,0.5148218096
up_down_volume_ratio_20,distance_high_60,0.4661945024
up_down_volume_ratio_20,distance_low_20,0.5838778637
up_down_volume_ratio_20,price_to_ma20,0.630171726
up_down_volume_ratio_20,price_to_ma60,0.561599347
up_down_volume_ratio_20,volume_ratio_5,0.01862119306
up_down_volume_ratio_20,volume_ratio_20,0.107320237
up_down_volume_ratio_20,amount_ratio_20,0.1784256538
up_down_volume_ratio_20,volume_price_confirmation_20,-0.03912121525
up_down_volume_ratio_20,up_down_volume_ratio_20,1
up_down_volume_ratio_20,volatility_10,-0.1667421003
up_down_volume_ratio_20,volatility_20,-0.1372583157
up_down_volume_ratio_20,volatility_60,-0.06176782854
up_down_volume_ratio_20,downside_volatility_20,0.05331100812
up_down_volume_ratio_20,downside_volatility_60,-0.007509673828
up_down_volume_ratio_20,idiosyncratic_volatility_60,-0.06695913837
up_down_volume_ratio_20,intraday_range_20,-0.1436866438
up_down_volume_ratio_20,drawdown_20,0.5148218096
up_down_volume_ratio_20,drawdown_63,0.4604947808
up_down_volume_ratio_20,recovery_from_low_20,0.5838778637
up_down_volume_ratio_20,recovery_from_low_63,0.4658589909
up_down_volume_ratio_20,amihud_20,0.03092907313
up_down_volume_ratio_20,amount_stability_20,-0.1599603024
up_down_volume_ratio_20,residual_momentum_20,0.7146184153
up_down_volume_ratio_20,residual_momentum_60,0.3537848741
volatility_10,momentum_5,-0.08636210609
volatility_10,momentum_10,-0.1813785515
volatility_10,momentum_20,-0.2051672006
volatility_10,momentum_63,-0.2379031201
volatility_10,momentum_126,-0.2301410419
volatility_10,trend_efficiency_20,-0.01047509088
volatility_10,trend_efficiency_60,-0.152550933
volatility_10,positive_day_ratio_20,-0.1214272676
volatility_10,positive_day_ratio_60,-0.1384431989
volatility_10,reversal_1,-0.003918570049
volatility_10,reversal_3,0.04434791821
volatility_10,reversal_5,0.08636210609
volatility_10,distance_high_20,0.204176477
volatility_10,distance_high_60,0.1428381262
volatility_10,distance_low_20,-0.4550549361
volatility_10,price_to_ma20,-0.1813360053
volatility_10,price_to_ma60,-0.2351359461
volatility_10,volume_ratio_5,0.06012473207
volatility_10,volume_ratio_20,-0.07686128073
volatility_10,amount_ratio_20,-0.08835336619
volatility_10,volume_price_confirmation_20,-0.05046541446
volatility_10,up_down_volume_ratio_20,-0.1667421003
volatility_10,volatility_10,1
volatility_10,volatility_20,0.8628598917
volatility_10,volatility_60,0.7562168253
volatility_10,downside_volatility_20,0.7179958609
volatility_10,downside_volatility_60,0.6679717967
volatility_10,idiosyncratic_volatility_60,0.7187812153
volatility_10,intraday_range_20,0.7995956334
volatility_10,drawdown_20,0.204176477
volatility_10,drawdown_63,0.140478002
volatility_10,recovery_from_low_20,-0.4550549361
volatility_10,recovery_from_low_63,-0.4939882234
volatility_10,amihud_20,0.1860091034
volatility_10,amount_stability_20,0.297347932
volatility_10,residual_momentum_20,-0.1733723974
volatility_10,residual_momentum_60,-0.1915900106
volatility_20,momentum_5,-0.04515989757
volatility_20,momentum_10,-0.09580378643
volatility_20,momentum_20,-0.1782778009
volatility_20,momentum_63,-0.2387304359
volatility_20,momentum_126,-0.235640756
volatility_20,trend_efficiency_20,0.01091319751
volatility_20,trend_efficiency_60,-0.1396204848
volatility_20,positive_day_ratio_20,-0.08858765685
volatility_20,positive_day_ratio_60,-0.1306405468
volatility_20,reversal_1,-0.01206105796
volatility_20,reversal_3,0.01892819577
volatility_20,reversal_5,0.04515989757
volatility_20,distance_high_20,0.3030666853
volatility_20,distance_high_60,0.211081746
volatility_20,distance_low_20,-0.4398211496
volatility_20,price_to_ma20,-0.1135974013
volatility_20,price_to_ma60,-0.2156703557
volatility_20,volume_ratio_5,0.04420063333
volatility_20,volume_ratio_20,0.044576294
volatility_20,amount_ratio_20,0.03660528489
volatility_20,volume_price_confirmation_20,-0.04605917541
volatility_20,up_down_volume_ratio_20,-0.1372583157
volatility_20,volatility_10,0.8628598917
volatility_20,volatility_20,1
volatility_20,volatility_60,0.8635776354
volatility_20,downside_volatility_20,0.8367525076
volatility_20,downside_volatility_60,0.7673763269
volatility_20,idiosyncratic_volatility_60,0.8141225573
volatility_20,intraday_range_20,0.904466601
volatility_20,drawdown_20,0.3030666853
volatility_20,drawdown_63,0.2082125264
volatility_20,recovery_from_low_20,-0.4398211496
volatility_20,recovery_from_low_63,-0.516718058
volatility_20,amihud_20,0.2008792585
volatility_20,amount_stability_20,0.3649184244
volatility_20,residual_momentum_20,-0.141700432
volatility_20,residual_momentum_60,-0.1833758274
volatility_60,momentum_5,-0.008656449858
volatility_60,momentum_10,-0.03274580212
volatility_60,momentum_20,-0.06074315993
volatility_60,momentum_63,-0.1950992664
volatility_60,momentum_126,-0.2208603671
volatility_60,trend_efficiency_20,-0.0229423142
volatility_60,trend_efficiency_60,-0.08512410838
volatility_60,positive_day_ratio_20,-0.03569193357
volatility_60,positive_day_ratio_60,-0.09281385602
volatility_60,reversal_1,-0.02008911081
volatility_60,reversal_3,-0.005406514105
volatility_60,reversal_5,0.008656449858
volatility_60,distance_high_20,0.331593512
volatility_60,distance_high_60,0.3404992595
volatility_60,distance_low_20,-0.3350715614
volatility_60,price_to_ma20,-0.03201925446
volatility_60,price_to_ma60,-0.1063251742
volatility_60,volume_ratio_5,0.02429290302
volatility_60,volume_ratio_20,0.04891911101
volatility_60,amount_ratio_20,0.05017389897
volatility_60,volume_price_confirmation_20,-0.07198938924
volatility_60,up_down_volume_ratio_20,-0.06176782854
volatility_60,volatility_10,0.7562168253
volatility_60,volatility_20,0.8635776354
volatility_60,volatility_60,1
volatility_60,downside_volatility_20,0.7831650877
volatility_60,downside_volatility_60,0.9081528844
volatility_60,idiosyncratic_volatility_60,0.9256995296
volatility_60,intraday_range_20,0.8697918851
volatility_60,drawdown_20,0.331593512
volatility_60,drawdown_63,0.3366562419
volatility_60,recovery_from_low_20,-0.3350715614
volatility_60,recovery_from_low_63,-0.4779087972
volatility_60,amihud_20,0.2094981698
volatility_60,amount_stability_20,0.210191909
volatility_60,residual_momentum_20,-0.02245221655
volatility_60,residual_momentum_60,-0.1283441608
downside_volatility_20,momentum_5,0.1278091578
downside_volatility_20,momentum_10,0.1514071324
downside_volatility_20,momentum_20,0.173903318
downside_volatility_20,momentum_63,-0.06929574725
downside_volatility_20,momentum_126,-0.1391635478
downside_volatility_20,trend_efficiency_20,0.04007179137
downside_volatility_20,trend_efficiency_60,-0.08943173546
downside_volatility_20,positive_day_ratio_20,-0.009034902898
downside_volatility_20,positive_day_ratio_60,-0.1094889156
downside_volatility_20,reversal_1,-0.07227717222
downside_volatility_20,reversal_3,-0.1088343472
downside_volatility_20,reversal_5,-0.1278091578
downside_volatility_20,distance_high_20,0.5276798476
downside_volatility_20,distance_high_60,0.433470001
downside_volatility_20,distance_low_20,-0.1356867303
downside_volatility_20,price_to_ma20,0.1874031699
downside_volatility_20,price_to_ma60,0.06483576575
downside_volatility_20,volume_ratio_5,0.04517518744
downside_volatility_20,volume_ratio_20,0.09366630904
downside_volatility_20,amount_ratio_20,0.117713688
downside_volatility_20,volume_price_confirmation_20,-0.05993493153
downside_volatility_20,up_down_volume_ratio_20,0.05331100812
downside_volatility_20,volatility_10,0.7179958609
downside_volatility_20,volatility_20,0.8367525076
downside_volatility_20,volatility_60,0.7831650877
downside_volatility_20,downside_volatility_20,1
downside_volatility_20,downside_volatility_60,0.8068162559
downside_volatility_20,idiosyncratic_volatility_60,0.7367317668
downside_volatility_20,intraday_range_20,0.7815316292
downside_volatility_20,drawdown_20,0.5276798476
downside_volatility_20,drawdown_63,0.427470824
downside_volatility_20,recovery_from_low_20,-0.1356867303
downside_volatility_20,recovery_from_low_63,-0.2585392462
downside_volatility_20,amihud_20,0.2078319921
downside_volatility_20,amount_stability_20,0.2028244134
downside_volatility_20,residual_momentum_20,0.2050079615
downside_volatility_20,residual_momentum_60,-0.007522121138
downside_volatility_60,momentum_5,0.05478037687
downside_volatility_60,momentum_10,0.06128585802
downside_volatility_60,momentum_20,0.07350610054
downside_volatility_60,momentum_63,0.0184639965
downside_volatility_60,momentum_126,-0.1011417186
downside_volatility_60,trend_efficiency_20,0.01149712626
downside_volatility_60,trend_efficiency_60,-0.04167383025
downside_volatility_60,positive_day_ratio_20,-0.02266981611
downside_volatility_60,positive_day_ratio_60,-0.08007369676
downside_volatility_60,reversal_1,-0.04080862391
downside_volatility_60,reversal_3,-0.05194325034
downside_volatility_60,reversal_5,-0.05478037687
downside_volatility_60,distance_high_20,0.3890153087
downside_volatility_60,distance_high_60,0.4847630224
downside_volatility_60,distance_low_20,-0.209699313
downside_volatility_60,price_to_ma20,0.0823763016
downside_volatility_60,price_to_ma60,0.08892982569
downside_volatility_60,volume_ratio_5,0.02398710085
downside_volatility_60,volume_ratio_20,0.0579539364
downside_volatility_60,amount_ratio_20,0.07215914963
downside_volatility_60,volume_price_confirmation_20,-0.06080902177
downside_volatility_60,up_down_volume_ratio_20,-0.007509673828
downside_volatility_60,volatility_10,0.6679717967
downside_volatility_60,volatility_20,0.7673763269
downside_volatility_60,volatility_60,0.9081528844
downside_volatility_60,downside_volatility_20,0.8068162559
downside_volatility_60,downside_volatility_60,1
downside_volatility_60,idiosyncratic_volatility_60,0.824996935
downside_volatility_60,intraday_range_20,0.7678959607
downside_volatility_60,drawdown_20,0.3890153087
downside_volatility_60,drawdown_63,0.4856313949
downside_volatility_60,recovery_from_low_20,-0.209699313
downside_volatility_60,recovery_from_low_63,-0.2828331715
downside_volatility_60,amihud_20,0.2341292487
downside_volatility_60,amount_stability_20,0.142249582
downside_volatility_60,residual_momentum_20,0.1107721048
downside_volatility_60,residual_momentum_60,0.08996046422
idiosyncratic_volatility_60,momentum_5,-0.01014267781
idiosyncratic_volatility_60,momentum_10,-0.03943423059
idiosyncratic_volatility_60,momentum_20,-0.08028871159
idiosyncratic_volatility_60,momentum_63,-0.2669888966
idiosyncratic_volatility_60,momentum_126,-0.3077236746
idiosyncratic_volatility_60,trend_efficiency_20,-0.02861343941
idiosyncratic_volatility_60,trend_efficiency_60,-0.08534075098
idiosyncratic_volatility_60,positive_day_ratio_20,-0.0561563945
idiosyncratic_volatility_60,positive_day_ratio_60,-0.1515234402
idiosyncratic_volatility_60,reversal_1,-0.02020862047
idiosyncratic_volatility_60,reversal_3,-0.004994912589
idiosyncratic_volatility_60,reversal_5,0.01014267781
idiosyncratic_volatility_60,distance_high_20,0.2977404611
idiosyncratic_volatility_60,distance_high_60,0.2597725075
idiosyncratic_volatility_60,distance_low_20,-0.3339881392
idiosyncratic_volatility_60,price_to_ma20,-0.04261378526
idiosyncratic_volatility_60,price_to_ma60,-0.154121077
idiosyncratic_volatility_60,volume_ratio_5,0.02584254462
idiosyncratic_volatility_60,volume_ratio_20,0.04842021411
idiosyncratic_volatility_60,amount_ratio_20,0.04713159779
idiosyncratic_volatility_60,volume_price_confirmation_20,-0.06097331586
idiosyncratic_volatility_60,up_down_volume_ratio_20,-0.06695913837
idiosyncratic_volatility_60,volatility_10,0.7187812153
idiosyncratic_volatility_60,volatility_20,0.8141225573
idiosyncratic_volatility_60,volatility_60,0.9256995296
idiosyncratic_volatility_60,downside_volatility_20,0.7367317668
idiosyncratic_volatility_60,downside_volatility_60,0.824996935
idiosyncratic_volatility_60,idiosyncratic_volatility_60,1
idiosyncratic_volatility_60,intraday_range_20,0.8522438262
idiosyncratic_volatility_60,drawdown_20,0.2977404611
idiosyncratic_volatility_60,drawdown_63,0.2531795073
idiosyncratic_volatility_60,recovery_from_low_20,-0.3339881392
idiosyncratic_volatility_60,recovery_from_low_63,-0.4929814164
idiosyncratic_volatility_60,amihud_20,0.2204843277
idiosyncratic_volatility_60,amount_stability_20,0.1937882191
idiosyncratic_volatility_60,residual_momentum_20,-0.0606688679
idiosyncratic_volatility_60,residual_momentum_60,-0.2166215024
intraday_range_20,momentum_5,-0.02501449494
intraday_range_20,momentum_10,-0.07525874984
intraday_range_20,momentum_20,-0.1660864222
intraday_range_20,momentum_63,-0.2641010841
intraday_range_20,momentum_126,-0.2771229617
intraday_range_20,trend_efficiency_20,-0.02415507107
intraday_range_20,trend_efficiency_60,-0.1520934033
intraday_range_20,positive_day_ratio_20,-0.1145208246
intraday_range_20,positive_day_ratio_60,-0.1636467885
intraday_range_20,reversal_1,-0.02001662115
intraday_range_20,reversal_3,0.002978635581
intraday_range_20,reversal_5,0.02501449494
intraday_range_20,distance_high_20,0.2873950639
intraday_range_20,distance_high_60,0.1984738458
intraday_range_20,distance_low_20,-0.4101133924
intraday_range_20,price_to_ma20,-0.0955378834
intraday_range_20,price_to_ma60,-0.2225127714
intraday_range_20,volume_ratio_5,0.03814893029
intraday_range_20,volume_ratio_20,0.04250216181
intraday_range_20,amount_ratio_20,0.0358297927
intraday_range_20,volume_price_confirmation_20,-0.03870994569
intraday_range_20,up_down_volume_ratio_20,-0.1436866438
intraday_range_20,volatility_10,0.7995956334
intraday_range_20,volatility_20,0.904466601
intraday_range_20,volatility_60,0.8697918851
intraday_range_20,downside_volatility_20,0.7815316292
intraday_range_20,downside_volatility_60,0.7678959607
intraday_range_20,idiosyncratic_volatility_60,0.8522438262
intraday_range_20,intraday_range_20,1
intraday_range_20,drawdown_20,0.2873950639
intraday_range_20,drawdown_63,0.1951228903
intraday_range_20,recovery_from_low_20,-0.4101133924
intraday_range_20,recovery_from_low_63,-0.538904634
intraday_range_20,amihud_20,0.2513649762
intraday_range_20,amount_stability_20,0.2428373319
intraday_range_20,residual_momentum_20,-0.1314434083
intraday_range_20,residual_momentum_60,-0.2096374687
drawdown_20,momentum_5,0.6060946518
drawdown_20,momentum_10,0.6821782754
drawdown_20,momentum_20,0.6167207174
drawdown_20,momentum_63,0.2222303425
drawdown_20,momentum_126,0.1289472877
drawdown_20,trend_efficiency_20,-0.03333782853
drawdown_20,trend_efficiency_60,0.01287140609
drawdown_20,positive_day_ratio_20,0.430239636
drawdown_20,positive_day_ratio_60,0.1745865141
drawdown_20,reversal_1,-0.3541418753
drawdown_20,reversal_3,-0.5272088337
drawdown_20,reversal_5,-0.6060946518
drawdown_20,distance_high_20,1
drawdown_20,distance_high_60,0.7022660309
drawdown_20,distance_low_20,0.4725541727
drawdown_20,price_to_ma20,0.7719340756
drawdown_20,price_to_ma60,0.4838177028
drawdown_20,volume_ratio_5,0.1343933721
drawdown_20,volume_ratio_20,0.2776617977
drawdown_20,amount_ratio_20,0.3604027061
drawdown_20,volume_price_confirmation_20,0.0292871469
drawdown_20,up_down_volume_ratio_20,0.5148218096
drawdown_20,volatility_10,0.204176477
drawdown_20,volatility_20,0.3030666853
drawdown_20,volatility_60,0.331593512
drawdown_20,downside_volatility_20,0.5276798476
drawdown_20,downside_volatility_60,0.3890153087
drawdown_20,idiosyncratic_volatility_60,0.2977404611
drawdown_20,intraday_range_20,0.2873950639
drawdown_20,drawdown_20,1
drawdown_20,drawdown_63,0.6907458132
drawdown_20,recovery_from_low_20,0.4725541727
drawdown_20,recovery_from_low_63,0.250024791
drawdown_20,amihud_20,0.1099767654
drawdown_20,amount_stability_20,0.04215919263
drawdown_20,residual_momentum_20,0.6243320758
drawdown_20,residual_momentum_60,0.2646697729
drawdown_63,momentum_5,0.4188054081
drawdown_63,momentum_10,0.5163007493
drawdown_63,momentum_20,0.6172106141
drawdown_63,momentum_63,0.566445493
drawdown_63,momentum_126,0.3266531971
drawdown_63,trend_efficiency_20,0.07332070068
drawdown_63,trend_efficiency_60,0.000540014037
drawdown_63,positive_day_ratio_20,0.3900552967
drawdown_63,positive_day_ratio_60,0.3605534564
drawdown_63,reversal_1,-0.2214869687
drawdown_63,reversal_3,-0.3504818484
drawdown_63,reversal_5,-0.4188054081
drawdown_63,distance_high_20,0.6907458132
drawdown_63,distance_high_60,0.993045788
drawdown_63,distance_low_20,0.4069349404
drawdown_63,price_to_ma20,0.612358014
drawdown_63,price_to_ma60,0.7385143022
drawdown_63,volume_ratio_5,0.05940462867
drawdown_63,volume_ratio_20,0.1497414703
drawdown_63,amount_ratio_20,0.2211512657
drawdown_63,volume_price_confirmation_20,-0.006071158677
drawdown_63,up_down_volume_ratio_20,0.4604947808
drawdown_63,volatility_10,0.140478002
drawdown_63,volatility_20,0.2082125264
drawdown_63,volatility_60,0.3366562419
drawdown_63,downside_volatility_20,0.427470824
drawdown_63,downside_volatility_60,0.4856313949
drawdown_63,idiosyncratic_volatility_60,0.2531795073
drawdown_63,intraday_range_20,0.1951228903
drawdown_63,drawdown_20,0.6907458132
drawdown_63,drawdown_63,1
drawdown_63,recovery_from_low_20,0.4069349404
drawdown_63,recovery_from_low_63,0.3923288159
drawdown_63,amihud_20,0.1623298466
drawdown_63,amount_stability_20,-0.05621111154
drawdown_63,residual_momentum_20,0.6276571512
drawdown_63,residual_momentum_60,0.6087013942
recovery_from_low_20,momentum_5,0.6000231623
recovery_from_low_20,momentum_10,0.734329425
recovery_from_low_20,momentum_20,0.7413791302
recovery_from_low_20,momentum_63,0.4358464519
recovery_from_low_20,momentum_126,0.3392795551
recovery_from_low_20,trend_efficiency_20,0.1194523855
recovery_from_low_20,trend_efficiency_60,0.164311438
recovery_from_low_20,positive_day_ratio_20,0.4892588179
recovery_from_low_20,positive_day_ratio_60,0.2869531208
recovery_from_low_20,reversal_1,-0.3066973636
recovery_from_low_20,reversal_3,-0.4983721734
recovery_from_low_20,reversal_5,-0.6000231623
recovery_from_low_20,distance_high_20,0.4725541727
recovery_from_low_20,distance_high_60,0.4113984283
recovery_from_low_20,distance_low_20,1
recovery_from_low_20,price_to_ma20,0.8312243458
recovery_from_low_20,price_to_ma60,0.6608021746
recovery_from_low_20,volume_ratio_5,0.02619380662
recovery_from_low_20,volume_ratio_20,0.1824449499
recovery_from_low_20,amount_ratio_20,0.2695861979
recovery_from_low_20,volume_price_confirmation_20,-0.03399612791
recovery_from_low_20,up_down_volume_ratio_20,0.5838778637
recovery_from_low_20,volatility_10,-0.4550549361
recovery_from_low_20,volatility_20,-0.4398211496
recovery_from_low_20,volatility_60,-0.3350715614
recovery_from_low_20,downside_volatility_20,-0.1356867303
recovery_from_low_20,downside_volatility_60,-0.209699313
recovery_from_low_20,idiosyncratic_volatility_60,-0.3339881392
recovery_from_low_20,intraday_range_20,-0.4101133924
recovery_from_low_20,drawdown_20,0.4725541727
recovery_from_low_20,drawdown_63,0.4069349404
recovery_from_low_20,recovery_from_low_20,1
recovery_from_low_20,recovery_from_low_63,0.7230901064
recovery_from_low_20,amihud_20,-0.02866473178
recovery_from_low_20,amount_stability_20,-0.2342867876
recovery_from_low_20,residual_momentum_20,0.7050527915
recovery_from_low_20,residual_momentum_60,0.4167897816
recovery_from_low_63,momentum_5,0.3658835059
recovery_from_low_63,momentum_10,0.4909363972
recovery_from_low_63,momentum_20,0.6242499163
recovery_from_low_63,momentum_63,0.7331029928
