symbol,status,provider,provider_symbol,rows,first_date,last_date,attempts
601872,ready,tencent_qfq_history,sh601872,813,2023-05-04,2026-09-04,"[{""circuit_breaker_open"": false, ""error"": ""akshare fetch failed for 601872: HTTPSConnectionPool(host='push2his.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/stock/kline/get?fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61%2Cf116&ut=7eea3edcaed734bea9cbfc24409ed989&klt=101&fqt=1&secid=1.601872&beg=20230501&end=20260904 (Caused by ProxyError('Unable to connect to proxy', RemoteDisconnected('Remote end closed connection without response')))"", ""first_date"": null, ""independent_group"": ""eastmoney"", ""last_date"": null, ""ok"": false, ""provider"": ""akshare"", ""provider_symbol"": ""601872"", ""rows"": 0, ""schema_errors"": [], ""source_family"": ""eastmoney""}, {""circuit_breaker_open"": false, ""error"": ""efinance fetch failed for 601872: HTTPSConnectionPool(host='push2his.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/stock/kline/get?fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6%2Cf7%2Cf8%2Cf9%2Cf10%2Cf11%2Cf12%2Cf13&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61&beg=20230501&end=20260904&rtntype=6&secid=1.601872&klt=101&fqt=1 (Caused by ProxyError('Unable to connect to proxy', RemoteDisconnected('Remote end closed connection without response')))"", ""first_date"": null, ""independent_group"": ""eastmoney"", ""last_date"": null, ""ok"": false, ""provider"": ""efinance"", ""provider_symbol"": ""601872"", ""rows"": 0, ""schema_errors"": [], ""source_family"": ""eastmoney""}, {""circuit_breaker_open"": false, ""error"": null, ""first_date"": ""2023-05-04"", ""independent_group"": ""tencent_finance"", ""last_date"": ""2026-09-04"", ""ok"": true, ""provider"": ""tencent_qfq_history"", ""provider_symbol"": ""sh601872"", ""rows"": 813, ""schema_errors"": [], ""source_family"": ""tencent_finance""}]"
600426,ready,tencent_qfq_history,sh600426,813,2023-05-04,2026-09-04,"[{""circuit_breaker_open"": false, ""error"": ""akshare fetch failed for 600426: HTTPSConnectionPool(host='push2his.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/stock/kline/get?fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61%2Cf116&ut=7eea3edcaed734bea9cbfc24409ed989&klt=101&fqt=1&secid=1.600426&beg=20230501&end=20260904 (Caused by ProxyError('Unable to connect to proxy', RemoteDisconnected('Remote end closed connection without response')))"", ""first_date"": null, ""independent_group"": ""eastmoney"", ""last_date"": null, ""ok"": false, ""provider"": ""akshare"", ""provider_symbol"": ""600426"", ""rows"": 0, ""schema_errors"": [], ""source_family"": ""eastmoney""}, {""circuit_breaker_open"": false, ""error"": ""efinance fetch failed for 600426: HTTPSConnectionPool(host='push2his.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/stock/kline/get?fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6%2Cf7%2Cf8%2Cf9%2Cf10%2Cf11%2Cf12%2Cf13&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61&beg=20230501&end=20260904&rtntype=6&secid=1.600426&klt=101&fqt=1 (Caused by ProxyError('Unable to connect to proxy', RemoteDisconnected('Remote end closed connection without response')))"", ""first_date"": null, ""independent_group"": ""eastmoney"", ""last_date"": null, ""ok"": false, ""provider"": ""efinance"", ""provider_symbol"": ""600426"", ""rows"": 0, ""schema_errors"": [], ""source_family"": ""eastmoney""}, {""circuit_breaker_open"": false, ""error"": null, ""first_date"": ""2023-05-04"", ""independent_group"": ""tencent_finance"", ""last_date"": ""2026-09-04"", ""ok"": true, ""provider"": ""tencent_qfq_history"", ""provider_symbol"": ""sh600426"", ""rows"": 813, ""schema_errors"": [], ""source_family"": ""tencent_finance""}]"
688676,ready,tencent_qfq_history,sh688676,813,2023-05-04,2026-09-04,"[{""circuit_breaker_open"": false, ""error"": ""akshare fetch failed for 688676: HTTPSConnectionPool(host='push2his.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/stock/kline/get?fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61%2Cf116&ut=7eea3edcaed734bea9cbfc24409ed989&klt=101&fqt=1&secid=1.688676&beg=20230501&end=20260904 (Caused by ProxyError('Unable to connect to proxy', RemoteDisconnected('Remote end closed connection without response')))"", ""first_date"": null, ""independent_group"": ""eastmoney"", ""last_date"": null, ""ok"": false, ""provider"": ""akshare"", ""provider_symbol"": ""688676"", ""rows"": 0, ""schema_errors"": [], ""source_family"": ""eastmoney""}, {""circuit_breaker_open"": false, ""error"": ""efinance fetch failed for 688676: HTTPSConnectionPool(host='push2his.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/stock/kline/get?fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6%2Cf7%2Cf8%2Cf9%2Cf10%2Cf11%2Cf12%2Cf13&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61&beg=20230501&end=20260904&rtntype=6&secid=1.688676&klt=101&fqt=1 (Caused by ProxyError('Unable to connect to proxy', RemoteDisconnected('Remote end closed connection without response')))"", ""first_date"": null, ""independent_group"": ""eastmoney"", ""last_date"": null, ""ok"": false, ""provider"": ""efinance"", ""provider_symbol"": ""688676"", ""rows"": 0, ""schema_errors"": [], ""source_family"": ""eastmoney""}, {""circuit_breaker_open"": false, ""error"": null, ""first_date"": ""2023-05-04"", ""independent_group"": ""tencent_finance"", ""last_date"": ""2026-09-04"", ""ok"": true, ""provider"": ""tencent_qfq_history"", ""provider_symbol"": ""sh688676"", ""rows"": 813, ""schema_errors"": [], ""source_family"": ""tencent_finance""}]"
301291,ready,akshare_sina,sz301291,774,2023-06-30,2026-09-04,"[{""circuit_breaker_open"": false, ""error"": ""akshare fetch failed for 301291: HTTPSConnectionPool(host='push2his.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/stock/kline/get?fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61%2Cf116&ut=7eea3edcaed734bea9cbfc24409ed989&klt=101&fqt=1&secid=0.301291&beg=20230501&end=20260904 (Caused by ProxyError('Unable to connect to proxy', RemoteDisconnected('Remote end closed connection without response')))"", ""first_date"": null, ""independent_group"": ""eastmoney"", ""last_date"": null, ""ok"": false, ""provider"": ""akshare"", ""provider_symbol"": ""301291"", ""rows"": 0, ""schema_errors"": [], ""source_family"": ""eastmoney""}, {""circuit_breaker_open"": false, ""error"": ""efinance fetch failed for 301291: HTTPSConnectionPool(host='push2his.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/stock/kline/get?fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6%2Cf7%2Cf8%2Cf9%2Cf10%2Cf11%2Cf12%2Cf13&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61&beg=20230501&end=20260904&rtntype=6&secid=0.301291&klt=101&fqt=1 (Caused by ProxyError('Unable to connect to proxy', RemoteDisconnected('Remote end closed connection without response')))"", ""first_date"": null, ""independent_group"": ""eastmoney"", ""last_date"": null, ""ok"": false, ""provider"": ""efinance"", ""provider_symbol"": ""301291"", ""rows"": 0, ""schema_errors"": [], ""source_family"": ""eastmoney""}, {""circuit_breaker_open"": false, ""error"": ""Tencent history does not reach the requested or independently governed start: sz301291"", ""first_date"": null, ""independent_group"": ""tencent_finance"", ""last_date"": null, ""ok"": false, ""provider"": ""tencent_qfq_history"", ""provider_symbol"": ""301291"", ""rows"": 0, ""schema_errors"": [], ""source_family"": ""tencent_finance""}, {""circuit_breaker_open"": false, ""error"": ""empty data for 301291.SZ"", ""first_date"": null, ""independent_group"": ""yahoo_finance"", ""last_date"": null, ""ok"": false, ""provider"": ""yfinance"", ""provider_symbol"": ""301291.SZ"", ""rows"": 0, ""schema_errors"": [], ""source_family"": ""yahoo_finance""}, {""circuit_breaker_open"": false, ""error"": null, ""first_date"": ""2023-06-30"", ""independent_group"": ""sina_finance"", ""last_date"": ""2026-09-04"", ""ok"": true, ""provider"": ""akshare_sina"", ""provider_symbol"": ""sz301291"", ""rows"": 774, ""schema_errors"": [], ""source_family"": ""sina_finance""}]"
600522,ready,tencent_qfq_history,sh600522,813,2023-05-04,2026-09-04,"[{""circuit_breaker_open"": false, ""error"": ""akshare fetch failed for 600522: HTTPSConnectionPool(host='push2his.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/stock/kline/get?fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61%2Cf116&ut=7eea3edcaed734bea9cbfc24409ed989&klt=101&fqt=1&secid=1.600522&beg=20230501&end=20260904 (Caused by ProxyError('Unable to connect to proxy', RemoteDisconnected('Remote end closed connection without response')))"", ""first_date"": null, ""independent_group"": ""eastmoney"", ""last_date"": null, ""ok"": false, ""provider"": ""akshare"", ""provider_symbol"": ""600522"", ""rows"": 0, ""schema_errors"": [], ""source_family"": ""eastmoney""}, {""circuit_breaker_open"": false, ""error"": ""efinance fetch failed for 600522: HTTPSConnectionPool(host='push2his.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/stock/kline/get?fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6%2Cf7%2Cf8%2Cf9%2Cf10%2Cf11%2Cf12%2Cf13&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61&beg=20230501&end=20260904&rtntype=6&secid=1.600522&klt=101&fqt=1 (Caused by ProxyError('Unable to connect to proxy', RemoteDisconnected('Remote end closed connection without response')))"", ""first_date"": null, ""independent_group"": ""eastmoney"", ""last_date"": null, ""ok"": false, ""provider"": ""efinance"", ""provider_symbol"": ""600522"", ""rows"": 0, ""schema_errors"": [], ""source_family"": ""eastmoney""}, {""circuit_breaker_open"": false, ""error"": null, ""first_date"": ""2023-05-04"", ""independent_group"": ""tencent_finance"", ""last_date"": ""2026-09-04"", ""ok"": true, ""provider"": ""tencent_qfq_history"", ""provider_symbol"": ""sh600522"", ""rows"": 813, ""schema_errors"": [], ""source_family"": ""tencent_finance""}]"
002594,ready,tencent_qfq_history,sz002594,813,2023-05-04,2026-09-04,"[{""circuit_breaker_open"": false, ""error"": ""akshare fetch failed for 002594: HTTPSConnectionPool(host='push2his.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/stock/kline/get?fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61%2Cf116&ut=7eea3edcaed734bea9cbfc24409ed989&klt=101&fqt=1&secid=0.002594&beg=20230501&end=20260904 (Caused by ProxyError('Unable to connect to proxy', RemoteDisconnected('Remote end closed connection without response')))"", ""first_date"": null, ""independent_group"": ""eastmoney"", ""last_date"": null, ""ok"": false, ""provider"": ""akshare"", ""provider_symbol"": ""002594"", ""rows"": 0, ""schema_errors"": [], ""source_family"": ""eastmoney""}, {""circuit_breaker_open"": false, ""error"": ""efinance fetch failed for 002594: HTTPSConnectionPool(host='push2his.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/stock/kline/get?fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6%2Cf7%2Cf8%2Cf9%2Cf10%2Cf11%2Cf12%2Cf13&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61&beg=20230501&end=20260904&rtntype=6&secid=0.002594&klt=101&fqt=1 (Caused by ProxyError('Unable to connect to proxy', RemoteDisconnected('Remote end closed connection without response')))"", ""first_date"": null, ""independent_group"": ""eastmoney"", ""last_date"": null, ""ok"": false, ""provider"": ""efinance"", ""provider_symbol"": ""002594"", ""rows"": 0, ""schema_errors"": [], ""source_family"": ""eastmoney""}, {""circuit_breaker_open"": false, ""error"": null, ""first_date"": ""2023-05-04"", ""independent_group"": ""tencent_finance"", ""last_date"": ""2026-09-04"", ""ok"": true, ""provider"": ""tencent_qfq_history"", ""provider_symbol"": ""sz002594"", ""rows"": 813, ""schema_errors"": [], ""source_family"": ""tencent_finance""}]"
300274,ready,tencent_qfq_history,sz300274,813,2023-05-04,2026-09-04,"[{""circuit_breaker_open"": false, ""error"": ""akshare fetch failed for 300274: HTTPSConnectionPool(host='push2his.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/stock/kline/get?fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61%2Cf116&ut=7eea3edcaed734bea9cbfc24409ed989&klt=101&fqt=1&secid=0.300274&beg=20230501&end=20260904 (Caused by ProxyError('Unable to connect to proxy', RemoteDisconnected('Remote end closed connection without response')))"", ""first_date"": null, ""independent_group"": ""eastmoney"", ""last_date"": null, ""ok"": false, ""provider"": ""akshare"", ""provider_symbol"": ""300274"", ""rows"": 0, ""schema_errors"": [], ""source_family"": ""eastmoney""}, {""circuit_breaker_open"": false, ""error"": ""efinance fetch failed for 300274: HTTPSConnectionPool(host='push2his.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/stock/kline/get?fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6%2Cf7%2Cf8%2Cf9%2Cf10%2Cf11%2Cf12%2Cf13&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61&beg=20230501&end=20260904&rtntype=6&secid=0.300274&klt=101&fqt=1 (Caused by ProxyError('Unable to connect to proxy', RemoteDisconnected('Remote end closed connection without response')))"", ""first_date"": null, ""independent_group"": ""eastmoney"", ""last_date"": null, ""ok"": false, ""provider"": ""efinance"", ""provider_symbol"": ""300274"", ""rows"": 0, ""schema_errors"": [], ""source_family"": ""eastmoney""}, {""circuit_breaker_open"": false, ""error"": null, ""first_date"": ""2023-05-04"", ""independent_group"": ""tencent_finance"", ""last_date"": ""2026-09-04"", ""ok"": true, ""provider"": ""tencent_qfq_history"", ""provider_symbol"": ""sz300274"", ""rows"": 813, ""schema_errors"": [], ""source_family"": ""tencent_finance""}]"
002709,ready,tencent_qfq_history,sz002709,813,2023-05-04,2026-09-04,"[{""circuit_breaker_open"": false, ""error"": ""akshare fetch failed for 002709: HTTPSConnectionPool(host='push2his.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/stock/kline/get?fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61%2Cf116&ut=7eea3edcaed734bea9cbfc24409ed989&klt=101&fqt=1&secid=0.002709&beg=20230501&end=20260904 (Caused by ProxyError('Unable to connect to proxy', RemoteDisconnected('Remote end closed connection without response')))"", ""first_date"": null, ""independent_group"": ""eastmoney"", ""last_date"": null, ""ok"": false, ""provider"": ""akshare"", ""provider_symbol"": ""002709"", ""rows"": 0, ""schema_errors"": [], ""source_family"": ""eastmoney""}, {""circuit_breaker_open"": false, ""error"": ""efinance fetch failed for 002709: HTTPSConnectionPool(host='push2his.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/stock/kline/get?fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6%2Cf7%2Cf8%2Cf9%2Cf10%2Cf11%2Cf12%2Cf13&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61&beg=20230501&end=20260904&rtntype=6&secid=0.002709&klt=101&fqt=1 (Caused by ProxyError('Unable to connect to proxy', RemoteDisconnected('Remote end closed connection without response')))"", ""first_date"": null, ""independent_group"": ""eastmoney"", ""last_date"": null, ""ok"": false, ""provider"": ""efinance"", ""provider_symbol"": ""002709"", ""rows"": 0, ""schema_errors"": [], ""source_family"": ""eastmoney""}, {""circuit_breaker_open"": false, ""error"": null, ""first_date"": ""2023-05-04"", ""independent_group"": ""tencent_finance"", ""last_date"": ""2026-09-04"", ""ok"": true, ""provider"": ""tencent_qfq_history"", ""provider_symbol"": ""sz002709"", ""rows"": 813, ""schema_errors"": [], ""source_family"": ""tencent_finance""}]"
601012,ready,tencent_qfq_history,sh601012,813,2023-05-04,2026-09-04,"[{""circuit_breaker_open"": false, ""error"": ""akshare fetch failed for 601012: HTTPSConnectionPool(host='push2his.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/stock/kline/get?fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61%2Cf116&ut=7eea3edcaed734bea9cbfc24409ed989&klt=101&fqt=1&secid=1.601012&beg=20230501&end=20260904 (Caused by ProxyError('Unable to connect to proxy', RemoteDisconnected('Remote end closed connection without response')))"", ""first_date"": null, ""independent_group"": ""eastmoney"", ""last_date"": null, ""ok"": false, ""provider"": ""akshare"", ""provider_symbol"": ""601012"", ""rows"": 0, ""schema_errors"": [], ""source_family"": ""eastmoney""}, {""circuit_breaker_open"": false, ""error"": ""efinance fetch failed for 601012: HTTPSConnectionPool(host='push2his.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/stock/kline/get?fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6%2Cf7%2Cf8%2Cf9%2Cf10%2Cf11%2Cf12%2Cf13&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61&beg=20230501&end=20260904&rtntype=6&secid=1.601012&klt=101&fqt=1 (Caused by ProxyError('Unable to connect to proxy', RemoteDisconnected('Remote end closed connection without response')))"", ""first_date"": null, ""independent_group"": ""eastmoney"", ""last_date"": null, ""ok"": false, ""provider"": ""efinance"", ""provider_symbol"": ""601012"", ""rows"": 0, ""schema_errors"": [], ""source_family"": ""eastmoney""}, {""circuit_breaker_open"": false, ""error"": null, ""first_date"": ""2023-05-04"", ""independent_group"": ""tencent_finance"", ""last_date"": ""2026-09-04"", ""ok"": true, ""provider"": ""tencent_qfq_history"", ""provider_symbol"": ""sh601012"", ""rows"": 813, ""schema_errors"": [], ""source_family"": ""tencent_finance""}]"
300408,ready,tencent_qfq_history,sz300408,813,2023-05-04,2026-09-04,"[{""circuit_breaker_open"": false, ""error"": ""akshare fetch failed for 300408: HTTPSConnectionPool(host='push2his.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/stock/kline/get?fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61%2Cf116&ut=7eea3edcaed734bea9cbfc24409ed989&klt=101&fqt=1&secid=0.300408&beg=20230501&end=20260904 (Caused by ProxyError('Unable to connect to proxy', RemoteDisconnected('Remote end closed connection without response')))"", ""first_date"": null, ""independent_group"": ""eastmoney"", ""last_date"": null, ""ok"": false, ""provider"": ""akshare"", ""provider_symbol"": ""300408"", ""rows"": 0, ""schema_errors"": [], ""source_family"": ""eastmoney""}, {""circuit_breaker_open"": false, ""error"": ""efinance fetch failed for 300408: HTTPSConnectionPool(host='push2his.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/stock/kline/get?fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6%2Cf7%2Cf8%2Cf9%2Cf10%2Cf11%2Cf12%2Cf13&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61&beg=20230501&end=20260904&rtntype=6&secid=0.300408&klt=101&fqt=1 (Caused by ProxyError('Unable to connect to proxy', RemoteDisconnected('Remote end closed connection without response')))"", ""first_date"": null, ""independent_group"": ""eastmoney"", ""last_date"": null, ""ok"": false, ""provider"": ""efinance"", ""provider_symbol"": ""300408"", ""rows"": 0, ""schema_errors"": [], ""source_family"": ""eastmoney""}, {""circuit_breaker_open"": false, ""error"": null, ""first_date"": ""2023-05-04"", ""independent_group"": ""tencent_finance"", ""last_date"": ""2026-09-04"", ""ok"": true, ""provider"": ""tencent_qfq_history"", ""provider_symbol"": ""sz300408"", ""rows"": 813, ""schema_errors"": [], ""source_family"": ""tencent_finance""}]"
300782,ready,tencent_qfq_history,sz300782,813,2023-05-04,2026-09-04,"[{""circuit_breaker_open"": false, ""error"": ""akshare fetch failed for 300782: HTTPSConnectionPool(host='push2his.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/stock/kline/get?fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61%2Cf116&ut=7eea3edcaed734bea9cbfc24409ed989&klt=101&fqt=1&secid=0.300782&beg=20230501&end=20260904 (Caused by ProxyError('Unable to connect to proxy', RemoteDisconnected('Remote end closed connection without response')))"", ""first_date"": null, ""independent_group"": ""eastmoney"", ""last_date"": null, ""ok"": false, ""provider"": ""akshare"", ""provider_symbol"": ""300782"", ""rows"": 0, ""schema_errors"": [], ""source_family"": ""eastmoney""}, {""circuit_breaker_open"": false, ""error"": ""efinance fetch failed for 300782: HTTPSConnectionPool(host='push2his.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/stock/kline/get?fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6%2Cf7%2Cf8%2Cf9%2Cf10%2Cf11%2Cf12%2Cf13&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61&beg=20230501&end=20260904&rtntype=6&secid=0.300782&klt=101&fqt=1 (Caused by ProxyError('Unable to connect to proxy', RemoteDisconnected('Remote end closed connection without response')))"", ""first_date"": null, ""independent_group"": ""eastmoney"", ""last_date"": null, ""ok"": false, ""provider"": ""efinance"", ""provider_symbol"": ""300782"", ""rows"": 0, ""schema_errors"": [], ""source_family"": ""eastmoney""}, {""circuit_breaker_open"": false, ""error"": null, ""first_date"": ""2023-05-04"", ""independent_group"": ""tencent_finance"", ""last_date"": ""2026-09-04"", ""ok"": true, ""provider"": ""tencent_qfq_history"", ""provider_symbol"": ""sz300782"", ""rows"": 813, ""schema_errors"": [], ""source_family"": ""tencent_finance""}]"
300133,ready,tencent_qfq_history,sz300133,813,2023-05-04,2026-09-04,"[{""circuit_breaker_open"": false, ""error"": ""akshare fetch failed for 300133: HTTPSConnectionPool(host='push2his.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/stock/kline/get?fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61%2Cf116&ut=7eea3edcaed734bea9cbfc24409ed989&klt=101&fqt=1&secid=0.300133&beg=20230501&end=20260904 (Caused by ProxyError('Unable to connect to proxy', RemoteDisconnected('Remote end closed connection without response')))"", ""first_date"": null, ""independent_group"": ""eastmoney"", ""last_date"": null, ""ok"": false, ""provider"": ""akshare"", ""provider_symbol"": ""300133"", ""rows"": 0, ""schema_errors"": [], ""source_family"": ""eastmoney""}, {""circuit_breaker_open"": false, ""error"": ""efinance fetch failed for 300133: HTTPSConnectionPool(host='push2his.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/stock/kline/get?fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6%2Cf7%2Cf8%2Cf9%2Cf10%2Cf11%2Cf12%2Cf13&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61&beg=20230501&end=20260904&rtntype=6&secid=0.300133&klt=101&fqt=1 (Caused by ProxyError('Unable to connect to proxy', RemoteDisconnected('Remote end closed connection without response')))"", ""first_date"": null, ""independent_group"": ""eastmoney"", ""last_date"": null, ""ok"": false, ""provider"": ""efinance"", ""provider_symbol"": ""300133"", ""rows"": 0, ""schema_errors"": [], ""source_family"": ""eastmoney""}, {""circuit_breaker_open"": false, ""error"": null, ""first_date"": ""2023-05-04"", ""independent_group"": ""tencent_finance"", ""last_date"": ""2026-09-04"", ""ok"": true, ""provider"": ""tencent_qfq_history"", ""provider_symbol"": ""sz300133"", ""rows"": 813, ""schema_errors"": [], ""source_family"": ""tencent_finance""}]"
600026,ready,tencent_qfq_history,sh600026,813,2023-05-04,2026-09-04,"[{""circuit_breaker_open"": false, ""error"": ""akshare fetch failed for 600026: HTTPSConnectionPool(host='push2his.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/stock/kline/get?fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61%2Cf116&ut=7eea3edcaed734bea9cbfc24409ed989&klt=101&fqt=1&secid=1.600026&beg=20230501&end=20260904 (Caused by ProxyError('Unable to connect to proxy', RemoteDisconnected('Remote end closed connection without response')))"", ""first_date"": null, ""independent_group"": ""eastmoney"", ""last_date"": null, ""ok"": false, ""provider"": ""akshare"", ""provider_symbol"": ""600026"", ""rows"": 0, ""schema_errors"": [], ""source_family"": ""eastmoney""}, {""circuit_breaker_open"": false, ""error"": ""efinance fetch failed for 600026: HTTPSConnectionPool(host='push2his.eastmoney.com', port=443): Max retries exceeded with url: /api/qt/stock/kline/get?fields1=f1%2Cf2%2Cf3%2Cf4%2Cf5%2Cf6%2Cf7%2Cf8%2Cf9%2Cf10%2Cf11%2Cf12%2Cf13&fields2=f51%2Cf52%2Cf53%2Cf54%2Cf55%2Cf56%2Cf57%2Cf58%2Cf59%2Cf60%2Cf61&beg=20230501&end=20260904&rtntype=6&secid=1.600026&klt=101&fqt=1 (Caused by ProxyError('Unable to connect to proxy', RemoteDisconnected('Remote end closed connection without response')))"", ""first_date"": null, ""independent_group"": ""eastmoney"", ""last_date"": null, ""ok"": false, ""provider"": ""efinance"", ""provider_symbol"": ""600026"", ""rows"": 0, ""schema_errors"": [], ""source_family"": ""eastmoney""}, {""circuit_breaker_open"": false, ""error"": null, ""first_date"": ""2023-05-04"", ""independent_group"": ""tencent_finance"", ""last_date"": ""2026-09-04"", ""ok"": true, ""provider"": ""tencent_qfq_history"", ""provider_symbol"": ""sh600026"", ""rows"": 813, ""schema_errors"": [], ""source_family"": ""tencent_finance""}]"
